taxonomy_id,name,parent_id,parent_name
TI-1800.4500-080,Arts and Crafts Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-100,Book/Magazine Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-150,Camping Gear Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-500,Musical Instrument Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-800,Special Event Ticket Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-850,Sports Equipment Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-900,Toy/Game Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.4500-950,Video/DVD/CD Donation Programs,TI-1800.4500,Leisure Equipment/Supplies Donation Programs
TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs,TI-1800,Donated Specialty Items
TI-1800.5000-030,Adapted Computer Equipment Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-180,Daily Living Aid Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-250,Glasses Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-300,Hearing Augmentation Aid Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-350,Hospital Bed Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-380,IV Equipment Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-500,Medical Supplies Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-550,Monitoring Equipment Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-700,Respiratory Aid Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-730,Resuscitation Equipment Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-800,Speech Aids Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-850,Walking Aid Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5000-900,Wheelchair Donation Programs,TI-1800.5000,Medical Equipment/Assistive Technology Donation Programs
TI-1800.5150,Military Donations/Relief Programs,TI-1800,Donated Specialty Items
TI-1800.5200,Mobile Device Donation Programs,TI-1800,Donated Specialty Items
TI-1800.5200-100,Cell Phone Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-180,Digital Camera Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-190,E-Book Reader Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-300,Handheld Game Console Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-580,Pager Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-600,Personal Digital Assistant Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-620,Personal Navigation Device Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.5200-640,Portable Media Player Donation Programs,TI-1800.5200,Mobile Device Donation Programs
TI-1800.6400,Natural Hair/Wig Donation Programs,TI-1800,Donated Specialty Items
TI-1800.6500,Office Equipment/Supplies Donation Programs,TI-1800,Donated Specialty Items
TI-1800.6500-150,Computer Donation Programs,TI-1800.6500,Office Equipment/Supplies Donation Programs
TI-1800.6500-550,Office Equipment Donation Programs,TI-1800.6500,Office Equipment/Supplies Donation Programs
TI-1800.6500-600,Office Furniture Donation Programs,TI-1800.6500,Office Equipment/Supplies Donation Programs
TI-1800.6500-650,Office Supplies Donation Programs,TI-1800.6500,Office Equipment/Supplies Donation Programs
TI-1800.6500-850,Toner Cartridge Donation Programs,TI-1800.6500,Office Equipment/Supplies Donation Programs
TI-1800.6700,Personal/Grooming Supplies Donation Programs,TI-1800,Donated Specialty Items
TI-1800.6800,Plant/Gardening Materials Donation Programs,TI-1800,Donated Specialty Items
TI-1800.6850,Portable Travel/Storage Container Donation Programs,TI-1800,Donated Specialty Items
TI-1800.7000,Real Estate Donation Programs,TI-1800,Donated Specialty Items
TI-1800.8000,Safety Equipment Donation Programs,TI-1800,Donated Specialty Items
TI-1800.8100,School Supplies Donation Programs,TI-1800,Donated Specialty Items
TI-1800.8500,Tools/Equipment Donation Programs,TI-1800,Donated Specialty Items
TI-1800.8500-200,Farm Equipment Donation Programs,TI-1800.8500,Tools/Equipment Donation Programs
TI-1800.8500-300,Household Tools/Equipment Donation Programs,TI-1800.8500,Tools/Equipment Donation Programs
TI-1800.8500-900,Work Tools/Equipment Donation Programs,TI-1800.8500,Tools/Equipment Donation Programs
TI-1800.9000,Vehicle Donation Programs,TI-1800,Donated Specialty Items
TI-1800.9000-050,Automobile Donation Programs,TI-1800.9000,Vehicle Donation Programs
TI-1800.9000-080,Bicycle Donation Programs,TI-1800.9000,Vehicle Donation Programs
TI-1800.9000-100,Boat Donation Programs,TI-1800.9000,Vehicle Donation Programs
TI-1800.9000-700,Recreational Vehicle Donation Programs,TI-1800.9000,Vehicle Donation Programs
TI-1900,Donation Drop Off Points,TI,Donor Services
TI-2100,Donation Pickups,TI,Donor Services
TI-5000,Material Goods Donation Information/Matching Services,TI,Donor Services
TI-5000.2500,Goods for Services Exchange Programs,TI-5000,Material Goods Donation Information/Matching Services
TI-5000.5000,Material Goods Donation Information,TI-5000,Material Goods Donation Information/Matching Services
TI-5000.5100,Material Goods Donation Matching Services,TI-5000,Material Goods Donation Information/Matching Services
TI-5000.5200,Materials Exchange Programs,TI-5000,Material Goods Donation Information/Matching Services
TI-5000.6000,Online Purchase/Trade Safe Exchange Zones,TI-5000,Material Goods Donation Information/Matching Services
TJ,Information Services,T,Organizational/Community/International Services
TJ-0500,Accessibility Information,TJ,Information Services
TJ-1550,Charity Information,TJ,Information Services
TJ-1700,Electronic Communication Problem Reporting,TJ,Information Services
TJ-1800,Electronic Information Resources,TJ,Information Services
TJ-1800.3300,Internet Information Resources,TJ-1800,Electronic Information Resources
TJ-1800.3300-100,Community Web Portals,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-150,Electronic Mail Providers,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-200,FTP Sites,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-450,Listservs,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-570,Mobile Apps,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-600,Social Media,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-600.04,Art Sharing Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.10,Blogging/Microblogging Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.50,Music/Audio Downloading Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.60,Personal Web Pages/Sites,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.64,Photo Sharing Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.68,Podcasting Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.75,RSS Feeds,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.82,Social Bookmarking Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.84,Social Networking Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.90,Video Sharing Web Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.93,Web Based Consumer Review Services,TJ-1800.3300-600,Social Media
TJ-1800.3300-600.96,Wikis,TJ-1800.3300-600,Social Media
TJ-1800.3300-700,Usenet Newsgroups,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-750,Virtual Marketplaces,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-800,Web Based Discussion Groups/Live Chat,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-850,Web Directories,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-900,Web Guides,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-930,Web Indexes,TJ-1800.3300,Internet Information Resources
TJ-1800.3300-950,Websites,TJ-1800.3300,Internet Information Resources
TJ-1800.6500,Online Connection Services,TJ-1800,Electronic Information Resources
TJ-1800.6500-180,Computer Bulletin Board Systems,TJ-1800.6500,Online Connection Services
TJ-1800.6500-200,Electronic Community Networks,TJ-1800.6500,Online Connection Services
TJ-1800.6500-330,Internet Service Providers,TJ-1800.6500,Online Connection Services
TJ-1800.6650,Public Access Computers/Tools,TJ-1800,Electronic Information Resources
TJ-1800.6700,Public Internet Access Sites,TJ-1800,Electronic Information Resources
TJ-1800.6800,Public Wi-Fi Sites,TJ-1800,Electronic Information Resources
TJ-3000,Information and Referral,TJ,Information Services
TJ-3000.1500,Comprehensive Information and Referral,TJ-3000,Information and Referral
TJ-3000.8000,Specialized Information and Referral,TJ-3000,Information and Referral
TJ-3000.8500,211 Systems,TJ-3000,Information and Referral
TJ-3000.8500-800,211 Collaborative Members,TJ-3000.8500,211 Systems
TJ-3000.8500-850,211 Lead Agencies,TJ-3000.8500,211 Systems
TJ-3200,Information Sources,TJ,Information Services
TJ-3200.1500,Census Questionnaire Information Services,TJ-3200,Information Sources
TJ-3200.1600,Directory Assistance,TJ-3200,Information Sources
TJ-3200.1750,Energy Information Services,TJ-3200,Information Sources
TJ-3200.1800,Event and Entertainment Services,TJ-3200,Information Sources
TJ-3200.2000,Financial Information Services,TJ-3200,Information Sources
TJ-3200.2500,Government Information Services,TJ-3200,Information Sources
TJ-3200.2500-140,City Government Information Services,TJ-3200.2500,Government Information Services
TJ-3200.2500-160,County Government Information Services,TJ-3200.2500,Government Information Services
TJ-3200.2500-200,Federal Government Information Services,TJ-3200.2500,Government Information Services
TJ-3200.2500-650,,TJ-3200.2500,Government Information Services
TJ-3200.2500-800,State Government Information Services,TJ-3200.2500,Government Information Services
TJ-3200.2500-850,311 Services,TJ-3200.2500,Government Information Services
TJ-3200.2510,Government Shutdown Information,TJ-3200,Information Sources
TJ-3200.4500,Legal Information Services,TJ-3200,Information Sources
TJ-3200.5000,Medical Information Services,TJ-3200,Information Sources
TJ-3200.6480,,TJ-3200,Information Sources
TJ-3200.6500,Public Affairs Information Services,TJ-3200,Information Sources
TJ-3200.8000,Shelter Information Services,TJ-3200,Information Sources
TJ-3200.9000,Time/Temperature/Weather Information Services,TJ-3200,Information Sources
TJ-3200.9500,Youth Issues Information Services,TJ-3200,Information Sources
TJ-3200.9990,ZIP Code Information Services,TJ-3200,Information Sources
TJ-4400,Libraries,TJ,Information Services
TJ-4400.0500,Academic Libraries,TJ-4400,Libraries
TJ-4400.5000,Municipal Libraries,TJ-4400,Libraries
TJ-4400.6000,National Libraries,TJ-4400,Libraries
TJ-4400.6500,Public Libraries,TJ-4400,Libraries
TJ-4400.8000,School Library Media Centers,TJ-4400,Libraries
TJ-4400.8100,Special Libraries,TJ-4400,Libraries
TJ-4400.8100-050,Agency Based Libraries/Resource Centers,TJ-4400.8100,Special Libraries
TJ-4400.8100-053,Alternate Format Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-060,Art Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-080,Botanical and Horticultural Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-100,Business Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-150,Corporate Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-180,Disability Related Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-450,Law Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-500,Medical Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-550,Military Base Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-560,Music Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-650,Presidential Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8100-700,Religious Libraries,TJ-4400.8100,Special Libraries
TJ-4400.8200,State Libraries,TJ-4400,Libraries
TJ-4500,Library Services,TJ,Information Services
TJ-4500.0020,3D Printing,TJ-4500,Library Services
TJ-4500.0500,Art Loan/Rental,TJ-4500,Library Services
TJ-4500.0750,Book Downloads,TJ-4500,Library Services
TJ-4500.1000,Book Loan,TJ-4500,Library Services
TJ-4500.1200,Bookmobiles,TJ-4500,Library Services
TJ-4500.1500,Children's Library Services,TJ-4500,Library Services
TJ-4500.1500-450,Children's Reading Clubs,TJ-4500.1500,Children's Library Services
TJ-4500.1500-800,Story Hour,TJ-4500.1500,Children's Library Services
TJ-4500.2900,Home Library Services,TJ-4500,Library Services
TJ-4500.3000,Information Clearinghouses,TJ-4500,Library Services
TJ-4500.3300,Instructional Materials Centers,TJ-4500,Library Services
TJ-4500.3500,Interlibrary Loan,TJ-4500,Library Services
TJ-4500.4400,Legislative Reference Services,TJ-4500,Library Services
TJ-4500.4500,Library Audiovisual Services,TJ-4500,Library Services
TJ-4500.4500-120,Captioned Film Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-150,Captioned Video/DVD Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-180,Described Video/DVD/Film Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-200,Film Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-400,Language Instruction Recordings,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-500,Media Equipment Loan,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-520,Movie/Television Streaming Services,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-700,Recording/Tape/CD Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-750,Recordings for the Blind and Dyslexic,TJ-4500.4500,Library Audiovisual Services
TJ-4500.4500-900,Videotape/DVD Collections,TJ-4500.4500,Library Audiovisual Services
TJ-4500.5400,Musical Instrument Loan,TJ-4500,Library Services
TJ-4500.6500,Online Databases,TJ-4500,Library Services
TJ-4500.7000,Reference/Information,TJ-4500,Library Services
TJ-4500.8300,Special Collections and Archives,TJ-4500,Library Services
TJ-4500.8300-050,Archives,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-100,Braille Materials/Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-180,Ethnic Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-200,Foreign Language Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-230,Genealogical Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-250,Government Publications,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-270,Grants Research Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-300,High Interest/Low Vocabulary Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-450,Large Print Materials/Collections,TJ-4500.8300,Special Collections and Archives
TJ-4500.8300-850,Telephone Book Collections,TJ-4500.8300,Special Collections and Archives
TJ-5000,Maps,TJ,Information Services
TJ-5500,Media/Communications,TJ,Information Services
TJ-5500.1000,Book Publishing/Distribution,TJ-5500,Media/Communications
TJ-5500.2000,Film Production/Distribution,TJ-5500,Media/Communications
TJ-5500.6000,Newspaper Publishing/Distribution,TJ-5500,Media/Communications
TJ-5500.6000-200,Foreign Language Newspapers,TJ-5500.6000,Newspaper Publishing/Distribution
TJ-5500.6000-400,Local/Regional Newspapers,TJ-5500.6000,Newspaper Publishing/Distribution
TJ-5500.6000-600,National Newspapers,TJ-5500.6000,Newspaper Publishing/Distribution
TJ-5500.6000-650,Out of Town Newspapers,TJ-5500.6000,Newspaper Publishing/Distribution
TJ-5500.6000-800,Student Newspapers,TJ-5500.6000,Newspaper Publishing/Distribution
TJ-5500.7000,Radio Stations,TJ-5500,Media/Communications
TJ-5500.7000-050,AM Radio Stations,TJ-5500.7000,Radio Stations
TJ-5500.7000-150,Campus Radio Stations,TJ-5500.7000,Radio Stations
TJ-5500.7000-200,FM Radio Stations,TJ-5500.7000,Radio Stations
TJ-5500.7000-750,Religious Radio,TJ-5500.7000,Radio Stations
TJ-5500.7200,Recording Studios,TJ-5500,Media/Communications
TJ-5500.8500,Television Stations/Access Systems,TJ-5500,Media/Communications
TJ-5500.8500-150,Cable Television Companies,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.8500-180,Campus Television Stations,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.8500-200,Community Access Channels,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.8500-450,Local Broadcast Television Stations,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.8500-700,Religious Television,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.8500-800,Satellite Television Companies,TJ-5500.8500,Television Stations/Access Systems
TJ-5500.9000,Video Production/Distribution,TJ-5500,Media/Communications
TJ-6500,Public Awareness/Education,TJ,Information Services
TJ-6500.1000,Community Calendars,TJ-6500,Public Awareness/Education
TJ-6500.1700,Directory/Resource List Publication,TJ-6500,Public Awareness/Education
TJ-6500.1800,Displays/Exhibits,TJ-6500,Public Awareness/Education
TJ-6500.4950,Mailing Labels/Spreadsheets,TJ-6500,Public Awareness/Education
TJ-6500.5000,Media Materials,TJ-6500,Public Awareness/Education
TJ-6500.5100,Media Presentations,TJ-6500,Public Awareness/Education
TJ-6500.5100-600,Newspaper Columns,TJ-6500.5100,Media Presentations
TJ-6500.5100-700,Radio Shows,TJ-6500.5100,Media Presentations
TJ-6500.5100-800,Television Shows,TJ-6500.5100,Media Presentations
TJ-6500.6000,Newsletters,TJ-6500,Public Awareness/Education
TJ-6500.6300,Outreach Programs,TJ-6500,Public Awareness/Education
TJ-6500.6700,Printed Materials,TJ-6500,Public Awareness/Education
TJ-6500.8000,Speakers/Speakers Bureaus,TJ-6500,Public Awareness/Education
TJ-6500.8500,Subject Specific Public Awareness/Education,TJ-6500,Public Awareness/Education
TJ-6500.9500,Workshops/Symposiums,TJ-6500,Public Awareness/Education
TJ-6750,Reading Services for People With Disabilities,TJ,Information Services
TJ-7500,Rumor Control,TJ,Information Services
TJ-8000,Service Sector/Industry Statistics,TJ,Information Services
TJ-8000.0400,Agricultural Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.1500,Census Data,TJ-8000,Service Sector/Industry Statistics
TJ-8000.1600,Crime Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.1800,Economic Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.1850,Education Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.1900,Energy Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.3000,Health Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.3100,Human Services Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.3300,Immigration Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.3400,Income and Poverty Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.4500,Labor Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.8000,Safety Statistics,TJ-8000,Service Sector/Industry Statistics
TJ-8000.8500,Transportation Statistics,TJ-8000,Service Sector/Industry Statistics
TL,International Affairs,T,Organizational/Community/International Services
TL-1900,Embassies/Consulates Abroad,TL,International Affairs
TL-2000,Foreign Policy Planning/Implementation,TL,International Affairs
TL-3300,International Development Programs,TL,International Affairs
TL-3300.3450,International Agricultural Development,TL-3300,International Development Programs
TL-3300.3470,International Arts Development Programs,TL-3300,International Development Programs
TL-3300.3500,International Economic Development,TL-3300,International Development Programs
TL-3300.3550,International Educational Development,TL-3300,International Development Programs
TL-3300.3600,International Environmental Resource Management,TL-3300,International Development Programs
TL-3300.3650,International Health Programs,TL-3300,International Development Programs
TL-3300.3900,International Science and Technology Development,TL-3300,International Development Programs
TL-3400,International Human Rights Programs,TL,International Affairs
TL-3400.3500,International Children's Rights,TL-3400,International Human Rights Programs
TL-3400.3600,International Migration Studies/Advocacy,TL-3400,International Human Rights Programs
TL-3400.3700,International Prisoner's Rights,TL-3400,International Human Rights Programs
TL-3400.3800,International Reproductive Rights,TL-3400,International Human Rights Programs
TL-3400.3900,International Women's Rights,TL-3400,International Human Rights Programs
TL-3500,International Justice Programs,TL,International Affairs
TL-3500.3300,International Court of Justice,TL-3500,International Justice Programs
TL-3500.3500,International Law,TL-3500,International Justice Programs
TL-3500.3600,International Prisoner Transfer,TL-3500,International Justice Programs
TL-3650,International Relief,TL,International Affairs
TL-3650.2000,Foreign Disaster Services,TL-3650,International Relief
TL-3650.2000-200,Foreign Disaster Information,TL-3650.2000,Foreign Disaster Services
TL-3650.2000-250,Foreign Disaster Relief,TL-3650.2000,Foreign Disaster Services
TL-3650.2000-300,Foreign Disaster Welfare Inquiries,TL-3650.2000,Foreign Disaster Services
TL-3650.3500,International Refugee Relief,TL-3650,International Relief
TL-3700,International Trade Promotion,TL,International Affairs
TL-3800,International Understanding/Peace Programs,TL,International Affairs
TL-3800.0500,Arms Control Advocacy Programs,TL-3800,International Understanding/Peace Programs
TL-3800.1800,Democracy and Civil Society Development,TL-3800,International Understanding/Peace Programs
TL-3800.1900,Educational Exchange Programs,TL-3800,International Understanding/Peace Programs
TL-3800.1900-200,Faculty Exchange Programs,TL-3800.1900,Educational Exchange Programs
TL-3800.1900-800,Student Exchange Programs,TL-3800.1900,Educational Exchange Programs
TL-3800.2400,International Child Sponsorship,TL-3800,International Understanding/Peace Programs
TL-3800.3450,International Conflict Resolution/Mediation,TL-3800,International Understanding/Peace Programs
TL-3800.3500,International Cultural Exchange,TL-3800,International Understanding/Peace Programs
TL-3800.6500,Peace/Anti War Advocacy Programs,TL-3800,International Understanding/Peace Programs
TL-3800.8000,Sister Cities Programs,TL-3800,International Understanding/Peace Programs
TL-3800.9000,United Nations Associations,TL-3800,International Understanding/Peace Programs
TL-6000,National Security Organizations,TL,International Affairs
TL-6000.1400,,TL-6000,National Security Organizations
TL-6000.1500,Central Intelligence Agency,TL-6000,National Security Organizations
TL-6000.6000,National Security Policy Research/Analysis,TL-6000,National Security Organizations
TM,Military Service,T,Organizational/Community/International Services
TM-0480,Armed Forces Civilian Auxiliaries,TM,Military Service
TM-0500,Armed Forces Emergency Services,TM,Military Service
TM-0590,Armories,TM,Military Service
TM-1500,,TM,Military Service
TM-5000,Military Bases/Forts,TM,Military Service
TM-5050,Military Chaplaincy Services,TM,Military Service
TM-5100,Military Family Service/Support Centers,TM,Military Service
TM-5150,Military Recruitment Programs,TM,Military Service
TM-5175,Military Service Branches,TM,Military Service
TM-5175.0200,Air Force,TM-5175,Military Service Branches
TM-5175.0300,Army,TM-5175,Military Service Branches
TM-5175.1500,Coast Guard,TM-5175,Military Service Branches
TM-5175.5000,Marine Corps,TM-5175,Military Service Branches
TM-5175.5800,National Guard,TM-5175,Military Service Branches
TM-5175.6000,Navy,TM-5175,Military Service Branches
TM-5200,Military Transition Assistance Programs,TM,Military Service
TM-8000,Selective Service System,TM,Military Service
TM-8200,Social Services for Military Personnel,TM,Military Service
TN,Occupational/Professional Associations,T,Organizational/Community/International Services
TN-0200,Aging Associations,TN,Occupational/Professional Associations
TN-0300,Aging/Long Term Care Facility Associations,TN,Occupational/Professional Associations
TN-0350,Architectural Associations,TN,Occupational/Professional Associations
TN-0400,Arts Associations,TN,Occupational/Professional Associations
TN-0500,Athletic Associations,TN,Occupational/Professional Associations
TN-0500.0500,Amateur Athletic Associations,TN-0500,Athletic Associations
TN-0500.1400,Coaches/Trainers Associations,TN-0500,Athletic Associations
TN-0500.1500,College/University Athletic Associations,TN-0500,Athletic Associations
TN-0500.3000,High School Athletic Associations,TN-0500,Athletic Associations
TN-0500.6500,Professional Sports Associations,TN-0500,Athletic Associations
TN-0500.8000,Sports Officials Associations,TN-0500,Athletic Associations
TN-0500.8200,Sports Writers Associations,TN-0500,Athletic Associations
TN-1000,Business Associations,TN,Occupational/Professional Associations
TN-1000.1000,Business Networking Groups,TN-1000,Business Associations
TN-1000.1500,Chambers of Commerce,TN-1000,Business Associations
TN-1000.8500,Trade Associations,TN-1000,Business Associations
TN-1400,Child Care Provider Associations,TN,Occupational/Professional Associations
TN-1450,Child Welfare/Family Services Associations,TN,Occupational/Professional Associations
TN-1500,Criminal Justice Associations,TN,Occupational/Professional Associations
TN-1700,Disability Associations,TN,Occupational/Professional Associations
TN-1800,Education Associations,TN,Occupational/Professional Associations
TN-1800.1500,Charter School Associations,TN-1800,Education Associations
TN-1800.1700,Educational Administration Associations,TN-1800,Education Associations
TN-1800.2800,Higher Education Associations,TN-1800,Education Associations
TN-1800.3000,Homeschooling Associations,TN-1800,Education Associations
TN-1800.6500,PTA Groups,TN-1800,Education Associations
TN-1800.8500,Teacher Associations,TN-1800,Education Associations
TN-1870,Emergency Management Associations,TN,Occupational/Professional Associations
TN-1900,Engineering Associations,TN,Occupational/Professional Associations
TN-2000,Farm Associations,TN,Occupational/Professional Associations
TN-2500,Government Associations,TN,Occupational/Professional Associations
TN-2900,Home Care/Hospice Associations,TN,Occupational/Professional Associations
TN-3000,Hospital Associations,TN,Occupational/Professional Associations
TN-3300,Information and Referral Associations,TN,Occupational/Professional Associations
TN-3400,Interpretation/Translation Associations,TN,Occupational/Professional Associations
TN-4400,Labor Organizations,TN,Occupational/Professional Associations
TN-4600,Legal Associations,TN,Occupational/Professional Associations
TN-4800,Library Associations,TN,Occupational/Professional Associations
TN-4900,Management Associations,TN,Occupational/Professional Associations
TN-5000,Medical Associations,TN,Occupational/Professional Associations
TN-5000.0100,Alternative Medicine Associations,TN-5000,Medical Associations
TN-5000.1500,Chiropractic Associations,TN-5000,Medical Associations
TN-5000.1800,Dental Associations,TN-5000,Medical Associations
TN-5000.1900,Dietitian Associations,TN-5000,Medical Associations
TN-5000.1950,Eye Care Specialist Associations,TN-5000,Medical Associations
TN-5000.4900,Medical Support Personnel Associations,TN-5000,Medical Associations
TN-5000.5000,Midwifery Associations,TN-5000,Medical Associations
TN-5000.6300,Nursing Associations,TN-5000,Medical Associations
TN-5000.6400,Pharmacist Associations,TN-5000,Medical Associations
TN-5000.6500,Physician/Surgeon Associations,TN-5000,Medical Associations
TN-5000.7000,Rehabilitative/Habilitative Medicine Associations,TN-5000,Medical Associations
TN-5020,Medical Clinic Associations,TN,Occupational/Professional Associations
TN-5500,Mental Health Practitioner Associations,TN,Occupational/Professional Associations
TN-5500.3000,Hypnotist Associations,TN-5500,Mental Health Practitioner Associations
TN-5500.8500,Therapist Associations,TN-5500,Mental Health Practitioner Associations
TN-5500.8500-450,Licensed Professional Counselor Associations,TN-5500.8500,Therapist Associations
TN-5500.8500-500,Marriage and Family Therapist Associations,TN-5500.8500,Therapist Associations
TN-5500.8500-650,Psychiatric Associations,TN-5500.8500,Therapist Associations
TN-5500.8500-680,Psychological Associations,TN-5500.8500,Therapist Associations
TN-5500.8500-800,Social Worker Associations,TN-5500.8500,Therapist Associations
TN-6500,Nonprofit/Philanthropic Associations,TN,Occupational/Professional Associations
TN-8000,Sales and Marketing Professional Associations,TN,Occupational/Professional Associations
TN-8100,Science and Mathematics Associations,TN,Occupational/Professional Associations
TN-8100.4500,Life Sciences Associations,TN-8100,Science and Mathematics Associations
TN-8100.5000,Mathematics Associations,TN-8100,Science and Mathematics Associations
TN-8100.6500,Physical Sciences Associations,TN-8100,Science and Mathematics Associations
TN-8100.8000,Social Sciences Associations,TN-8100,Science and Mathematics Associations
TN-9000,Veterinary Associations,TN,Occupational/Professional Associations
TN-9300,Volunteer Administration Associations,TN,Occupational/Professional Associations
TO,Organizational Development and Management Delivery Methods,T,Organizational/Community/International Services
TO-6000,Organizational Consultation/Technical Assistance,TO,Organizational Development and Management Delivery Methods
TO-6200,Organizational Development and Management Publications,TO,Organizational Development and Management Delivery Methods
