id,accreditations,alternate_name,date_incorporated,description,email,funding_sources,legal_status,licenses,name,tax_id,tax_status,website
138259,,,,"Provides free services to child abuse victims, parents and at-risk adolescents. Offers support groups, school-based services, family preservation services, workshops, a men&#39;s program, home-based mentoring for teen parents, a 24-hour crisis line, and the Nurturing Program for families.",info@familytreemd.org,,,,"Family Tree, The",,,http://www.familytreemd.org
138609,,,,"Handles criminal and civil suits for damages over $20,000, handles the licensing and registration of new construction, and maintains records for the county, including land records.  Provides couseling sessions.",circuitcourt@baltimorecountymd.gov,,,,Baltimore County Circuit Court,,,http://www.baltimorecountymd.gov/Agencies/circuit/index.html
139331,,,,"Provides a variety of technical assistance and support services to non-profit organizations and professionals including basic grant writing seminars, linkages to partnerships/collaborations with local initiatives.",,,,,"Family League of Baltimore City, Inc.",,,http://www.flbcinc.org
139274,,,,Provides job placement for TCA recipients and ex-offenders.,awofmd@aol.com,,,,America Works of Maryland,,,http://www.americaworks.com
138936,,,,"Provides outreach, counseling, groups and case management and HIV counseling and testing for women and children involved in prostitution. Prison outreach provided to inmates of Maryland correctional institutions for exit counseling, including peer support.",yanainc@earthlink.net,,,,Y.A.N.A. Project (You Are Never Alone),,,http://www.yanaplace.com
137790,,,,Provides door-to-door transportation for senior citizens and disabled residents of Carroll County.,ccsosina@aol.com,,,,Carroll Area Transit System,,,http://www.carrolltransit.org
139809,,,,"Faith-based organization which offers services and programs to women facing unplanned pregnancies that focus on intervention, prevention and education. Helps women realize alternatives to abortion; offers educational materials and emotional support; and helps women heal from past abortion choices.",info@laurelpregnancycenter.org,,,,Laurel Pregnancy Center,,,http://www.laurelpregnancycenter.org
139366,,,,"The mission of Newborn Holistic Ministries, Inc. is to preserve and enrich life in the Sandtown area by providing services that will enable residents to meet their material, social and spiritual needs.",newborntm@hotmail.com,,,,"Newborn Holistic Ministries, Inc.",,,
137682,,,,Provides member dentists with a number of services specific to their profession. Also refers residents to three dentists within the resident&#39;s zip code.,bcds@assnhgtrs.com,,,,Baltimore City Dental Society,,,
138961,,,,Provides innovative and empowering programs for youth in non-traditional classrooms.,genevieve@livingclassrooms.org,,,,Living Classrooms Foundation,,,http://www.livingclassrooms.org
138218,,,,"Provides emergency food. Offers an emergency senior food program and a Health Alert ministry,  which sponsors seminars, workshops and training classes on health issues that face the family.",mtzionamechurch@worldnet.att.net,,,,Mt. Zion A.M.E. Church,,,
139059,,,,Provides assisted living for persons who are at risk because of age or disability and need assistance with daily living.,vvsessler@aol.com,,,,Pine Hill,,,http://www.kenwoodcare.com
137694,,,,"Plans, develops and coordinates services and programs for elderly Baltimore County residents.",aginginfo@baltimorecountymd.gov,,,,Baltimore County Dept. of Aging,,,http://www.baltimorecountymd.gov/Agencies/aging/index.html
138131,,,,"A full-service clinic that provides training for graduate students, services for developmentally disabled, and speech and hearing assistance for anyone in the Baltimore area.",,,,,Loyola College Dept. of Speech/Language Pathology,,,http://www.loyola.edu/clinics
139370,,,,The Family Service Center is the couple and family therapy clinic where graduate students and faculty from the Marriage and Family Therapy program provide clinical and educational services to residents of the surrounding communities.,fsc-info@umail.umd.edu,,,,"University of Maryland, Center for Healthy Families",,,http://www.hhp.umd.edu/FMST/fsc/service_center.html
139720,,,,"Provides residential alternative living units, community supported living arrangements, and family and individual support services.",info@centerforcommunityintegration.org,,,,Center for Community Integration,,,http://www.centerforcommunityintegration.org
137856,,,,"Plans, advocates, develops and coordinates programs and services for seniors.",,,,,Baltimore City Commission on Aging & Retirement Educa.,,,http://wwwww.baltimorecity.gov
137913,,,,"Provides a four-part outpatient treatment plan for those who are addicted to heroin. Provides a variety of employment services including assessment of academic, health &amp; job readiness; occupational skills training; case management services and support, job search/placement; computer skills training; literacy instruction.",btucker@ebcconline.org,,,,East Baltimore Community Corporation,,,http://www.ebcconline.org
139777,,,,"Provides food pantry, clothing distribution, Eating Together Program for Latinos 60 and over, and holiday assistance for Christmas. Adult and youth volunteers needed.",assisihouse21231@aol.com,,,,Assisi House,,,
139327,,,,Operates an outpatient substance abuse counseling program.,dill007@aol.com,,,,"Recovery Resource Group, The",,,
138023,,,,Serves as an information and referral service for Harford County residents.  Administrative agency for the Commission for Women and the Drug/Alcohol Impact program.,dcs@harfordcountymd.gov,,,,Harford County Dept. of Community Services,,,http://www.harfordcountymd.gov/services/
138189,,,,Provides assistance with food and sponsors a support group for anyone in a crisis of any kind.,memchur@erols.com,,,,Samaritan Community,,,
138301,,,,Serves Baltimore and Carroll County residents recovering from mental illness through a Psychiatric Community Rehabilitation Program and supervised housing. Case management services are available for persons in homeless shelters and the Baltimore County Detention Center. Also offers a mental health drop-in center.,,,,,"Prologue, Inc.",,,http://www.prologueinc.org
138751,,,,"Provides supportive services for persons with Alzheimer&#39;s and other dementias, and their families; education of health care professionals and the general public; and support of research.",cass.naugle@alz.org,,,,"Alzheimer's Association, Greater Maryland",,,http://www.alzgmd.org
139005,,,,"Provides counseling and workshops to prospective, and existing homeowners on mortgage issues.",,,,,Harlem Park Revitalization Corporation,,,
138614,,,,"Social service organization of the Archdiocese of Washington that enables people to strengthen and rebuild their lives by serving those most in need, supporting families and engaging the broader public in volunteer work.",communications@catholiccharitiesdc.org,,,,Catholic Charities Archdiocese of Washington,,,http://www.catholiccharitiesdc.org
138182,,,,Provides Baltimore City residents with resources to conduct a successful job search.,ksitnick@oedworks.com,,,,Mayor's Office of Employment Development (MOED),,,http://www.oedworks.com
137627,,,,"Funds research in cancer prevention, early detection and treatment.  Provides free information, education, support and rehabilitation services to patients and families, including children&#39;s summer camp.",,,,,American Cancer Society,,,http://www.cancer.org
139269,,,,"Is a coordinating agency between sexually abused children and social service agencies (such as Baltimore City DSS, Child Protective Services, Baltimore City Police Department, and the State&#39;s Attorney&#39;s Office).  Also provides crisis counseling and intervention.",bcac@bcaci.org,,,,Baltimore Child Abuse Center,,,
139639,,,,"Provides referrals to resources for food, legal services, protective services, family services, childcare, GED, job training and employment opportunities, and substance abuse.",,,,,Cherry Hill Homes,,,
139117,,,,Operates a food pantry.,Gretevns@aol.com,,,,Pillar Grounds of Truth Church,,,
139814,,,,"Provides residents with money towards prescriptions, evictions and BGE turnoffs.",info@campchapel.org,,,,Camp Chapel United Methodist Church,,,
138706,,,,"Committed to serving the Montgomery County area through the provision of a full spectrum of care that integrates prevention, diagnostic, acute, home health, rehabilitation and long-term services.",,,,,Adventist Healthcare,,,http://www.adventisthealthcare.com
138356,,,,Provides free counseling to businesses and entrepreneurs by volunteer executives.,baltimorescore@verizon.net,,,,SCORE (Counselors to America's Small Business),,,http://www.scorebaltimore.org
139052,,,,Operates a fixed route community-based bus service in the mid Baltimore/Washington suburban area.,support@baltwashchamber.org,,,,Corridor Transportation Corporation,,,http://www.corridortransit.com
139402,,,,Offers comprehensive substance abuse and mental health services.,cactar@verizon.net,,,,Columbia Addictions Center,,,http://www.columbiaaddictions.com
138090,,,,Houses a community-based consortium of 8 churches that provide emergency assistance to residents of zipcode 21216.,,,,,John Wesley Church,,,
138340,,,,"Provides services for the homeless, youth services, crisis assistance, child day care and community outreach.  Volunteers ages 16 and over needed.",wanda_newton@uss.salvationarmy.org,,,,"Salvation Army, Glen Burnie",,,http://www.tsamwv.org
138710,,,,"Offers education, mortgage and rehabilitation loans and CDA mortgage loans for Baltimore County residents.",,,,,Baltimore County Housing Opportunities Program,,,http://www.baltimorecountymd.gov
139414,,,,Provides full service gynecology for women of varying income ranges.,baltimore@wholewomanshealth.com,,,,Whole Woman's Health,,,http://www.wholewomanshealth.com
139044,,,,Provides home ownership counseling and money management workshops for low-middle income first-time homebuyers.,rruddle@eastsidecdc.org,,,,Eastside Community Development Corporation,,,http://www.ebacc.org
139697,,,,"CHTR&#39;s equine-facilitated approach incorporates cognitive, behavioral, psychological, and physical goals to increase self-confidence, self-esteem, physical independence, and social awareness for the children and adults with developmental, psychological, or physical disabilities.

VOLUNTEERS: Yes, Volunteers must be age 14 or older and training is required and is provided to all volunteers. Duties would include but not limited to, grooming and preparing therapy horses for riding lessons, assisting with the preparation of a therapy lesson such as setting up games, obstacle courses, and more, assisting the participant before the lesson by helping with their helmet and walking to the mounting area, being a side aide or horse leader during a riding lesson and assisting with maintenance of equipment such as cleaning bridles, saddles and adaptive equipment.",CHTRinc@aol.com,,,,"Circle of Hope Therapeutic Riding, Inc",,,http://www.chtr.org
137689,,,,Assures the safety and general welfare of the residents of Baltimore City by preventing &amp; detecting crime and enforcing laws.,,,,,Baltimore City Police Department,,,http://www.baltimorepolice.org
138439,,,,Offers professional services to young people and their families when their lives have been disrupted by drug/alcohol addiction.,treatmentresources@yahoo.com,,,,Treatment Resources for Youth (TRY),,,
137666,,,,"Provides residential, vocational, supported employment, and individual and family support services to individuals with mental retardation and their families.",,,,,"Arc of the Northern Chesapeake Region, The",,,http://www.arcncr.org
139382,,,,"Provides referrals for rehabilitation loans, information about housing code enforcement and other housing-related issues, and small business technical assistance and loans.",info@greaterlauraville.com,,,,Neighborhoods of Greater Lauraville,,,http://www.greaterlauraville.com
138747,,,,Provides home-care to adult patients with varying conditions.,info@vnamd.com,,,,VNA Home Health of Maryland,,,http://www.vnamd.com
139443,,,,Offers a noon-day meal on Thursdays,revchaz@aol.com,,,,Ebenezer AME Church,,,
139290,,,,Offers a variety of services for substance abusers including ambulatory detox and methadone and buprenorphine maintenance.,,,,,"Glass Substance Abuse Program, Inc.",,,
138194,,,,Provides emergency food to residents of Middle River or Essex in Baltimore County.,,,,,Middle River Assembly of God,,,
139068,,,,Offers adults medical day care to individuals over the age of 18.,,,,,Raven's Medical Adult Day Care,,,
137975,,,,"Provides services to adults whose lives have been affected by drugs, alcohol, or gambling.",fri@friendsresearch.org,,,,"Friends Research Institute, Inc.",,,http://www.friendsresearch.org
139438,,,,Graduate law school for accepted students. Also offers a free tax program run by current students.,krothenberg@law.umaryland.edu,,,,University of Maryland School of Law,,,http://www.law.umaryland.edu
139087,,,,"Provides the Eubie Blake Museum, community and traveling exhibitions regularly scheduled events and festivals and  a cultural arts program for children.",info@eubieblake.org,,,,Eubie Blake National Jazz Institute and Cultural Center,,,http://www.eubieblake.org
138946,,,,Offers transitional housing for males who are drug free coming from long-term recovery or incarceration.,jenks@aol.com,,,,20th Street H.O.P.E. House,,,
139204,,,,"Offers statewide, educational and supportive services to head-injured persons, their families and other interested persons.",info@biamd.org,,,,Brain Injury Association of Maryland,,,http://www.biamd.org
138550,,,,"A program that is administered in each county and provides supplemental food, breast-feeding information and assistance, and nutritional education for pregnant women, new mothers, nursing mothers and households with children under 5 years old.",wic@dhmh.state.md.us,,,,Office of the Maryland WIC Program,,,http://www.fha.state.md.us/wic/
138803,,,,Provides geriatric case management and senior day services so that seniors may remain as independent as possible.,info@senior-connections.com,,,,Senior Connections,,,http://www.senior-connections.com
139711,,,,"Helps residents of Baltimore County find jobs or apprenticeship programs, and other training opportunities.  Offers assistance on resumes, applications, and interview tips through literature and workshops.  Assists job seekers with the interviewing process, including pre-screening to evaluate skill levels and work experience.",BCOWD@baltimorecountymd.gov,,,,Baltimore County Office of Workforce Development,,,http://www.baltimorecountymd.gov/Agencies/jobtraining/index.html
139341,,,,Provides a variety of personal &amp; home care services .,american.caregivers@verizon.net,,,,"American Caregivers, Inc.",,,http://www.americamcaregivers.com
139480,,,,"A  human service agency that provides monthly support groups, newsletter, website, information and referrals and community outreach and education. Adult volunteers welcome.",info@pain-connectio.org,,,,Pain Connection,,,http://www.pain-connection.org
137867,,,,Offers holiday assistance to families in need.,,,,,St. Michael's Lutheran Church,,,
138012,,,,Provides timely and accurate treatment information on HIV and AIDS.  Also acts as a central resource that provides information on clinical trials for AIDS and HIV patients.,contactus@aidsinfo.nih.gov,,,,AIDS INFO,,,http://www.aidsinfo.nih.gov
139316,,,,"Provides a variety of support services to the Native American Community including counseling, case management, health care referrals and limited transportation.",lifelines.cnap@verizon.net,,,,"Native American Lifelines, Inc.",,,http://www.lifelinesfoundation.org
138854,,,,"Provides funding, grants, health insurance programs, disaster relief, health education, camps and donor development for persons with kidney disease.",helpline@akfinc.org,,,,American Kidney Fund,,,http://www.kidneyfund.org
139746,,,,"Offers one year transitional housing for ex-offender, drug addicted or homeless women.",newlifewomenprogram@yahoo.com,,,,New Life Program for Ex-Offender Women,,,
138268,,,,Operates a food pantry at 1800 Penrose Avenue for residents of zipcode 21223 ONLY.,cpettig@aol.com,,,,People's Church of Baltimore,,,
137871,,,,"Provides debt counseling, a money management program and other services for those needing assistance with personal finances. Also offers education presentations to the general public on financial matters.",info@cccs-inc.org,,,,Consumer Credit Counseling Service of MD & DE Inc.,,,http://www.cccs-inc.org
139245,,,,"Developed a comprehensive, integrated, and flexible behavioral health care system which offers an array of services throughout the Baltimore Metropolitan area.",info@mosaicinc.org,,,,"Mosaic Community Services, Inc.",,,http://www.mosaicinc.org
138004,,,,"Offers free pregnancy testing and free baby items to its members.  Also has a 24-hour answering service to answer questions about the center, other pregnancy centers and appointment setting. Adult volunteers and donations welcome.",gbcpc@centerforpregnancyconcerns.org,,,,Greater Baltimore Center for Pregnancy Concern,,,http://www.cpcforhelp.org
138454,,,,"Provides group homes for ages 13-18, foster care, independent living for ages 16-21 and a crisis intervention program for children and adolescents with emotional problems.",,,,,"Alternatives for Youth and Families, Inc.",,,http://www.alternatives4youth.org
138395,,,,"Sponsors a soup kitchen, clothing distribution,  and food pantry for Baltimore City residents.",ourchurches@verizon.net,,,,St. Cecilia RCC Soup Kitchen,,,
138403,,,,"Provides a food pantry, soup kitchen, and financial assistance for prescriptions.",stjohnlc@toad.net,,,,St. John Lutheran Church,,,http://www.stjohnbrooklynmd.org
139212,,,,"Operates a non-profit wilderness expedition school (Outward Bound)  whose mission is to conduct safe, adventure-based courses that are structured to encourage growth and discovery and to inspire self-confidence, self-reliance, concern for others and care for the environment.",,,,,Outward Bound U.S.A.,,,http://www.outwardbound.org
139707,,,,4/02/07 Developed by Nakiya,,,,,Johns Hopkins Children's Center,,,http://www.hopkinschildrens.org/
138116,,,,"A private, non-profit law firm that provides free legal services to limited-income persons in civil matters in Maryland.",gtaler@mdlab.org,,,,"Legal Aid Bureau, Inc.",,,http://www.mdlab.org
138531,,,,"Assists businesses, organizations and homeowners in recognizing and planning solutions to problems of asbestos exposure.",,,,,White Lung Association,,,http://www.whitelung.org
138024,,,,"Provides summer camps and recreational activities, and maintains and supervises all Harford County parks.",jepfaff@harfordcountymd.gov,,,,Harford County Dept. of Parks & Recreation,,,http://www.harfordcountymd.gov/parks_rec
137851,,,,Provides free groceries at the church and a free meal.,colonial@colonialbaptist.org,,,,Colonial Baptist Church,,,http://www.colonialbaptist.org
138618,,,,"Anonymous, non-professional, mutual support program of recovery for relatives and friends of alcoholics. Alateen is for teens affected by someone&#39;s alcoholism. One-hour meetings where members share experiences are available daily in various locations. Offers a 12 Step Program.",wso@al-anon.org,,,,"Al-Anon and Alateen Family Groups, Inc.",,,http://www.al-anon.alateen.org
137914,,,,Provides a food pantry for Baltimore City residents.,,,,,East Baltimore Deliverance Church,,,
137693,,,,Provides phone numbers for all Baltimore County government offices.,,,,,Baltimore County Information,,,http://www.baltimorecountymd.gov.
137739,,,,"Emphasizes values and character development for youth 6-20 years old.  Provides educational activities to instill self-reliance, leadership and patriotism. Car donations accepted.",info@baltimorebsa.org,,,,"Boy Scouts of America, Baltimore Area Council",,,http://www.baltimorebsa.org
138136,,,,"Operates transitional housing for families, a soup kitchen and emergency referrals and advocacy for the soup kitchen participants.",mannahouseinc.reaves@verizon.net,,,,"Manna House, Inc.",,,http://www.mannahouseinc.org
138423,,,,"Provides a food pantry, soup kitchen, Thanksgiving assistance and NA support group.",,,,,"St. Paul Evangelical Lutheran Church, Baltimore",,,
138589,,,,"At Jacob&#39;s Well is a transitional housing program for  homeless persons with chronic mental illness, and low or no income.",atjacobswell@verizon.net,,,,"At Jacob's Well, Inc.",,,
139232,,,,Represents constituents of the United States on the federal government level.,,,,,U.S. Senate,,,http://www.senate.gov/
139398,,,,"Responsible for the planning, response, mitigation and recovery for any large-scale natural or man made disaster.",jutter@co.ba.md.us,,,,Baltimore County Office of Homeland Security and,,,http://www.baltimorecountymd.gov
138570,,,,"Offers an extensive variety of fitness, recreational, athletic, educational and social opportunities for members and non-member participants of all ages.",info@ymcadc.org,,,,YMCA of Metropolitan Washington,,,http://www.ymcadc.org/
137685,,,,"Offers a bureau of parks and administers recreation programs, including special programs for senior citizens and persons with disabilities.",bcrpgeninfo1@baltimorecity.gov,,,,Baltimore City Dept. of Recreation and Parks,,,http://www.baltimorecity.gov/government/recnparks/
139731,,,,No description at this time,diversehousing@yahoo.com,,,,"Diversified Housing Development, Inc.*",,,
139361,,,,"Works in partnership with business owners and government agencies to identify needs, develop strategies, shape public policy, and implement programs to strengthen the economic vitality of Downtown Baltimore.",tyeager@dpob.org,,,,"Downtown Partnership of Baltimore, Inc.",,,http://www.godowntownbaltimore.com
137810,,,,Organizes and coordinates some of the social change efforts of over 1600 churches and other groups in Maryland to better serve those in need.,cmecoffice@aol.com,,,,Central Maryland Ecumenical Council,,,
139048,,,,"Provides counseling in homeownership, budget and credit management. Also provides tax assistance.",mdacorn@acorn.org,,,,Acorn Housing Corporation,,,http://www.acornhousing.org
137955,,,,"Provides 24-hour, supervised, residential housing for Baltimore County adults who have developmental disabilities.",paulasetters@comcast.net,,,,"Forward Visions, Inc.",,,http://www.dhmh.state.md.us/dda/ddatext/forwardvision.htm
139336,,,,Provides emergency food to area residents in need.,secretary.elaine@verizon.net,,,,Mt. Sinai Baptist Church,,,
138527,,,,Offers emergency food and clothing to southeast Baltimore City residents of Highlandtown and Canton.,office@abbottchurch.org,,,,"Abbott Memorial Presbyterian Church, We Care",,,http://abbottchurch.org
138177,,,,"Specialists furnish information and consultation on available products, services and devices to assist individuals with disabilities. Lends equipment to individuals and workplaces for up to 2 weeks.",mdtap@mdtap.org,,,,Maryland Technology Assistance Program,,,http://www.mdtap.org
138931,,,,Provides transitional housing and comfort care for terminal clients.  Also offers comfort care to terminal clients in prison in Baltimore City and Howard County.,,,,,Gift of Hope Missionaries of Charity,,,
139658,,,,"Offers education, information, mother-to-mother support and encouragement to women who want to breastfeed their babies.",,,,,La Leche League International,,,http://www.lalecheleague.org
137703,,,,"Conducts elections, accepts filing of candidates and provides voter registration for Baltimore County residents.  Volunteers only needed prior to an election.",elections@baltimorecountymd.gov,,,,Baltimore County Board of Elections,,,http://www.baltimorecountymd.gov
137979,,,,Provides administrative support and fundraising services to the Fuel Funds in Baltimore City and the five surrounding counties.  Provides no direct services.,info@fuelfundmaryland.org,,,,"Fuel Fund of Maryland, Administrative Office",,,http://www.fuelfundmaryland.org
139064,,,,"Provides Central Maryland students, grades K-12 with job training, career counseling, entrepreneurial programs, academic enrichment, college preparation, life skills and special education services.",snielsen@jakids.com,,,,"Junior Achievement, Inc.",,,http://www.ja.org
138360,,,,"A community agency which provides counseling and support services to adult and child victims of sexual assault, incest, and domestic violence.  Also manages two transitional homes in which residents may reside for 6 months to 2 years.",info@turnaroundinc.org,,,,"Turnaround, Inc.",,,http://www.turnaroundinc.org
139822,,,,Provides separate substance abuse residential facilities for male and female substance abusers. Operated in accordance with the Jewish religion and the 12 step program.,,,,,Jewish Recovery Houses,,,http://www.jewishrecoveryhouses.org
139571,,,,"Provides services to persons with cystic fibrosis and their caregivers including health education, information and referral and a mail order pharmacy. Also holds special fundraising events to support research centers and provide speakers.",info@cff.org,,,,"Cystic Fibrosis Foundation, National Office",,,http://www.cff.org
137996,,,,"Provides outpatient methadone and counseling programs for persons addicted to opiates, and a primary medical care center.",ldonnard@glenwoodlife.org,,,,Glenwood Life Counseling Center,,,
138788,,,,"Recycles obsolete, outdated and broken computers and offers them to local non-profit organizations.",don@lazarus.org,,,,Lazarus Foundation,,,http://www.lazarus.org
139033,,,,Provides assisted living for 8 persons. Specializes in diabetic care and rehabilitation. Accepts persons with early to mid-stage Alzheimer&#39;s disease. Hospice care services are offered.,regina.akpan@verizon.net,,,,Countryside Home,,,
139463,,,,"Provides a comprehensive range of psychiatric rehabilitation services for children, adolescents, and adults.",globalhealthcare@verizon.net,,,,"Global Healthcare System, Inc.",,,
139176,,,,"National Christian, not-for-profit adoption and social services agency that provides services to help restore, protect and save the lives of children and families in the United States and around the world. Primary services include domestic and international adoption, foster care, birthparent counseling, life skills training and assistance.",info@bethany.org,,,,"Bethany Christian Services, National Office",,,http://www.bethany.org
138458,,,,Operates a food pantry.,,,,,True Way Church of Christ,,,
139249,,,,"Provides a support group for parents, grandparents, caregivers, guardians, or anyone interested in multiple births. Speakers, child care, scholarship fund, and recreational activities are also offered.",INFO@nomotc.org,,,,"National Organization of Mother of Twins Club, Inc.",,,http://www.nomotc.org
137742,,,,"A private, child care agency that provides placement alternatives to institutionalization of court-committed adolescents.",,,,,"Hearts and Homes for Youth, Inc.",,,http://www.heartsandhomes.org
137892,,,,"Serves individuals with developmental, emotional, neurological and physical disabilities and deafness. Services include vocational evaluation, personal adjustment training, brain injury rehabilitation, day habilitation services and supported employment.",info@humanim.com,,,,Humanim,,,http://www.humanim.org
139025,,,,Church operates a soup kitchen for persons in need.,pumcdundalk@juno.com,,,,Patapsco United Methodist Church,,,
138264,,,,"Provides counseling for children, adolescents, adults, individuals, families and couples. Includes therapy, as well as substance abuse, and premarital counseling. PCS is not religiously affiliated, although some counselors are members of the clergy.",,,,,Pastoral Counseling Services of Maryland,,,http://www.pcsm.org
138321,,,,Offers emergency food and financial assistance to Baltimore City families.,,,,,Ray of Hope Baptist Church,,,
138399,,,,"Provides counseling, dental and other community services to residents of the Reservoir Hill area of Baltimore City.",info@stfranciscenter.org,,,,St. Francis Neighborhood Center,,,http://www.stfranciscenter.org
138726,,,,"Offers a variety of programs to children, homeless persons, adults who are mentally ill or mentally challenged, prisoners who are returning to the community and substance abusers.  Adult volunteers needed to assist in homeless shelter.",voaches@voaches.org,,,,"Volunteers of America Chesapeake, Inc.",,,http://www.volunteersofamericachesapeake.org
137597,,,,Provides intensive treatment services for women who are experiencing substance-abuse problems.,chenderson@awarecounseling.org,,,,AWARE (A Woman's Active Recovery Enterprise),,,http://www.awarecounseling.org
138232,,,,"Raises funds to support mission of research, services, advocacy and education.  Services include counseling, support groups, equipment loans, respite care, recreational and therapeutic programs.",,,,,"National Multiple Sclerosis Society, The (New York)",,,http://www.nmss.org
139073,,,,"Provides personal, family and business mediation services as well as mediation training.",mediate@erols.com,,,,Baltimore Mediation Facilitation & Training,,,http://www.baltimoremediation.com
139589,,,,"Offers an assisted living program for senior citizens, as well as for persons with developmental disabilities, mental retardation or mental illness.",hoduroe@verizon.net,,,,"Helena's House, Inc.",,,
139136,,,,"Provides a transitional housing program for men who are substance abusers. Offers case management, individual and group counseling, NA and AA meetings, and job training referrals.",info@patrickallisonhouse.org,,,,"Patrick Allison House, Inc.",,,http://www.patrickallisonhouse.org
137651,,,,Anti-poverty agency committed to providing services that eliminate causes and conditions of poverty.,info@aaceoc.com,,,,Anne Arundel County Economic Opportunity Committee,,,http://www.aaceoc.com
137714,,,,A community-based organization dedicated to repairing the homes of elderly residents and preserving the stability of a specific Baltimore City neighborhood through home ownership.,info@bannerneighborhoods.org,,,,Banner Neighborhoods Community Corporation,,,http://www.bannerneighborhoods.org
137939,,,,Provides a 24 hour Hotline and other comprehensive services to survivors of domestic violence and sex crimes.,fcrc@hereintown.net,,,,"Family Crisis Resource Center, Inc.",,,http://www.fcrcinc.org
138265,,,,"Offers a variety of support services, including a food pantry, clothing distribution, youth development,  NA support groups, substance abuse counseling and senior outreach services.",Office@PayneMemorialAME.org,,,,Payne Memorial Church,,,http://www.paynememorialame.org
138770,,,,Telephone referral service for bereavement.  Offers grief support and education.,jefferys3@verizon.net,,,,"Steven Daniel Jeffrey's Foundation, Ltd",,,
139161,,,,"Academic health university that offers programs in medicine, dentistry, law, pharmacy, nursing and social work.",,,,,University of Maryland Baltimore,,,http://www.umaryland.edu
137606,,,,"Operates mental health facilities which provide residential, vocational and psychiatric treatment to individuals with chronic mental illness and developmental disabilities.",info@sante.org,,,,"Affiliated Sante Group, The (Corporate Headquarters)",,,http://www.thesantegroup.org
137743,,,,Provides a food pantry and a thrift shop to Baltimore City residents in need.,,,,,Strawbridge United Methodist Church,,,
138623,,,,"Provides phone numbers, information and services for Baltimore City government offices.",,,,,Baltimore City Dept. of Communication Services,,,http://www.baltimorecity.gov
138789,,,,Voluntary health care organization whose sole purpose is to help people with ALS (Amyotrophic Lateral Sclerosis or Lou Gehrig&#39;s Disease).,,,,,"ALS Association, DC-MD-VA. Chapter",,,http://www.alsinfo.org
138336,,,,Provides a 5 day supply of emergency  food to residents in need.,,,,,Helping Hands Food Pantry,,,
139823,,,,Offers a food pantry to those in need.,mcamec@msn.com,,,,Mt. Calvary AME Church,,,http://mtcalvaryame.org
137997,,,,"Offers emergency food, financial assistance, a soup kitchen, substance abuse, and HIV/AIDS support groups.",,,,,Good Shepherd Baptist Pantry,,,
139570,,,,"The Bar Association&#39;s mission is to aid in maintaining the honor and dignity of the profession, to promote legal science, and further the administration of justice.",info@baltimorebar.org,,,,Baltimore City Bar Association,,,http://www.baltimorebar.org
138048,,,,Provides legal representation to persons who are homeless or in danger of homelessness.,afasanelli@hprplaw.org,,,,Homeless Persons Representation Project,,,http://www.hprplaw.org
137702,,,,"Represents citizens of Baltimore County in all criminal matters, and assists victims, witnesses, and victims of domestic violence through the court system in Baltimore County.",,,,,Baltimore County State's Attorney's Office,,,http://www.baltimorecountymd.gov
139767,,,,Provides transportation services for transitional families living in homeless or domestic violence shelters.  Will take clients to secure shelters and other daily appointments.,likefamilyincorporated@hotmail.com,,,,Like Family Incorporated,,,
138526,,,,"Provides a soup kitchen, substance abuse counseling and clothing to residents of specific zip codes in Baltimore.",wayland_baptist@verizon.net,,,,Wayland Baptist Church,,,http://www.waylandbaptist.org
138176,,,,"Responds to complaints from consumers about regulated, Maryland public utilities and regulates rates and services of public utilities operating in Maryland",,,,,Maryland State Public Service Commission,,,http://www.psc.state.md.us
137796,,,,Centralized ministry of Catonsville area churches providing emergency food and financial assistance.,info@cefm.org,,,,Catonsville Emergency Food Ministry,,,http://cefm.org
139272,,,,"Seeks to improve the quality of children&#39;s lives by developing and enhancing the capacity of male parents or 
caretakers. Provides intervention for at risk young men.",,,,,"Men's Center, The",,,
139788,,,,"Operates a summer camp for ages 7-16 and a day camp for ages 5-9.  Activities include horseback riding, canoeing, hiking, arts and crafts and sailing.  Volunteers needed.",info@camppuhtok.com,,,,Camp Puh'tok for Boys and Girls Inc.,,,http://www.camppuhtok.com
137811,,,,"Provides interest-free loans to post-secondary students preparing to attend vocational, undergraduate or graduate school.",,,,,Central Scholarship Bureau,,,http://www.centralsb.org
137954,,,,Provides financial assistance for evictions and utility turn-offs.,,,,,Forty West Assistance & Referral Center,,,
139419,,,,"Provides racial diversity and tolerance training for schools, organizations and communities.Technical assistance and capacity building for non-profit start-ups.Oversees the Power Inside Program.",lbezold@fusinggroup.org,,,,"Fusion Partnerships, Inc.",,,http://www.fusiongroup.org
138121,,,,Provides services to children through 18 years of age who live in southwestern Baltimore County and are experiencing problems in school or with their families.,,,,,"Lighthouse, Inc.",,,
137684,,,,Maintains the official records of Baltimore and a collection of current and historical material relating to Baltimore City government.,anitaevans@baltimorecity.gov,,,,Baltimore City Dept. of Legislative Reference,,,http://www.ci.baltimore.md.us
138571,,,,"Corner House Shelters for homeless women, families, children; CRIBS baby shelter; child care;  adolescent pregnancy prevention; women&#39;s health and career planning programs.",,,,,"YWCA of the Greater Baltimore Area, Inc.",,,http://www.ywca.org
138822,,,,"Provides substance abuse assessment, counseling, transitional living and DWI education.",act11svc@aol.com,,,,"Act II Counseling Services, Inc.",,,
