id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
316,138614,,,138614,"OVERVIEW: Matches low-income clients who need legal representation in civil cases with volunteer attorneys. Some cases are handled by in-house staff. The following types of cases have priority: landlord/tenant matters; domestic relations issues; government entitlements; bankruptcy; labor and employment disputes; and wills, probate, conservatorship, and guardianship issues.  Does not handle workers compensation, criminal issues, immigration, divorce or child support matters without child custody as part of the hearing. Provides civil law education seminars for the community on topics such as family law.

INCOME GUIDELINES:  
1) 20,400
2) 27,380
3) 34,340
4) 41,300
5) 48,260
6) 55,220

VOLUNTEERS: Lawyers in good standing with the DC and/or Maryland bar are welcome.  Spanish speaking lawyers are especially needed.

Home visits: No                     ",James.Bishop@catholiccharitiesdc.org,Spanish.,38.8979969,-77.025103,Archdiocesan Legal Network,,,
317,138614,,,138614,"Provides a 24-hour transitional shelter.  Serves 15 residents up to two years.

VOLUNTEERS: No volunteer opportunities at this time.

Home visits: No                     ",holthoffk@catholiccharitiesdc.org,,38.9899635,-77.09716279999999,Bethesda House,,,
318,138614,,,138614,"Provides a 24-hour shelter and transitional housing.  Men with substance abuse problems must be detoxed in order to obtain shelter.  Some men stay up to two years.  Case management and addiction counseling provided.

VOLUNTEERS:  Male volunteers needed over the age of 18 for various duties.

Home visits: No                     ",,,39.010181,-77.05544499999999,Carroll House,,,
319,138614,,,138614,"OVERVIEW:  Seeks to strengthen the community by supporting and empowering people in need.

SERVICES:
1) FOOD PANTRY:  Open Monday, Wednesday &  Friday, 9AM-3PM (closed 12-1PM). Application is on a walk-in basis. Picture ID is required.

2) FINANCIAL ASSISTANCE:  Provided to prevent evictions, utility cut-offs, foreclosures and mortgages (with notices), and to pay for medical and pharmacy bills.  	

3) EMERGENCY SHELTER: Provides referrals for emergency and transitional shelter for woman and children.  Clients should call for availability of space. Clients can stay up to six months.

4) DONATIONS:  Accepts food donations.  The thrift store also accepts donations of small appliances, clothing, baby furniture and clothes, exercise equipment, cars in running condition.  

5) THRIFT STORE:  ""Faithfully Frugal"" thrift store offers low-cost items such as small appliances, baby furniture, clothing, exercise equipment, etc. Clothing vouches available for Thrift Store. Location: 885 Main Street, Prince Frederick.

VOLUNTEERS:  Adults, ages 16 and older, may work in the food pantry, answer phones or assist with other office duties.  This volunteer time can be used to fulfill high school graduation service learning requirement.

Home visits: Yes                    ",laurenspt@catholiccharitesdc.org,Accommodations possible.,38.5378733,-76.5811289,"Catholic Charities, Calvert County Family Center",,,
320,138614,,,138614,"Meeting room available upon request. Also offers,
o Information and Referral
o Emergency Assistance with rent, mortgage, utilities 
o Food pantry/Manna Food Distribution Program/ Holiday Baskets
o Immigration Legal Services and Legal Services
o Case Management/Family Support/Community Outreach
o Support Funds for Women with Cancer
o Refugees Services (Senior, Resettlement and Asylees)
o Mental Health Access
o Adoption and Maternity Services
o Health and Wellness Services (includes Healthy Eating Workshops)
o Employment Services
o Independent Living Program for Youth in Foster Care
o Workshops- Citizenship, ESOL, Housing, Parenting Life Skills and Money Management 
o Free Health Services, Dental Cleanings, Mammograms, Car Seats
o Services are provides in English, Spanish, Vietnamese, Amhavic Tigrina, Arabic, Oromo, Indonesian, Mandarin, Hakka, Chinese, Italian, Portugese
o Refugees Services (Senior, Resettlement

VOLUNTEERS: Teens 16 + needed for office work, tutoring seniors.

Home visits: Limited                ",valli.matthews@ccs-dc.org,Can interpret 14 different languages. Call for details.,39.0561601,-77.04934039999999,"Catholic Charities, Montgomery County Center",,,
321,138614,,,"Catholic Charities, Prince George's Family Center","HOME VISITS: Conducted to monitor independent living and family preservation clients.

SERVICES:
1)  INFORMATION AND REFERRAL:  Locates resources for emergency food, medical and dental care, counseling, legal aid, clothing and furniture.

2)  EMERGENCY ASSISTANCE:  Limited financial assistance is offered for rent and mortgage NOT utilities. Must provide documentation to verify need.  Offers assistance once a year. Must bring photo ID, and social security card. By appointment only.  

3)  FOOD PANTRY:  Provides food to Prince George's County residents, who are in need.  

4)  SHARE FOOD PROGRAM (Self Help & Resource Exchange): Distributes groceries (meats, produce, etc.) valued at $35 for price of $16 to eligible clients/families.

5)  CASE MANAGEMENT:  Services available to anyone in need. 

6) LEGAL NETWORK, D.C.:  Legal services are provided directly on site.  Also offers immigration legal services. Sliding scale.  

7)  FAMILY STRENGTHENING PROGRAM:  Offers family preservation services to families with children, including case management, parenting and employment.  Must be referred by Department of Family Services.

8)  RESIDENT ADVOCACY:  Provides case management to help families with long-term housing issues.

VOLUNTEERS:  Volunteers are not needed at this time.

Home visits: Yes                    ",dana.brooks@catholiccharitiesdc.org,,,,"Catholic Charities, Prince George's Family Service Center",,,
322,138614,,,138614,"1) FOOD PANTRY: Clients may participate one time per month. Items available depend on items donated.

2) DONOR SERVICES: Non perishable food items needed for pantry year-round. Holiday donations include:  toys, toiletries, coats and gloves.

3) SHELTER: Motel placement for the homeless under certain circumstances.

4) FINANCIAL ASSISTANCE: For rent evictions, mortgage foreclosures, prescriptions and utility turn-offs as grant money permits.  

7) FAMILY SUPPORT SERVICES: Offers crisis intervention counseling for the entire family, including information and referral.  

VOLUNTEERS:  Adults, 18 and older,  needed to assist with office duties and pantry.

Home visits: Limited                ",greg.clark@catholiccharitiesdc.org,Accommodations Possible.,,,Charles County Family Center,,,
323,138614,,,138614,"OVERVIEW: Provides a shelter to women who have a history of substance abuse or mental health problems or are homeless due to various types of unfortunate situations. 

INTAKE: Accepts referrals from crisis centers and emergency homeless services agencies only. Must have current TB test results and photo ID.

TRANSPORTATION: Bus tokens sometimes available depending on need.

VOLUNTEERS: Volunteers ages 21 years and older are needed to assist with meal preparation once a month.

Home visits: No                     ",uwana.collins@Cathloiccharitiesdc.org,,39.0871262,-77.1473929,Dorothy Day Place,,,
324,138614,,,138614,"FAMILY SUPPORT PROJECT: Provides a family support program where parents meet regularly to participate in training and exchange information about issues affecting their children.

IN-HOME AND WRAP AROUND SUPPORTS: Provides opportunities for children and adults to participate in their communities. Support includes skills development, transportation assistance, educational courses, recreational  and advocacy activities.

TAKE-A-BREAK RESPITE: Provides families of people with disabilities need time to rest from present care giving. Every other Friday and every other Saturday (no holidays) provides theme-based activities and social outings for people with disabilities.

VOLUNTEERS: 16 and over to assist with outings, group activities, etc.

Home visits: Yes                    ",,Spanish.,39.0800503,-77.1324272,"Kennedy Institute, Community Companions",,,
325,138614,,,138614,"OVERVIEW: Serves unemployed adults  who have developmental disabilities and face significant barriers to employment due to histories of and/or substance abuse.

SERVICES:
  o Relapse prevention education and customized supports
  o Life and work adjustment skills training.
  o Educational and career assessments.
  o Job development and placement services, on-the-job training, and follow-up support
  o Links to other community services.

OTHER LOCATIONS: 
Prince George's County
4325 Forbes Blvd. Suite E
Lanham, Maryland, 20706
301-731-4703, Fax- 301-731-6634

St. Mary's County
21873 North Coral Drive
Lexington Park, Maryland, 20653
240-725-5785, Fax - 240-725-5787

VOLUNTEERS: 18 and older needed.

Home visits: Limited                ",,,38.921913,-76.99687569999999,"Kennedy Institute, Positive Alternative Program",,,
326,138614,,,138614,"SHARE provides nutritious foods packages monthly consisting of fresh fruits & vegetables, frozen meats & staple items. for $18 participants receive  $ 40 to 45 worth of groceries.

Home visits: No                     ",christopher@catholiccharitiesdc.org,Spanish,38.9332814,-76.9264039,SHARE Food Network,,,
327,138614,,,138614,"Supplies food to food pantries, soup kitchens and residential programs, shelters  & group Homes 
Volunteers , ages 15 and older, are needed for a variety  of things

Home visits: No                     ",,,,,Southern Maryland Food Bank,,,
328,138614,,,138614,"1)  TRANSLATION SERVICES: Will translate certain types of documents from Spanish to English. 

2)  IMMIGRATION AND NATURALIZATION SERVICE:  legal assistance  helps Latino residents obtain green cards and citizenship.  

3)  SOCIAL SERVICES:  Acts as liaison between Latinos and schools, police and other government agencies.

4)  EMPLOYMENT DEVELOPMENT:  Offers job counseling, job search assistance, resume preparation, and employment posting and placement.

5)  EDUCATIONAL PROGRAM:  Includes ESOL.

6)  EMERGENCY FOOD:  Provides emergency food to individuals and families in need.

WHEELCHAIR ACCESS: Special arrangement are available.

VOLUNTEERS:  Volunteers ages 16 and older, are active in the social, immigration and employment programs and in the administrative office.

Home visits: Other, see notes       ",infoscc@yahoo.com,Spanish.,39.1418729,-77.1890359,Spanish Catholic Center of Catholic Charities Gaithersburg,,,
329,138614,,,138614,"SERVICES:
1)  EMERGENCY FOOD:  Provides emergency food for individuals and families in need.  

2)  HEALTH CLINIC:  Provides general medical care for low income uninsured adult immigrants with limited English proficiency. Also provides women with free breast and cervical cancer checks. 

3)  DENTAL CLINIC: Offers dental services to adults and children regardless of the ability t pay.  Includes general and routine services as well as restorative work.

4) IMMIGRATION AND NATURALIZATION SERVICE:  A trained paralegal helps Latino residents obtain green cards and citizenship.  Does not assist with issues of asylum. Call 202-939-2404.

5)  SOCIAL SERVICES:  Acts as liaison between Latinos and schools, police and other government agencies. Call 202-939-2400. 

6)  EMPLOYMENT DEVELOPMENT:  Offers job counseling, job search assistance, resume preparation, and employment posting and placement. Call 202-939-2426.

7)  PRE APPRENTICESHIP: Provides 13-week training including ESOL and Math instruction in order to pass construction-related trade exams.  At the end of the program, each trainee is placed in paid apprenticeship.

7)  OTHER: Availble notary and translation services. 

VOLUNTEERS:  Volunteers are needed to be active in the social, immigration and employment and administrative office.  No age restrictions for volunteers.

Home visits: No                     ",infoscc@yahoo.com,Spanish.,38.9327313,-77.0373987,"Spanish Catholic Center, D.C",,,
330,138614,,,"Spanish Catholic Center, Langley Park","SERVICES:
1) HEALTH CLINIC:  General health services for low-income and/or uninsured persons.  Langley Park specializes in adult and pediatric primary care.

2) EDUCATIONAL PROGRAM: Provides diabetes education program.

VOLUNTEERS: Administrative aid volunteers needed at this time.

Home visits: No                     ",edwin.velis@centrocatolico.org,Spanish.,38.9913532,-76.9906385,"Spanish Catholic Center, Medical Clinic, Langley Park",,,
331,138182,,,Career Academy,"Provides youth who have left school without a diploma relevant education and work-based training. In conjunction with the Baltimore City Public School System, operates a ""Diploma Plus Network"" designed  for youth to attain high school diplomas in an non-traditional environment.  Work place training is offered in the 6 local high growth industries as identified by the workforce board.

VOLUNTEERS: Adult volunteers welcome to serve as mentors, classroom aides, debate team coaches and Advisory Board members.

Home visits: In an emergency        ",cgreene@oedworks.com,Limited Spanish.,39.31610879999999,-76.61868869999999,Career Academy Youth Services,,,
332,138182,,,138182,"TRANSPORTATION: Metro Subway M1 and M2, MTA bus lines # 1, 5, 7, 16, 22, and 102.

TAX ASSISTANCE 2008: Offered Jan 19-April 14, 2008; Tues, 9:30AM-5:30PM; Wed, 9AM-3PM; Thurs, 9:30AM-5:30PM; Sat, 9AM-2PM. Electronic Filing available. Appointments recommended, walk-ins welcome. Call 410-234-8008 for an appointment.

Assistance with back taxes and amended returns will also be available during regular hours. 

Must bring the following: 
  --  Valid photo ID for self and spouse
  --  A Social Security card for EACH family member.
  --  W-2 forms for all jobs worked in 2006.
  --  Child care provider - name, address and tax ID number.
  --  All banking account information (a voided check and/or savings deposit slip). 
  --  A copy of last year's tax return.
  --  Any document or information about money received from the IRS, including the advanced Child Tax Credit.
  --  All 1099 forms for other income, if any.
  --  Any other tax related documents.
NOTE: Every adult listed on the tax form must come to sign the return.

Home visits: No                     ",,,39.3171542,-76.6546517,"Mayor's Office of Employment Development, Northwest Center",,,
333,138182,,,Youth Opportunity Community Center,"SERVICES:
o GED and Pre-GED classes 
o Career screenings based on skills and interests 
o Classes and on-line courses to help youth earn a diploma 
o Life skills, clubs and fun social events 
o Job readiness classes and job placement services 
o Career training in high growth industries 
o Computer labs with internet access 
o Youth lead community service projects and civic engagement 
o College fairs and tours 
o Health suite providing basic health services and education
o Recording studio
o Fitness center 

VOLUNTEERS: Adult and youth volunteers are welcome to assist with varied projects, i.e. property maintenance and cleaning.

OTHER LOCATIONS: 
YO! Administration
101 W. 24th Street
Baltimore, MD. 21218
Ernest Dorsey, Director, 410-390-6722   edorsey@edworks.com

YO! Eastside
1212 N. Wolfe Street
Baltimore, MD. 21213
Lois Mitchell, Manager, 410-732-2661    lmitchell@mail.hebcac.org

Home visits: Limited                ",kowings@oedworks.com,,39.2990434,-76.6425798,Westside Youth Opportunity Community Center,,,
334,138182,,,138182,"OVERVIEW:  Assists eligible Welfare-to-Work (WtW) and Temporary Cash Assistance (TCA) customers with life skills, remediation, career counseling, employment and training services, primarily subsidized and unsubsidized employment. The WRC works with numerous community organizations to remove barriers to employment, including but not limited to literacy and substance abuse treatment.

VOLUNTEERS:  Ages 18 and older welcome to provide general clerical assistance.

Home visits: For established clients",ggrimes@oedworks.com,Limited Spanish.,39.3153672,-76.6185993,Workforce Reception Center,,,
335,137627,,,137627,"OVERVIEW: Provides education, information and referrals, support groups and other supportive services to cancer patients and their families.

SERVICES:

1) LOOK GOOD / FEEL BETTER SUPPORT GROUP: 
     o For Women: Teaches female cancer patients beauty techniques to help restore their appearance and self-image during chemotherapy and radiation treatments. The self-help materials include a 30-minute video step-by-step instructional booklet and an evaluation form. 
    o For Men: Offers a self-help brochure containing information for men who are dealing with the side effects of chemotherapy or radiation treatment.
                                                                           
2) MAN to MAN: A support group for prostate cancer patients and family members. It provides information and support with practical and personal issues that often accompany treatment. Group offers a variety of special speakers and events, community education (speaker's bureau), the Man to Man newsletter, outreach to high risk groups such as African American men, and  collaboration with health care providers. 

3) REACH to RECOVERY: Pairs informed and trained cancer survivor volunteers with newly diagnosed breast cancer patients. Volunteers are matched with new patients of the same age range, lifestyle and stage of breast cancer. Volunteers share their personal breast cancer experiences and provide emotional support to new patients. 

4) ROAD to RECOVERY: Volunteer drivers provide transportation assistance for cancer patients to and from cancer treatments.  Patients must be ambulatory.  
                                                                                                                          
VOLUNTEERS: Volunteers welcomed to assist with transportation and fundraising events.

Home visits: For established clients",cathy.thomas@cancer.org,,39.666656,-77.72168599999999,American Cancer Society of Washington County,,,
336,137627,,,Hope Lodge,"OVERVIEW: Provides ambulatory cancer patients with temporary lodging while they undergo treatment.  Rooms are large enough to accommodate patient and guest (no children).  Also includes a community kitchen, dining room, laundry room and recreation room.  

ELIGIBILITY:
* Must be an outpatient receiving treatment at least 3-5 times a week
* Must reside more than 40 miles from the treatment center
* Must stay a minimum of 3 nights per week
* Must be referred by a physician
* Must have permanent residency

VOLUNTEERS: 17 and older, with opportunities that include meeting and greeting residents of the lodge, receptionist duties and maintaining the library. Opportunities are available for adults and high school students needing community service hours for school.

Home visits: No                     ",karen.seaberry@cancer.org,,39.2915692,-76.62561210000001,"American Cancer Society, Hope Lodge",,,
337,137627,,,"American Cancer Society, South Atlantic Division, Inc.","SERVICES: 
1) PATIENT SERVICES:
o The Road to Recovery:  Provides ambulatory cancer patients with transportation to and from surgical radiation or chemotherapy treatment.  Call two to five days in advance to schedule rides, where available.

o Financial Assistance Program:  Limited financial assistance may be available to medically needy and income eligible patients to help defray the cost of pain and nausea medication and/or mileage reimbursement to and from cancer treatments.

o Information and Referral Services:  Provides a comprehensive listing of resources available to the patient outside of those provided by ACS.

o Dietician-on-call: A registered dietician is available to provide nutritional information to patients, families, caregivers, and health care professionals regarding the management of side effects of cancer treatment.

o Wigs: Free wigs are available to cancer patients upon request.

2) SUPPORT SERVICES:
o I Can Cope:  An educational series of cancer patients and their families that focus on living with cancer. Topics include: human anatomy, cancer development, diagnosis, treatment, side effects, new research, communications, emotions, sexuality, self-esteem, money matters, nutrition, and pain control. Most classes are held at  local hospitals.

o Man to Man:  A prostate cancer education and support program. Some programs provide one-on-one visitation between a prostate cancer survivor and a person who has a new diagnosis.

o Reach to Recovery:  A one-on-one volunteer visitation program for women with breast cancer. A Reach Kit is given to each patient, which includes a soft prothesis, bra, and literature. Program includes early support, during the decision making process, post surgery and at recurrence.

o Look Good...Feel Better:  A two hour workshop led by a licensed volunteer cosmetologist  that  teaches women how to overcome the side effects of cancer treatment through the use of cosmetics, scarves, turbans and wigs. A video is available for those unable to attend a group.

o Cancer Survivors Network: Created by and for cancer survivors and their families to address the need to connect with others who have been touched by cancer, to share their experiences, and support one another. A telephone and Web-based support service for cancer survivors and their families, caregivers, and friends. Available 24 hours a day, 7 days a week, at 877-333-4673 (HOPE) or www.acscsn.org.

o ACS Action Advocacy Network: Volunteers get involved in legislative issues concerned with quality of life in cancer experience.

3) HOPE LODGE:  See separate listing.

4) CHILDREN'S/ ADOLESCENT SERVICES:
o Camp Sunrise: Camp for kids with cancer ages 4-18. A one week day camp for children ages 4-5 and overnight residential camp for those 6-18.

o Sun Sibs:  Sibling camping weekend designed to address the unique needs of siblings ages 6-16, of  children with cancer. This program meets one weekend a year, separate from dates of Camp Sunrise.

o College Scholarships: A limited number of Terry Zahn Memorial Scholarships are awarded each year to young people who were diagnosed with cancer before the age of 21. They must be 25 or younger at the time of application. Deadline is usually early April.

5) PROFESSIONAL EDUCATION:  Sponsors seminars, workshops and lecture series offering information on the latest developments in cancer prevention, early detection, treatment and research.

VOLUNTEERS:  Adult volunteers welcome to assist with various functions to include clerical, support services etc.

Home visits: Other, see notes       ",,Spanish.,39.3702694,-76.4620157,"American Cancer Society, White Marsh",,,
338,139269,,,139269,"1) GENERAL SERVICES:  Acts as the coordinating agency between clients  Baltimore City DSS, Child Protective Services, Baltimore City Police Department, and the State's Attorney's Office.  Baltimore City must be the site of abuse, despite the residence of anyone involved in the case.  Provides referrals for crisis and long term counseling.                                
INTAKE/ELIGIBILITY:  Referrals must be made by Baltimore City Police Department, Child Protective Services, or State's Attorney's Office.  However, staff will answer questions or concerns about the process of reporting a case of child sexual abuse and will refer persons to the appropriate legal, medical, psychological or social services.        

2) DONATIONS:  Seeks donations of new clothing and toys for children  (predominantly females ages 6-10).  

VOLUNTEERS:  Volunteers ages 18 and older to assist with note-taking during interview process and make files on children.

Home visits: Limited                ",rrice@bcaci.org,,39.31538949999999,-76.61721059999999,Baltimore Child Abuse Center,,,
339,139639,,,139639,"OVERVIEW:Provides referrals to resources for food, including holiday distributions; legal services; protective services; family services; childcare; GED; job training and employment opportunities; and substance abuse.

THANKSGIVING 2007 -- HARVEST OF PLENTY (HOP): Will distribute food baskets to low income individuals/families who are receiving one of the following: food stamps, MEAP, SSI, TCA or TEHMA. Clients sign up via FCFH from October 22nd until list is full. Distribution date is Tuesday, November 20th, 2PM-4:30PM.

Home visits: No                     ",,,39.2424066,-76.6245469,Cherry Hill Homes,,,
340,139117,,,139117,"1)  FOOD PANTRY:  Assists persons in need with emergency food. 

 VOLUNTEERS: Adult volunteers are welcome to assist with food pantry duties.

Home visits: No                     ",Gretevns@aol.com,,39.2802309,-76.6625907,"Family Kitchen Pantry, The",,,
341,139814,,,139814,"Provides residents with $50 towards prescriptions, evictions and BGE turnoffs.

VOLUNTEERS: Not needed at this time.

Home visits: No                     ",info@campchapel.org,,39.4028741,-76.44490619999999,Camp Chapel United Methodist Church,,,
342,138706,,,138706,"Provides home health aides; homemakers/companions; LPN's; RN's; specialty nursing; occupational, physical and speech therapies; social workers, home cleaning, chore services and medical equipment.

VOLUNTEERS:  Volunteers are not needed at this time.

Home visits: Yes                    ",,Accommodations possible.,39.05418909999999,-76.9609754,Adventist Home Care Services,,,
343,138706,,,138706,"HOME VISIT AVAILABLE: 

SERVICES:

1)  NURSING CENTER:  Provides a 180-bed nursing center.  Services include 24-hour nursing care, medication monitoring, on-site evaluation and referral program, rehabilitation services, social services, care planning, discharge planning, dietary services, recreational therapy, and housekeeping, laundry and maintenance. 

2)  SHORT TERM RESPITE CARE:  Provides respite care for caregivers who are in need of a short term placement for their loved ones.

VOLUNTEERS:  Volunteers, 14 and older needed in the activities department.

Home visits: For established clients",,"Spanish, Phillipino and French.",38.7514553,-76.87542909999999,Bradford Oaks Nursing and Rehabilitation Center,,,
344,138706,,,138706,"Provides comprehensive long-term nursing care, skilled nursing care and rehabilitation medicine. Includes occupational, physical, and speech therapies.  Also provide ventilator dependant care for people that are on a respirator. 

VOLUNTEERS:  Volunteers needed at this time.

Home visits: No                     ",,,39.0760622,-76.9685817,Fairland Adventist Nursing & Rehabilitation Center,,,
345,138706,,,138706,"OVERVIEW: Provides comprehensive nursing and rehabilitation care in its rehabilitation, long term, and Alzheimer's care units. Services include personal care, daily meals and snacks, speech, occupational, physical and respiratory therapies, podiatry, dentistry, psychiatric counseling, social activities, support groups and short term respite for caregivers. Short-term care possible depending upon bed-availability.

STROKE SUPPORT GROUP: Meetings are the 2nd Tuesday of each month from 4:30PM-6 at the facility and sometimes includes educational speakers. Public welcome.

VOLUNTEERS: Volunteers 14 and older needed assist with non-health related patient care, companionship, activities and holiday parties. Volunteer time may be used to fulfill high school graduation service learning requirement.

Home visits: No                     ",,,39.4775939,-77.3553233,Glade Valley Nursing and Rehabilitation Center,,,
346,138706,,,138706,"Offers the following classes/support groups at different locations in Montgomery County.

o Physical Fitness (and aerobics).
o Health Education Classes: Genetics, allergies, pregnancy, caregiving, osteoporosis, childbirth and breast feeding.
o Educational Programs: Cooking, weight management, smoking cessation, first aid, joint replacement, cancer, CPR, stress management and teen health.
o Support Groups: Include the following: Breast feeding Education and Support; Stroke Club; Alcoholics Anonymous/Al-Anon; Narcotics Anonymous; Eating Disorders; Multiple Sclerosis Outreach,; Chronic Pain; Breast Cancer; Cardiac, Alateen, Better Breathers (Asthma, Emphysema, Lung Cancer or other respiratory problems); Heart Disease; Lupus; Caregivers; Quit Smoking and Sickle Cell Anemia.

VOLUNTEERS: Volunteers, age 18 and older, are welcome to volunteer for clerical work and to assist at health fairs.

Home visits: No                     ",jlichty@adventisthealthcare.com,,39.0981745,-77.1793768,Health and Wellness,,,
347,138706,,,138706,"A 31-bed assisted living center that offers 3 meals per day, medication administration and assistance with personal care.  Clients must be able to transfer themselves from bed to a wheelchair and travel unaccompanied to the dining room.

VOLUNTEERS:  Volunteers, ages 13 and up, are needed to assist with program activities.

Home visits: No                     ",,Accommodations possible.,39.1009342,-77.1962317,Kingshire Manor,,,
348,138706,,,Charter Behavioral Health System of MD at Potomac Ridge,"1) ADOLESCENT RESIDENTIAL SERVICES:  Provides intermediate-term care for ages 12-18 who have serious behavioral and emotional problems, such as aggressive acts toward self or others, running away, truancy, trauma, or abuse. All patients participate in an on-site special education program. Specialized programs for adolescent boys and girls are available.

2) ADOLESCENT SEXUAL OFFENDERS PROGRAM:  Provides residential intermediate-term care for boys ages 12-18 who require a special focus on offending sexual behaviors. Family involvement and special education provided.

3) ADOLESCENT PARTIAL HOSPITALIZATION SERVICE:  Provides a 5-day-a-week program which bridges the gap between acute inpatient and outpatient services. Serves as both an alternative to hospitalization and as a transition from inpatient care. Issues of teens include depression, ADD, school avoidance, substance abuse, impulsivity, and acting out behaviors towards self or others.

4) ADOLESCENT  INTENSIVE OUTPATIENT PROGRAM:  For ages 12 years to adult,  who abuse or are dependent upon alcohol and/or other drugs. An evening program. Family participation required.

5) ADOLESCENT CHESAPEAKE PROGRAM INPATIENT SERVICES:  Provides a safe, structured environment for adolescents who are experiencing poor impulse control, consistent acting out, psychiatric disorders, substance abuse, oppositional behaviors, a lack of respect for others, and poor anger management.

6)ADULT MOOD DISORDER PROGRAM:  Provides comprehensive diagnostic assessment, stabilization and short-term treatment of persons ages 18 and older, who have a broad range of psychiatric illnesses, such as acute depression, and bipolar illness.

7)OPERATION RUNAWAY:  Helps runaway adolescents and their families during and after a runaway crisis. Offers free weekly support groups. Encourages teens to call to talk, and encourages parents to call to get support and access to services before their child returns home. In conjunction with Montgomery County Police Department.

8)SPEAKERS BUREAU:  Mental Health professionals available to speak on a wide variety of mental health-related topics. 

9)CHILDREN'S PROGRAM:  Provides a nurturing, structured clinical program for children ages 6-11 with serious emotional behavioral problems that require inpatient, short term stabilization.

10)GENERAL ADULT PSYCHIATRY:  Provides comprehensive diagnostic assessment, stabilization, and discharge planning for the general adult patient, experiencing psychiatric illnesses such as schizophrenia, dual diagnosis, and acute anxiety disorder.

VOLUNTEERS:  Volunteers are not used by this agency.

Home visits: No                     ",twheaton@ahm.com,Spanish.,39.0997858,-77.1994378,Potomac Ridge Behavioral Health,,,
349,138706,,,138706,"Provides a variety of health services, including:

o  Cardiology Diagnosis (Adult, Pediatric)
o  Coronary Care (Intensive, Intermediate Care)
o  Emergency Services and Chest Pain Center
o  Hyperbaric Oxygen Treatment
o  Imaging (X-Rays, CT Scans, Nuclear Medicine)
o  Intensive and Intermediate Care
o  Sleep Disorders Center
o  Maternal/Child Services (Labor and Delivery, Mother-Baby Unit, Term and Intensive Care Nursery)
o  Oncology Services
o  Pediatric Services
o  Physical Medicine
o  Respiratory Therapy (Adult, Pediatric)
o  Surgery (Inpatient and Outpatient)
o  Wound Management Service
o  Sub Acute Care Center (Rehabilitation Medicine)
o  Smoking Cessation and Stress Management Classes. 	

VOLUNTEERS:  No volunteers needed at this time.

Home visits: No                     ",info@adventisthealthcare.com,,39.09804219999999,-77.1982981,Shady Grove Adventist Hospital,,,
350,138706,,,138706,"Provides comprehensive long-term nursing care, skilled nursing care and rehabilitation. Also provides short-term rehabilitative services including physical, occupational, speech, and language therapy.

VOLUNTEERS: Volunteers, ages 16 and older are welcome to assist with activities, room visits and clerical duties. This volunteer time may be used to fulfill high school service learning hours graduation requirement.

Home visits: Yes                    ",Jholly@adventisthealthcare.com,Languages Lines,39.0592379,-76.9967521,Springbrook Nursing & Rehabilitation Center,,,
351,138706,,,138706,"OVERVIEW:  Operates a full-service hospital, offering a vast array of inpatient and outpatient medical and surgical services.

SERVICES:

o  Cardiology Diagnosis, Intervention and Rehabilitation
o  Coronary Care
o  Emergency Services and Chest Pain Center
o  Maternal/Child Services (Labor and Delivery, Mother-Baby Unit, Special Care Nursery)
o  Oncology Services
o  Sleep Disorders Center
o  Open-Heart Surgery
o  Pain Management
o  Pulmonary medicine
o  Physical Medicine
o  Psychiatric Services (Inpatient, Day Treatment, Outpatient Services)
o  Radiation Oncology
o  Rehabilitation (Physical/Occupational)
o  Respiratory Therapy
o  Surgery (Inpatient and Outpatient)
o  Comprehensive Long-Term Nursing Care.  Call 301-270-4200.
o  Wellness Center: Smoking cessation and stress management classes
   offered. Call 800-542-5096.  	
o  Women's Imaging Center

VOLUNTEERS:  All ages welcome, tasks vary. Call volunteer coordinator.

Home visits: No                     ",,Spanish.,38.9856862,-77.00192650000001,Washington Adventist Hospital,,,
352,138356,,,138356,"Volunteer executives (with a wide range of business experience) provide free phone counseling to businesses and entrepreneurs. Conducts workshops for individuals who are interested in starting their own businesses. 

VOLUNTEERS Executive volunteers are welcome.

Home visits: No                     ",baltimorescore@verizon.net,,39.288654,-76.6197451,SCORE (Counselors to America's Small Business),,,
353,139052,,,139052,"SERVICES:

1) HOWARD TRANSIT: Public fixed route system with buses operating on specific routes and schedules. Open to the public.  All buses are lift-equipped. 

2) HTRIDE/ADAPT: Provides specialized transportation to elderly and people with disabilities.  Curb to curb services with pick/drop off at prearranged time. To be certified for general paratransit seniors should call 410-313-5980, persons with disabilities should call 410-313-6402.

3) HT Ride: Provides trips for disabled persons whose trip origin and destination are located within 3/4 mile of a fixed route.  To be certified to use HT Ride, persons with disabilities should call 800-270-9553.

VOLUNTEERS: Not needed at this time.

Home visits: No                     ",,,39.0975821,-76.85290700000002,Howard Transit,,,
