id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
14982140,55293980,,,,,,,,,,,,,Govans Presbyterian Church,,,,,,
167495,55293982,,,,,,,,,,,,,Maryland Department of Human Services,,,,,,
167384,55293984,,,,,,,,,,,,,"Hearing & Speech Agency of Metropolitan Baltimore, The",,,,,,
167435,55293986,,,,,,,,,,,,,Johns Hopkins Hospital,,,,,,
7154751,55293988,,,,,,,,,,,,,Tender Touch Assisted Living,,,,,,
167473,55293996,,,,,,,,,,,,,Loyola University Department of Speech/Language Pathology,,,,,,
167473,55294000,,,,,,,,,,,,,Loyola University Department of Speech/Language Pathology,,,,,,
168442,55294002,,,,,,,,,,,,,Maryland National Guard,,,,,,
56481540,56481585,,,,Near the intersection of Kelso Drive and Nashua Court.,,info@brighterstrongerfoundation.com,,,,,,,Brighter Stronger Foundation,,,,,http://www.brighterstrongerfoundation.com ,
167500,55294004,,,,,,,,,,,,,Maryland Higher Education Commission,,,,,,
167516,55294008,,,,,,,,,,,,,Maryland Office of People's Counsel ,,,,,,
167490,55294014,,,,,,,,,,,,,Maryland Commission on Civil Rights,,,,,,
167514,55294012,,,,,,,,,,,,,Maryland Department of Transportation,,,,,,
167518,55294010,,,,,,,,,,,,,Maryland State Public Service Commission,,,,,,
167185,55294018,,,,,,,,,,,,,Christ Church Harbor Apartments,,,,,,
1740990,55294020,,,,,,,,,,,,,Walters Art Museum,,,,,,
167435,55294022,,,,,,,,,,,,,Johns Hopkins Hospital,,,,,,
167435,55294026,,,,,,,,,,,,,Johns Hopkins Hospital,,,,,,
167435,55294024,,,,,,,,,,,,,Johns Hopkins Hospital,,,,,,
167435,55294028,,,,,,,,,,,,,Johns Hopkins Hospital,,,,,,
168033,55294030,,,,,,,,,,,,,"U.S. Food and Drug Administration, Headquarters",,,,,,
374398,55294032,,,,,,,,,,,,,Mount Pleasant ,,,,,,
167922,55294034,,,,,,,,,,,,,Baltimore City Mayor's Office of Constituent Services,,,,,,
168722,55294036,,,,,,,,,,,,,Johns Hopkins University School of Medicine,,,,,,
167277,55294038,,,,,,,,,,,,,Enon Baptist Church,,,,,,
167277,55294040,,,,,,,,,,,,,Enon Baptist Church,,,,,,
3171543,55294044,,,,,,,,,,,,,New Psalmist Baptist Church,,,,,,
3171543,55294046,,,,,,,,,,,,,New Psalmist Baptist Church,,,,,,
168428,55294048,,,,,,,,,,,,,Greater Grace World Outreach,,,,,,
167148,55294054,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
54843697,55294050,,,,,,,,,,,,,Baltimore City Mayor's Office of Human Services ,,,,,,
168493,55294056,,,,,,,,,,,,,Education Based Latino Outreach,,,,,,
168443,55294060,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
169066,55294064,,,,,,,,,,,,,Service Employees International Union,,,,,,
2967177,55294066,,,,,,,,,,,,,"Hearts and Ears, Inc.",,,,,,
167148,55294078,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167148,55294076,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167718,55294072,,,,,,,,,,,,,"Baltimore Station, The",,,,,,
168443,55294080,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
168443,55294084,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
168443,55294082,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
167049,55294086,,,,,,,,,,,,,Baltimore City Public School System,,,,,,
167882,55294088,,,,,,,,,,,,,"Office of the Maryland Women, Infants and Children Program",,,,,,
168640,55294090,,,,,,,,,,,,,Victoire Health Services,,,,,,
168571,55294092,,,,,,,,,,,,,Civic Works,,,,,,
203809,55294096,,,,,,,,,,,,,"Fitness Fun & Games, Inc.",,,,,,
167590,55294098,,,,,,,,,,,,,"On Our Own of Maryland, Inc",,,,,,
167717,55294100,,,,,,,,,,,,,Family Health Centers of Baltimore,,,,,,
168749,55294102,,,,,,,,,,,,,Dependable Nursing Services,,,,,,
167672,55294104,,,,,,,,,,,,,Ronald McDonald House Charities of Baltimore,,,,,,
166989,55294106,,,,,,,,,,,,,American Cancer Society,,,,,,
39970361,55294108,,,,,,,,,,,,,St. Matthias Episcopal Church,,,,,,
167524,56074987,,,,"Near the intersections of Pioneer Drive, Fleetwood Avenue and Plymouth Road.   ",,,,,,,,,Mayor's Office of Employment Development ,,,,,,
167706,55294112,,,,,,,,,,,,,U.S. Social Security Administration,,,,,,
167055,55294114,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290049,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290058,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290055,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290068,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290066,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290064,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290060,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167056,55290108,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290104,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167057,55290097,,,,,,,,,,,,,Baltimore County Human Relations Commission,,,,,,
167055,55290091,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290088,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290084,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290078,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290074,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290163,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167056,55290155,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290152,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290143,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290140,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290136,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290129,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167056,55290125,,,,,,,,,,,,,Baltimore County Health Department,,,,,,
167494,55290121,,,,,,,,,,,,,Maryland Department of Health,,,,,,
167055,55290114,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
167055,55290112,,,,,,,,,,,,,Baltimore County Department of Social Services,,,,,,
616544,55294120,,,,,,,,,,,,,All Together Network,,,,,,
219426,55294122,,,,,,,,,,,,,New Waverly United Methodist Church,,,,,,
167824,55294124,,,,,,,,,,,,,University of Maryland Dental School,,,,,,
167702,55290166,,,,,,,,,,,,,Sheppard Pratt Health System,,,,,,
168352,55294126,,,,,,,,,,,,,University of Maryland School of Medicine,,,,,,
167352,55294128,,,,,,,,,,,,,Greater Baltimore Medical Center ,,,,,,
167212,55290169,,,,,,,,,,,,,Community Assistance Network,,,,,,
169011,55294130,,,,,,,,,,,,,National Alliance on Mental Illness of Maryland,,,,,,
27851383,55294134,,,,,,,,,,,,,Baltimore Therapy Center,,,,,,
167826,55294136,,,,,,,,,,,,,University of Maryland College of Agriculture & Natural Resources,,,,,,
260063,55294138,,,,,,,,,,,,,Islamic Society of Baltimore,,,,,,
167352,55294140,,,,,,,,,,,,,Greater Baltimore Medical Center ,,,,,,
167494,55294142,,,,,,,,,,,,,Maryland Department of Health,,,,,,
168754,55294146,,,,,,,,,,,,,Maryland Department of Public Safety & Correctional Services,,,,,,
168754,55294144,,,,,,,,,,,,,Maryland Department of Public Safety & Correctional Services,,,,,,
168754,55294148,,,,,,,,,,,,,Maryland Department of Public Safety & Correctional Services,,,,,,
167181,55294150,,,,,,,,,,,,,Children's Guild,,,,,,
167615,55290173,,,,,,,,,,,,,Pregnancy Center North,,,,,,
168707,55294152,,,,,,,,,,,,,Augsburg Lutheran Home & Village,,,,,,
167524,55291440,,,,Near the intersection of Fallstaff Road and Park Heights Avenue. ,,,,,,,,,Mayor's Office of Employment Development ,,,,,,
167148,55294154,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
367690,55294156,,,,,,,,,,,,,World Relief,,,,,,
167922,55294158,,,,,,,,,,,,,Baltimore City Mayor's Office of Constituent Services,,,,,,
167040,55294164,,,,,,,,,,,,,Baltimore City Office of Civil Rights,,,,,,
168443,55294160,,,,,,,,,,,,,Baltimore City Health Department,,,,,,
167715,55294168,,,,,,,,,,,,,South Baltimore Community Assistance Program,,,,,,
21272107,55294170,,,,,,,,,,,,,Lutheran Immigration and Refugee Service,,,,,,
168257,55294172,,,,,,,,,,,,,Baltimore Center Stage,,,,,,
167784,55294174,,,,,,,,,,,,,Total Health Care,,,,,,
167452,55294178,,,,,,,,,,,,,Keswick Multicare Center,,,,,,
166961,55294176,,,,,,,,,,,,,Action in Maturity ,,,,,,
167482,55294180,,,,,,,,,,,,,Marine Corps Reserve Center,,,,,,
374389,55294182,,,,,,,,,,,,,Port Recovery,,,,,,
167287,55290176,,,,,,,,,,,,,Family & Children's Services of Central Maryland,,,,,,
40202590,55294188,,,,,,,,,,,,,St. Luke Lutheran Church,,,,,,
40202590,55294186,,,,,,,,,,,,,St. Luke Lutheran Church,,,,,,
168071,55294192,,,,,,,,,,,,,VNA Home Health of Maryland,,,,,,
168861,55294194,,,,,,,,,,,,,Baltimore Outreach Services,,,,,,
167494,55294204,,,Fayette Clinic,"*Adults only, this site*",,,,,,,,,Maryland Department of Health,,,,,https://www.umms.org/ummc/health-services/psychiatry/services/community/outpatient-clinical,
167827,55294202,,,,,,,,,,,,,University of Maryland Medical System,,,,,,
167827,55294200,,,,,,,,,,,,,University of Maryland Medical System,,,,,,
167827,55294196,,,,,,,,,,,,,University of Maryland Medical System,,,,,,
167827,55294206,,,,,,,,,,,,,University of Maryland Medical System,,,,,,
167097,55294208,,,,,,,,,,,,,"Boy Scouts of America, Baltimore Area Council",,,,,,
167442,55294210,,,,,,,,,,,,,Kennedy Krieger Institute,,,,,,
167039,55294214,,,,,,,,,,,,,Baltimore City Community College,,,,,,
201621,55290180,,,,,,,,,,,,,Amedisys,,,,,,
167054,55290183,,,,,,,,,,,,,Baltimore County Department of Recreation and Parks,,,,,,
168017,55294218,,,,,,,,,,,,,Macedonia Baptist Church,,,,,,
3688393,55294220,,,,,,,,,,,,,A Mother's Cry,,,,,,
167261,55294222,,,,,,,,,,,,,"Community College of Baltimore County, The",,,,,,
167036,55294224,,,,,,,,,,,,,"Arc Baltimore, The",,,,,,
182028,55294236,,,,,,,,,,,,,Job Opportunities Task Force (JOTF),,,,,,
167148,55294234,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167148,55294232,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167148,55294230,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167148,55294226,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167645,55294238,,,,,,,,,,,,,Tuerk House,,,,,,
167066,55294240,,,,,,,,,,,,,Baltimore Pregnancy Center,,,,,,
168352,55294244,,,,,,,,,,,,,University of Maryland School of Medicine,,,,,,
167738,55294246,,,,,,,,,,,,,St. Ignatius Catholic Church,,,,,,
167146,55294248,,,,,,,,,,,,,Carter Memorial Church of God in Christ,,,,,,
14884621,55294250,,,,,,,,,,,,,Maryland Health Connection,,,,,,
169027,55294252,,,,,,,,,,,,,United States Department of Health and Human Services,,,,,,
12832490,55290189,,,,,,,,,,,,,St. Luke's Catholic Church,,,,,,
167934,55294254,,,,,,,,,,,,,Twelve Step Recovery Workshop,,,,,,
167148,55294256,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
168723,55294258,,,,,,,,,,,,,Whole Woman's Health,,,,,,
259785,55290196,,,,,,,,,,,,,St. Peter Manna Locker,,,,,,
259785,55290192,,,,,,,,,,,,,St. Peter Manna Locker,,,,,,
259785,55290201,,,,,,,,,,,,,St. Peter Manna Locker,,,,,,
259785,55290199,,,,,,,,,,,,,St. Peter Manna Locker,,,,,,
168359,55290206,,,,,,,,,,,,,Eastside Community Development Corporation,,,,,,
167212,55290209,,,,,,,,,,,,,Community Assistance Network,,,,,,
169014,55294262,,,,,,,,,,,,,Baltimore County Office of Workforce Development,,,,,,
167563,55294264,,,,,,,,,,,,,"NAACP, National Headquarters",,,,,,
168670,55294266,,,,,,,,,,,,,A Step Forward,,,,,,
9693853,55294274,,,,,,,,,,,,,East Baltimore Church of God,,,,,,
167308,55294276,,,,,,,,,,,,,Franciscan Sisters of Baltimore,,,,,,
167442,55294278,,,,,,,,,,,,,Kennedy Krieger Institute,,,,,,
271284,55294280,,,,,,,,,,,,,Temple House,,,,,,
168280,55294282,,,,,,,,,,,,,Living Classrooms Foundation,,,,,,
167766,55294284,,,,,,,,,,,,,St. Vincent de Paul of Baltimore,,,,,,
168448,55294286,,,,,,,,,,,,,Patrick Allison House,,,,,,
167675,55294292,,,,,,,,,,,,,"Salvation Army Central Maryland, The",,,,,,
168250,55294296,,,,,,,,,,,,,Gift of Hope Missionaries of Charity,,,,,,
168601,55294300,,,,,,,,,,,,,MedMark Treatment Centers,,,,,,
167827,55294306,,,,,,,,,,,,,University of Maryland Medical System,,,,,,
167494,55294302,,,,,,,,,,,,,Maryland Department of Health,,,,,,
168213,55294308,,,,,,,,,,,,,Gilchrist Hospice Care,,,,,,
167345,55294310,,,,,,,,,,,,,Goodwill Industries of the Chesapeake,,,,,,
42114823,55294312,,,,,,,,,,,,,"Faith Baptist Church, Baltimore City",,,,,,
168400,55294318,,,,,,,,,,,,,Eubie Blake National Jazz Institute and Cultural Center,,,,,,
168012,55290211,,,,,,,,,,,,,"Children and Adults with Attention Deficit Disorder, National",,,,,,
167766,55290214,,,,,,,,,,,,,St. Vincent de Paul of Baltimore,,,,,,
167766,55290219,,,,,,,,,,,,,St. Vincent de Paul of Baltimore,,,,,,
167054,55290221,,,,,,,,,,,,,Baltimore County Department of Recreation and Parks,,,,,,
168728,55294322,,,,,,,,,,,,,Fusion Partnerships,,,,,,
167728,55294324,,,,,,,,,,,,,St. Agnes Hospital,,,,,,
167900,55294330,,,,,,,,,,,,,"Y of Central Maryland, Association Office",,,,,,
167900,55294328,,,,,,,,,,,,,"Y of Central Maryland, Association Office",,,,,,
168162,55294334,,,,,,,,,,,,,"Caroline Center, Baltimore",,,,,,
167064,55294336,,,,,,,,,,,,,Baltimore Medical System,,,,,,
168126,55294340,,,,,,,,,,,,,MedStar Health,,,,,,
168356,55294344,,,,,,,,,,,,,Johns Hopkins University School of Nursing,,,,,,
168571,55294352,,,,,,,,,,,,,Civic Works,,,,,,
168484,55294348,,,,,,,,,,,,,Moveable Feast,,,,,,
168210,55294356,,,,,,,,,,,,,Sisters Together and Reaching,,,,,,
167732,55294358,,,,,,,,,,,,,St. Edward's Catholic Church,,,,,,
167244,55294362,,,,,,,,,,,,,Maryland Department of Juvenile Services,,,,,,
168126,55294364,,,,,,,,,,,,,MedStar Health,,,,,,
166983,55294368,,,,,,,,,,,,,"Alliance, Inc.",,,,,,
167148,55290228,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
167481,55294374,,,,,,,,,,,,,Marian House,,,,,,
167244,55294376,,,,,,,,,,,,,Maryland Department of Juvenile Services,,,,,,
168155,55294378,,,,,,,,,,,,,University of Maryland Baltimore County,,,,,,
168675,55290230,,,,,,,,,,,,,Christus Victor Lutheran Church,,,,,,
0,168670,,,"A Step Forward, Inc.",Provides recovery housing and a continuum of support services to individuals working to recover from addiction from any form of substance abuse.,,astepforward2002@yahoo.com,,,,,,,A Step Forward,,,,,www.takeastepforeward.org,
0,56406470,,,,"Aba Health Services is a provider of mental health services including: Psychiatric Rehabilitation Services, Therapeutic Behavioral Services, psychological testing, counseling services for ages 5 and up",,ainjoku@aol.com,,,,,,,ABA Health Services Inc,,,,,http://www.abahealthservices.com/,
0,167860,,,,Offers emergency food and clothing to southeast Baltimore City residents of Highlandtown and Canton.,,office@abbottchurch.org,,,,,,,Abbott Memorial Presbyterian Church,,,,,abbottchurch.org,
0,166961,,,AIM ,"Provides information & referral, classes, social events, transportation and other services to seniors primarily residing in north Baltimore.",,aim@actioninmaturity.org,,,,,,,Action in Maturity ,,,,,www.actioninmaturity.org,
167045,55294388,,,,,,,,,,,,,Baltimore City Department of Social Services,,,,,,
167045,55294384,,,,,,,,,,,,,Baltimore City Department of Social Services,,,,,,
167045,55294386,,,,,,,,,,,,,Baltimore City Department of Social Services,,,,,,
167045,55294382,,,,,,,,,,,,,Baltimore City Department of Social Services,,,,,,
167045,55294380,,,,,,,,,,,,,Baltimore City Department of Social Services,,,,,,
167400,55294392,,,,,,,,,,,,,"House of Ruth, Maryland",,,,,,
167400,55294390,,,,,,,,,,,,,"House of Ruth, Maryland",,,,,,
0,166968,,,,"Develops, implements and monitors programs and policies to help ensure that all of Maryland's children are healthy, educated, safe and economically secure.",,,,,,,,,Advocates for Children and Youth,,,,,info@acy.org,
0,166955,,,"Community Services of Central Maryland, Inc.",Provides information and referral and advocacy for working people and the unemployed.,,,,,,,,,AFL-CIO Community Services of Central Maryland,,,,,www.md.aflcio.org/baltimoreaflcio,
0,168191,,,"Agape House, Inc.","Provides a variety of services, including short term housing for men, food, clothing, baby supplies, job training, after school, and day camp programs.",,,,,,,,,Agape House,,,,,,
0,167970,,,"AIDS Action Baltimore, Inc.","Offers HIV/AIDS-related information and referral, clinical drug trial advocacy, and emergency financial assistance when funds are available.",,baltoaids@aol.com,,,,,,,AIDS Action Baltimore,,,,,www.aidsactionbaltimore.org,
0,166957,,,AIRS ,"Provides safe, affordable housing, case management services, substance abuse counseling, transportation, and personal care to low income or homeless individuals and families living with or at risk of HIV/AIDS.",,,,,,,,,AIDS Interfaith Residential Services ,,,,,www.airshome.org,
0,56364044,,,,<ul> <li>Provides mental health and substance abuse assessment and treatment</li> <li>Psychiatric Rehabilitation Program</li> </ul>,,,,,,,,,Al Walks of Life,,,,,,
616544,50664348,,,,Near Tunbridge Road and Ivanhoe Avenue. Not near an accessible bus route. ,,,,,,,,,All Together Network,,,,,,
616544,50664361,,,,Near Tunbridge Road and Ivanhoe Avenue. Not near an accessible bus route. ,,,,,,,,,All Together Network,,,,,,
0,166982,,,,"Offers a full range of cultural, educational, recreational, and social activities to senior citizens in the South Baltimore area.",,allencenter@verizon.net,,,,,,,Allen Center for Senior Citizens,,,,,,
0,166983,,,,"Provides vocational rehabilitation services and residential living for adults with severe, persistent mental illness and developmental disabilities.",,cmartin@allianceinc.org,,,,,,,"Alliance, Inc.",,,,,www.allianceinc.org,
0,56662538,,,,"Offers individual, group and family counseling, substance abuse  education programs.",,info@alloverhealthcaregroup.com,,,,,,,Allover Healthcare Group ,,,,,www.alloverhealthcaregroup.com,
0,166985,,,"Alternative Directions, Inc.",Provides civil legal assistance to low-income adults and educates incarcerated individuals throughout Maryland's prison system on legal rights and information and referral.,,,,,,,,,Alternative Directions,,,,,www.alternativedirectionsinc.org,
0,168585,,,"America Works of Maryland, Inc.","Provides job placement for TCA recipients, SSI/SSDI beneficiaries and ex-offenders.",,mnetus@americaworks.com,,,,,,,America Works of Maryland,,,,,www.americaworks.com,
0,166989,,,,"Funds research in cancer prevention, early detection and treatment. Provides free information, education, support and rehabilitation services to patients and families, including children's summer camp.",,,,,,,,,American Cancer Society,,,,,www.cancer.org,
0,166990,,,,"Provides legal representation in cases involving constitutional rights to freedom of expression, separation of church and state, discrimination, due-process, and privacy.",,aclu@aclu-md.org,,,,,,,American Civil Liberties Union of Maryland,,,,,www.aclu-md.org,
0,166992,,,,"Promotes the fight against heart disease by educating the public, supporting a variety of programs that encourage a heart-healthy lifestyle and funding research.",,lisa.wideman@heart.org,,,,,,,"American Heart Association, Maryland Office",,,,,www.heart.org,
0,168078,,,,"Provides smoking prevention programs and asthma programs for children; supports local pulmonary research; and provides information on general lung disease/health, clean air and smoking cessation.",,,,,,,,,American Lung Association,,,,,www.lung.org,
0,166995,,,"American Red Cross, Central Maryland","Offers disaster relief, military assistance, holocaust and war victims tracing, training in health related programs, and blood services.",,,,,,,,,"American Red Cross, Chesapeake Region",,,,,www.redcross.org/gcr,
0,167003,,,"American Rescue Workers of Maryland, Inc.","Provides shelter for homeless men in Baltimore City, and thrift stores open to the general public.",,arw@arwmd.org,,,,,,,American Rescue Workers of Maryland,,,,,www.arwmd.org,
57248990,57249059,,,,"Designates Cooling Centers in the county. Cooling centers will be open Mon, Aug 27th - Thurs, Aug 30th. <br /><br /><strong>Cooling Centers</strong><br />Senior Activity Centers will be available Fri, Jun 29th, and Mon, July 2nd, 8:30AM-4PM<ul> <li>Annapolis Senior Activity Center, 119 South Villa Avenue, Annapolis</li> <li>Arnold Senior Activity Center, 44 Church Road, Arnold</li> <li>Brooklyn Park Senior Activity Center, 202 Hammonds Lane, Brooklyn Park</li> <li>O'Malley Senior Activity Center, 1275 Odenton Road, Odenton</li> <li>Pasadena Senior Activity Center, 4103 Mountain Road, Pasadena</li> <li>Pascal Senior Activity Center, 125 Dorsey Road, Glen Burnie</li> <li>South County Senior Activity Center, 27 Stepneys Lane, Edgewater</li></ul>Public Libraries will be available Fri, Jun 29-Sat, Jun 30, 9AM-5PM and Mon, July 2, 9AM-9PM<ul> <li>Annapolis Area Library: 1410 West Street, Annapolis</li> <li>Broadneck Community Library: 1275 Green Holly Drive, Annapolis</li> <li>Brooklyn Park Community Library: 1 East 11th Avenue, Baltimore</li> <li>Crofton Community Library: 1681 Riedel Road, Crofton</li> <li>Deale Community Library: 5940 Deale-Churchton Road, Deale</li> <li>Eastport-Annapolis Neck Community Library: 269 Hillsmere Drive, Annapolis</li> <li>Edgewater Community Library: 25 Stepneys Lane, Edgewater</li> <li>Glen Burnie Library: 1010 Eastway, Glen Burnie</li> <li>Linthicum Community Library: 400 Shipley Road, Linthicum</li> <li>Odenton Library: 1325 Annapolis Road, Odenton</li> <li>Maryland City at Russett Community Library: 3501 Russett Common, Laurel</li> <li>Mountain Road Community Library: 4730 Mountain Road, Pasadena</li> <li>Severna Park Community Library: 45 West McKinsey Rd</li> <li>Severn Community Library Severn Square Shopping Center, 2624 Annapolis Rd</li> <li>Riviera Beach Community Library: 1130 Duvall Highway, Pasadena</li></ul>County Police will be available Fri, Jun 29-Tues, July 3 at 8AM.<br />Community Rooms/Cooling Center have water and restrooms. Medical care is not available and pets are not allowed in cooling centers. Accommodations will be made for service animals.<ul> <li>Northern District, 939 Hammonds Lane, Baltimore</li> <li>Eastern District, 204 Pasadena Road, Pasadena</li> <li>Western District, 8273 Telegraph Road, Odenton</li> <li>Southern District, 35 Stepneys Lane, Edgewater</li></ul><strong>Transportation</strong><br />Transportation is only provided during normal business hours, Mon-Fri, 8:30AM-4PM. Call 410-222-0022.",,,,,,,,,Maryland Cooling Centers,,,,,,
0,358099,,,,Outpatient mental health center.,,3200apex@gmail.com,,,,,,,Apex Counseling Center,,,,,www.apexcounselingcenter.com,
0,3373846,,,,Provides trainings for adults and youths to use in youth development and/or offer additional support services.,,youngchurch@archbalt.org,,,,,,,Archdiocese of Baltimore,,,,,www.archbalt.org,
0,167470,,,Little Ark Food Pantry,Provides emergency groceries and clothing to persons in need.,,Arkchurch@arkchurch.com,,,,,,,Ark Church,,,,,www.arkchurch.com,
167148,55294394,,,,,,,,,,,,,Catholic Charities of the Archdiocese of Baltimore,,,,,,
0,1786020,,,,Helps bring visual arts into the community.<br />,,info@artwithaheart.net,,,,,,,Art with a Heart,,,,,www.artwithaheart.net,
0,167032,,,,"Addresses health, human services and community building concerns directly affecting the African-American community.",,info@abc-md.org,,,,,,,Associated Black Charities,,,,,www.abc-md.org,
0,167034,,,,"Addresses charitable, educational, religious, humanitarian, health, cultural and social service needs of the Jewish community locally, nationally, in Israel and throughout the world. Serves as the central fundraising and planning arm of Baltimore's organized Jewish community. Services are provided to the community through a variety of agencies and programs.",,information@associated.org,,,,,,,"ASSOCIATED: Jewish Community Federation of Baltimore, The",,,,,www.associated.org,
0,168079,,,AAFA,"Provides education and training about asthma and allergies, and screenings to individuals, civic and corporate groups, healthcare workers, caregivers, childcare staff, teachers and families.",,info@aafa.md.org,,,,,,,Asthma and Allergy Foundation of America ,,,,,www.aafa-md.org,
0,31463212,,,,"Provides housing, employment and education and drop-in hours for asylum seekers and asylees.  ",,info@asyleewomen.org,,,,,,,Asylee Women Enterprise,,,,,www.asyleewomen.org,
0,56363924,,,,Provides long-term housing to asylum seekers and works with partner organizations to provide social support. ASHN is not an emergency shelter and cannot provide immediate housing.  Asylum seekers must first apply and be accepted as ASHN clients before housing is provided,,ashn.office@gmail.com,,,,,,,Asylum Seekers Housing Network,,,,,http://www.ashnetwork.org/,
0,167920,,,"At Jacob's Well, Inc.","At Jacob's Well is a transitional housing program for homeless persons with chronic mental illness, and low or no income.",,atjacobswell@verizon.net,,,,,,,At Jacob's Well,,,,,,
0,168707,,,,"A continuing care retirement community providing independent living, assisted living and long term care for seniors. Adult day services are also provided in Baltimore City.",,,,,,,,,Augsburg Lutheran Home & Village,,,,,www.augsburg.org,
0,358097,,,,Offers activities that center around the American Indian culture.,,info@baic.org,,,,,,,Baltimore American Indian Center,,,,,www.baic.org,
0,168029,,,,Promotes and markets Baltimore as a major tourist and convention destination.,,,,,,,,,Baltimore Area Convention and Visitors Association,,,,,www.baltimore.org,
0,168257,,,Centerstage Associates,"A regional theater presenting seven stage productions each year; an annual Young Playwrights Festival, community programs & education, camps, and internships.",,info@centerstage.org,,,,,,,Baltimore Center Stage,,,,,www.centerstage.org,
0,168580,,,,"Is a coordinating agency between sexually abused children and social service agencies (such as Baltimore City DSS, Child Protective Services, Baltimore City Police Department, and the State's Attorney's Office). Also provides crisis counseling and intervention.",,info@bcaci.org,,,,,,,Baltimore Child Abuse Center,,,,,www.bcaci.org,
358869,51228960,,,,Across the street from Edmondson Westside High School.,,,,,,,,,Boundless Innovations for Holistic Living,,,,,,
