organization_id,taxonomy_id
138676,TJ-6500.8000
138676,YF-6500.0500
138676,LJ-5000.1500
138676,YF-5000.5050-100
138676,YF-6500
138676,LT-1750.8100
138676,RX
138676,RX-8450.8100
138676,PN-8100
138676,RP-6400.8000-620
138676,RX-8450.8000
138676,PN-8100.3000
138676,LN-9500
138676,YJ-4850
138676,YF-3000.3035
139740,YL-3300.4500
139740,R
139740,RF-3300
139740,YF-8000.0500
139740,YF-8000.1800
139740,PH-2360.2400
139740,PH-2360
139740,ND-2000.6500-360
139740,ND-2000.3500
139740,ND-2000.1500-160
139740,YK-2000.2200
139740,YK-2000.2100
139740,YK-2000.2000
139740,YP
139740,PH-1000
139740,RX
139740,RX-8450.8000
139740,PN-8100
139740,PN-8100.0500
139787,TP
139787,TJ-3200.2500
139787,TE
139787,TE-1000.1000
138725,YX
138725,YJ-0900.1250
138725,PH-1800.8500
138725,YB-9500.0500
138725,YK-2000.2000
138725,YK-2000.2100
138725,YK-2000.2200
138725,YK-6500.2500
138725,PN-8100
138725,RP-1400.8000-100
139051,YF-8000.1800-850
139051,YF-8000.0500
139051,YF-8000.1800
139051,RP-1500
139051,RX-8450.8000
139051,RX-1750
139051,RX-8450.8100
139051,RX-8250
139051,RX-0400.1500
139051,RX
139051,RX-8470.8200
139051,YJ-4850
139398,JR-8200
139398,JR
139398,TJ-6500
139398,JP
139398,PX
139398,TJ-3000
139398,TJ-6500.8000
139398,TP
138551,YB-9500.0500
138551,YP-3500
138551,YF-5000
138551,RM-3300.6600
138551,RP-5000.1500
139806,TJ-3000.8000
139806,PN-8100.1000
138834,YB-9500.0500
138834,YB-9500.1500
138834,PH-1000
138834,YP-3500
138834,YK-2000.2000
138834,YK-2000.2100
138834,FF-0500.1800-350
138834,FP-0500
138834,PS-9800
138834,TJ-6500.6300
138834,TD-1600.3100-140
138834,PH-2400
138834,YJ-0500.0300
138834,TJ-3000
138549,FP-0500
138549,TD-1600.3100-950
138549,FP-4500
138549,FT-3000
138549,FT-3000.1750
138549,RP-1500.1400
138549,RP-1500.1400-200
138549,YX-0300.0190
138549,YE-3300
138549,FT-6940
137713,BH-1800
137713,YB-9500.0500
137713,YB-9500.1500
137713,YB-9500.3300
137713,YF-5000
137713,PX
137713,BH-1800.1500-700
137713,BH-8600
137713,R
137713,RF-2000
137713,PH-6100.6800
137713,PH-1250
137713,RP-1400.8000-050
137678,FT-4800
137678,YB-8000
137678,TJ-3000
137678,FP-4000
138116,YB-8000
138116,YL-3300.4500
138116,FP
138116,FP-4500
138116,FT-4500
138116,FT
138116,YP-3500
138116,PX
138116,FT-1000.9500
138116,FP-0500
138116,LH-5100.5000
138151,PH-3500.8500
138151,YF-1500.8000
138151,YF-3200
138151,LH-0600
138151,PH-3500
139266,RF-3300
139266,RF-2000
139266,RF-2500
139266,RM-7000
139266,RP-1400.8000-050
139266,RP-6400.8000-620
139266,RP-1400.8000-675
139266,RP-1400.8000-500
139266,RP-6400.8000-660
137782,YF-3000.1480
137782,YF-3000.3520
137782,LH-2700
137782,LL-3000
137782,LR
137782,YF-3000.2440
137782,PH-6200.8400
137782,LR-6600
137782,LV-6800
137782,LV-6800.0300
137782,YK-6500.6600-550
137782,LF
137782,YF-1500.8000
137782,LR-8000.8000-820
137782,YK-6500.6600
137782,L
137782,YB-9500.1500
137782,YB-9500.0500
137782,PX
137782,RM-3300.6600
137782,YF-3000.0920
137782,TJ-6500.6300
137782,LH-6300.5500
137782,RX-8450.7900
137782,PN-8100
137782,RP-1400.8000-100
137782,YF-5000.2150
137782,PN-8100.3000
138128,BM-6500.1500
138128,BD-1800.2000
138128,TI-1800.1500
138128,ND-9200
138450,L
138450,LF
138450,LH-2600
138450,YL-3300.4500
138450,LJ-2000
138450,YK-6500.6600
138450,LH-2700
138450,LT-3400
138450,YK-6500.6600-550
138450,YF-3000.0360
138450,LV-2400
138450,LF-4900.2150
138450,LH-6600
138450,PX
138450,LV-1600
138450,LT-1750.0500
138450,PH-1000
138475,TB-0900.8000-800
138475,PX
138475,TP
139145,YL-3300.4500
139145,BD-1800.2000
137624,RX-8450.8100
137624,RX-8450.8000
138027,LT-1750.0500
138027,PH-1000
138027,L
138027,LH-2700
138027,LF
138027,TJ-3000
138027,RP-1500
138027,PX
138027,R
138027,YP
138027,BD-1800.2250
138027,BT-4500.6500-500
138027,BT
138027,LH-6300.5500
138027,RP-1400.8000-300
138027,PN-8100
138066,L
138066,YL-3300.4500
138066,YF-3000.8760
138066,LF
138066,LT-1750.0500
138066,YF-3000.7740
138066,TJ-3000
138066,LV-1600
138066,RP-1400.8000-300
138240,YF-5000
138240,R
138240,YV-3000.3050
138240,YB-9500.0500
138240,YB-9500.1500
138240,RF-1500
138240,RF-2000
138240,TJ-6500.6300
138240,PX
138240,RR
138240,RF-3300
138240,PH-1000
138240,RF-2500
138240,YV-3000.8000
138240,LR-3200
138240,RP-1500
138240,PH-6200.8400
138240,L
138240,PH-6100.6800
138240,LF
138240,RR-8800.5100
138240,LR
138240,RP-1500.3400-650
138240,YP-3500
138240,LH-2700
138240,ND-2000.6500-360
138240,YK-2000.2200
138240,YK-2000.2000
138240,YK-2000.2100
138240,LH-6300.5500
138240,PH-0320
138240,RP-5000.1500
138240,RP-1400.8000-050
138240,RP-6400.8000-600
138240,RP-1400.8000-675
138240,RP-1400.8000-270
138240,RP-1400.8000-020.80
138240,RP-6400.8000-620
138240,RP-6400.8000-650.64
138240,RP-1400.8000-370
138149,YB-9500.1500
138149,YB-9500.3300
138149,TJ-3000
138149,YK-2000.2100
138149,YK-2000.2200
138149,PH-0800
138149,PH-2400.1500
138149,YD
138149,TJ-4500
138149,PX
138149,TP
138149,TB-0900.8000-800
138017,HH-8000
138017,HD-8000
138017,PX
138382,PX
138382,BH-8600
139141,BH-3000.3550
139141,TB-7000
139141,TB-3000
139369,YF-8000
139369,YF-8000.1800
139369,TJ-3000
139369,RX-1700
138871,BD-1800.2000
138871,BH-8600
138871,PL-7000
138871,ND-9200
138871,BM-6500.1550
138871,PS-9800
138048,FP-4500
138048,FP-0500
138048,FT-4500
138048,PH-0700
138048,TD-1600
138048,PW
138821,YF-8000.0500
138821,YF-8000.1800
138821,PX
138821,RX-8450.8000
138821,RX-8250
138821,RX-1750
138772,ND-9200
138772,PH-0320
138492,YB-9500.0500
138492,YB-9500.1500
138492,PS-9800
138492,LH-2700
138492,LH-2700.6000
138492,PX
138492,TP
138492,BD-2600.0500
138492,PL-7000
138492,D
138492,PS-9800.9670
138492,YZ-0330
138492,DM
138492,PW
137705,BV-8900
137921,YB-8000
137921,YF-3000.0440
137921,PX
137921,PH-0320.0200
138893,LT-3000
138893,YF-8500
138893,PX
138893,RP-1400.8000-100
138893,PN-8100.1000
137791,YL-3300.4500
137791,BD-1800.2000
137791,PX
137791,PH-2950.3050
137791,PH-2950.1500
138611,FJ-1500
138611,TN-5000
138611,TN-5000.6500
139347,BH-8600
139347,YP
139347,YF-8000
139355,PL-4500.2900
139336,BD-1800.2000
139336,YL-3300.4500
139336,PX
137979,TP
137979,TD-1200
137979,ND-9200
137999,YB-8000
137999,BH-8300
137999,YF-6500
137999,PX
137999,BH-8400.6000-060
138190,L
138190,LL-3000
138190,LF
138190,YF-3000.1480
138190,YK-6500.6600
138190,YF-8000.0500
138190,YB-9500.1500
138190,YB-9500.0500
138190,YK-6500.6600-550
138190,R
138190,YB-9500.3300
138190,YF-8000.1800
138190,LV-6800
138190,YF-3000.1480-120
138190,LF-4900.1500-120
138190,YF-3000.3520
138190,YF-3000.5880
138190,YF-3000.5040
138190,YF-3000.2440
138190,LV-1800
138190,PX
138190,YK-2000.2200
138190,LT-0500.0500
138190,YX-0500.8000
138190,LV-8300.9000
138190,RP-1500
138190,YF-8000.1800-850
138190,PH-1000
138190,LH-6300.5500
138190,RX
138190,RX-1700
138190,PN-8100
138190,RX-8450.8000
138190,RX-0400.1500
138190,RX-8250
138190,PN-8100.0500
138190,LN-9500
137954,YL-3300.4500
137954,PX
137954,BD-1800.2000
137954,BM-6500.1500-150
137954,FT-4500.1800
137954,NT
138303,YF-1800
138303,ND-3500.3600
138303,ND-2000.3500
138303,PX
138303,YF-1800.5000
138303,ND-2000.6500-360
138303,TJ-6500.6300
138303,PL-7000
138303,ND-9000
137992,ND-3500.3600
137992,YL-3300.4500
137992,PX
137992,YP
139313,YF-8000.1800
139313,YF-8000.0500
139313,YS-5000
139313,RX-8500
139313,RX
137706,YB-8000
137706,LH-6600
137706,YF-5000
137706,LT-2800
137706,RF-3300
137706,PX
137706,LV-6800
137706,YF-3200
137706,LF
137706,LH-2700
137706,PH-1000
137706,LH-2700.6000
137706,JR-8200
137706,LH-6300.5500
137706,RP-5000.1500
137706,RP-1400.8000-675
137706,LN-9500
137833,BM-6500.1500
137833,YV-3000.3050
137833,YL-3300.4500
137833,BD-5000.8300
137833,BD-1800.2000
138360,TJ-6500.8000
138360,FN-1900
138360,TJ-3000.8000
138360,PD-7600
138360,RP-1400.8000-070
138360,RP-1400.8000-800
138360,PN-8100.0200
138360,RP-1400.8000-020
138360,RP-1500.1400
139104,PX
139104,R
139104,BD-1800.2000
139104,YL-3300.4500
139104,RD-1900
137783,YF-8000.1800
137783,YF-8000.0500
137783,LR
137783,RX
137783,RX-8500
137783,RX-1700
139374,TP-4000.6800
139374,YF-8000.1800
139374,YF-8000.0500
139374,RX-8450.7900
139374,YF-5000.2150
139374,RX-8470
139374,RX-8250
139374,PN-8100.0500-180
137680,HH-0500.0500
137680,HH-0500.8000-150
137680,HH-0500.2500
137680,PX-2000
137680,HD-6000
139028,BH-3700.3000
139028,YL-3300.4500
139028,BH-3500.3400-450
139028,PX
139028,BH-3900.3000
139028,TJ-3000
138722,FP-0500
138722,TJ-3000
138722,TJ-4500
138722,TJ-6500.6000
138722,YD
138722,PX
138722,FT-6200
138722,PN-8100
138318,TP
138318,TJ-3000.8000
138318,LH-2700.2500
138034,LT-2800
138034,PH-1400
138034,PH-3300.3000
138034,YB-8000
138034,YF-6500
138034,YD
138034,PH-0500
138034,LT-3000
138034,YF-8500
138034,PX
138034,PH-1800.6260
138034,YO-3000.6000-600
138034,PH-0320.3300
138175,TJ-3000
138175,TD-1600.6550
138175,FL
138175,FN-1500
138175,RX
138175,RX-8250
138175,RX-0400.1500
138175,RP-1500.1400
138175,YJ-4850
139379,YF-8000.1800
139379,YS-5000
139379,TJ-3000
139379,R
139379,BH-8600
139379,RX
139379,RX-8500
139379,PN-8100.0500
139379,RX-8450.8000
137700,TJ-4500
137700,TP
137700,YL-3300.4500
137700,YB-8000
137700,TJ-3000
137700,YY
137700,DT-8800
137700,TC-5000
138940,PX
138940,TJ-3000
138940,TP
138940,PS-9800
138940,YB-9500.0500
138940,PW-9000
138581,PL-7000.4300
138581,PN-8100
139733,BH-3700
139733,TJ-3000.8000
139571,LH-2700
139571,YF-3000.2320
139571,TJ-3000
139571,LH-6600
139571,TP
139571,PX
139571,LH-2600
139571,TJ-6500.8000
139175,YL-3300.4500
139175,PX
139175,BH-3500
139124,ND-2000.1500-160
139124,HH-0500.2500-250
139124,HL-8000.8000
139124,YL-3300.4500
139124,TJ-3000
139124,PS-9800
139124,HH
139124,HD-6000
139124,H
139048,YL-3300.4500
139048,YB-8000
139048,YF-6500
139048,DT-8800
138677,LH-5000
138677,LL-3000
138677,L
138677,YF-3000.3520
138677,LV-1600
138677,YF-3000.1480
138677,LR
138677,R
138677,YF-5000
138677,RM-3300.6600
138677,YF-3000.2440
138677,LH-2700
138677,LR-6600
138677,LR-8000.8000-820
138677,LV-6800
138677,PX
138677,YB-9500.0500
138677,YB-9500.1500
138677,YF-6500
138677,YF-1500.8000
138677,YF-3000.0360
138677,RF-2000
138677,JP-1500.1700-050
138677,YF-3200
138677,LV-3300.3100
138677,YB-9500.3300
138677,JR-8200
138677,LV-1800
138677,RF-3300
138677,RF-2500
138677,LF
138677,YF-3000.0800
138677,YF-3000.3280
138677,LV-8300.9000
138677,LF-4900.2150
138677,YK-6500.6600
138677,LT-1750.0500
138677,YF-3000.1300
138677,YF-9000
138677,RP-5000.1500
138677,RP-6400.8000-620
139144,PX
139144,PD
139144,PD-9000.6000
139144,PD-7600.0100
139144,PD-7600.1500
139144,PD-9000.7000
137913,PH-1000
137913,ND-2000.6500-360
137913,ND-3500.3600
137913,YL-3300.4500
137913,ND-2000.9000
137913,ND-2000.6500-380
137913,PL-7400.1500
137913,YP
137913,YL-3500.1900
138091,YB-9500.0500
138091,YB-9500.1500
138091,YF-5000
138091,R
138091,YF-5000.2100
138091,YF-8000.1800
138091,YF-8000.1800-850
138091,YJ-0500.0300
138091,RF-2000
138091,TJ-6500.6300
138091,PX
138091,PH-1000
138091,RP-1500.3400-650
138091,RP-1500
138091,RR
138091,RP-1400.8000-050
138091,RP-1400.8000-675
138091,RX-8450.8000
138091,RX
138091,YF-5000.5050-170.50
138091,RP-5000.1500
138091,RP-6400.8000-620
138091,PN-8100
137895,YP
137895,BH-8600
137895,YS-5000
137695,PL-7000
137695,PL-6600
137695,PX
137695,PH-1250
139245,YF-5000
139245,PH-1000
139245,R
139245,RP-1500
139245,RP-1500.3400-650
139245,YF-5000.2100
139245,TJ-3000
139245,RM-3300.6600
139245,PH-6200.8400
139245,BH-8600
139245,LR
139245,ND-2000.6500-360
139245,ND-3500.3600
139245,ND-2000.3500
139245,PX
139245,RR-8800.5100
139245,LR-3200
139245,YB-9500.0500
139245,ND-9000
139245,RP-6400.8000-600
139245,RP-1400.8000-675
139245,RP-6400.8000-650.64
139245,RP-5000.1500
139245,PN-8100
139245,RP-6400.8000-620
139245,RX-8450.8000
137627,LH-6300.3650
139074,PX
139074,TP
139074,BD-1875.2000
138470,YL-3300.4500
138470,DT-8800.8500
138571,BH-1800
138571,YV-3000.3050
138571,PX
138571,YV-3000.3000
138571,YK-6500.8000-830
138571,YS-2000.9500
138166,TD-1600
138166,ND-9200
138166,PD-7600
139176,LJ-2000.6500
139176,LJ-2000.6500-700
139176,PH-0300
139176,ND-9200
138575,PX
138575,ND-2000.3500
138575,ND-2000.6500-360
138575,YF-1800
138575,LR-3200
138575,ND-3500.3600
138575,ND-2000.9000
138575,PH-1000
138575,ND-9000
138575,YF-1800.5000
138575,PH-3300.8030
138575,BH-8400
139409,TJ-3000
139409,LR-1700
139409,YF-1800
139409,LF-7000.1700
139409,YD
139409,TJ-1800.3300-850
139409,YF-1800.0400
138336,YL-3300.4500
138336,PX
138336,BD-1800.2000
138336,YY-0500.9500
138234,TD-1200
138234,PX
138234,TB-7000.6000
138234,TP
138234,YL-3300.4500
138644,TJ-3000
138644,BD-1800.2000
138644,BD-1800.2250
138644,YL-3300.4500
138644,PX
138644,FT-4500.1800
138644,NT
138069,LH-2600.6500
138069,TJ-3000
138069,LH-2600
138715,YF-6500
138715,L
138715,LH-2700
138715,LF
138715,YF-3000.3520
138715,LL-3000
138715,LT-3400
138715,LJ-2000
138715,LH-2600.6500
138715,LR
138715,YF-1500.8000
138715,TJ-6500.8000
138715,LR-6600
138715,LR-6200
138715,LR-8000.8000-820
138715,LH-2700.2000-150
138715,LH-2700.2000
138715,YB-8000
138715,YB-9500.3300
138715,PX
138715,LF-4900.1500-120
138715,LV-6800
138715,LH-2600
138715,YK-6500.6600
138715,RX-8450.7900
138715,PN-8100
139782,BH-3700.3000
139782,YZ-1530
139782,TB-7000.6000
139782,TD-1600.6000
139782,TB-0900.8000-800
139782,DM-6500
139782,DM-1800.5000
138932,YF-8000.0500
138932,YF-8000.1800
138932,R
138932,RX-8450.8000
138932,RX-0400.1500
138932,PN-8100
138932,RX
138932,RX-1750
138932,RX-8500
139126,YL-3300.4500
139126,BD-1800.2000
139126,FT-4500.1800
139126,BV-8900
139126,BV-8900.9300-950
137896,PL-6400.1500
137896,PL-6400.1500-180
137896,YL-3300.4500
137896,HL-8700
137896,YB-9500.1500
137896,YS-5000
137896,PX
137896,BD-1800.2000
137896,ND-2000.3500
137896,PS-9800
137896,PH-1250.1800
137896,PH-2950
137896,PH-2950.1500
137896,PH-2950.3050
139280,YH-6000.3100
139280,TJ-3000
139280,PX
139280,TP
139280,TJ-6500.8000
139280,BH-3700.3000
139280,TB-0900.8000-800
139280,TE
139815,BD-1800.2000
139815,ND-9200
139815,TI-1800.1500
139815,TI-1800.3000
137796,YL-3300.4500
137796,BM-6500.1500-150
137796,BD-1800.8200-250
137796,BD-1800.2000
137796,FT-4500.1800
137796,NT
137796,BD-1800.8200-400
138761,YK-6500.6600-550
138761,YK-6500.6600
138761,LJ-2000
138761,LJ-2000.1000-200
138761,YS-2000.9500
138761,RP-1500.1400
138356,TB-0900.8000-800
138356,ND-9200
139021,YS-5000
139021,PX
139021,YF-8000.0500
139021,YF-8000.1800
139021,YL-3300.4500
139021,RX-8500
139021,RX
138023,YB-8000
138023,BD-5000.1500
138023,LH-5000
138023,PL-7000
138023,PH-1000
138023,BT
138023,BT-4500.6500-800
138023,NS-8000.5000
138023,PX
138023,LH-3000
138023,FP-0500
138023,TD-1600.3100-800
138023,BT-4500.6500-170
138023,YL-3300.4500
138023,PH-7000
138023,PH-3300.3000
138023,YF-6500
138023,DT-8800
139136,BH-8600
139136,YS-5000
139136,YF-8000
139136,PX
139136,YF-8000.0500
139136,YF-8000.1800
139136,YP
139136,RX-8500
139769,TJ-6500.8000
139769,BH-1800.3500
139769,RR-5150
139769,LF-4900.2400
139769,TC-1700
139769,RX-8250
137674,LH-0600.9000-250
137674,LH-5000
137674,YL-3300.4500
137674,LH-5100
137674,NT
139432,L
139432,LT-2800
139432,PH-1400
139432,PH-3300.3000
139432,BT-4500.6500-500
139432,PX
138567,YB-9500.0500
138567,YB-9500.1500
138567,PL-6600
138567,PL-7000
138567,PH-6100.6800
138567,YV-3000.3050
138567,BH-8600
138567,YB-9500.3300
138567,YK-6500.8500
138567,PS-9800
138567,HD-1800
138567,PH-2360.2400
138567,PS-6500
138567,PL-7400
138567,PH-2360
138567,YB-9500.4500
138567,YS-5000
138567,PX
138567,YK-2000.2200
138567,PH-1250.1800
137605,FP-0500
137605,TD-1600
138038,LE
138038,LD
138038,LF-7000
138038,LN-1500
138038,LT-3400
138038,RR-1800
138038,PH-8000
138038,PH-1000
138038,LF-4900.2400
138038,LH-2600.1700
138038,LH-2600.6500
138038,RP-5000
138038,RP-6400.8000-600
138038,RX-8470
139345,YL-3300.4500
139345,R
139345,YZ-5000
139345,YF-5000
139345,YV-3000
139345,LN-5000
139345,RP-5000.1500
139345,RP-5000
139345,RP-5000.5000
139345,RP-1400.8000-675
138629,TJ-3200.2500
138629,TJ-3000
138629,PX
138629,TH-1700
138629,TH-1700.1800
137839,BM-6500.1500
137839,YL-3300.4500
137839,PX
137839,BD-1800.8200-250
137839,BD-1800.2000
137839,BD-1800.8200-400
137742,YB-9500.0500
137742,YX-0500
137742,YB-9500.1500
137742,YB-9500.3300
137742,PX
139365,BD-1800.2000
139365,BM-6500
139365,PX
138615,YF-3000.4800
138615,LH-2700
138615,TJ-6500.8000
138615,PX
138615,TJ-3000
138615,TD-1200
138615,NT
138615,PN-8100
138615,PN-8100.3000
139463,PH-6200.8400
139463,HL-8700
139463,PS-9800
139463,RF-2500
139463,RF-3300
139463,LR-3200
139463,ND-2000.9000
139463,ND-9200
139463,ND-2000.1500
139463,ND-2000.3500
139463,RF-2000
139463,DM
139463,PH-1250
139463,RP-1400.8000-050
139463,RX-8450.8100
138712,BH-8300
138712,HD-1800.3000
138712,HD-1800
138712,YB-9500.3300
138712,YB-9500.1500
138712,BH-1800
138712,YL-3300.4500
138712,YF-6500
138712,YK-2000.2100
138712,YK-2000.2200
138712,YB-8000
138712,BT
138712,PX
138517,LV-1600
138517,LJ-2000
138517,L
138517,LH-2700
138517,LF
138517,FN-1500.1900-800
138517,YK-6500.6600
138517,YF-3000.7740
138517,YF-3000.8760
138517,YF-8000.1800
138517,JP
138517,LH-2700.6000
138517,YF-9000
138517,YK-6500.6600-550
138517,YF-8000.0500
138517,LT-1750.0500
138517,PH-1000
138517,YB-9500.0500
138517,YB-9500.1500
138517,YB-9500.3300
138517,LT-2800
138517,BT
138517,BT-4500.6500-500
138517,DF-7000
138517,DF-7000.1200
138517,YF-5000
138517,LF-4900.2150
138517,LV-2400
138517,R
138517,RF-3300
138517,YF-8000.1800-850
138517,LF-4900.2000-250
138517,YB-8000
138517,LV-6800
138517,YF-3000.2560
138517,LT-3400
138517,TJ-6500.6300
138517,TJ-6500.8000
138517,YF-6500
138517,JR-8200
138517,PH-6100.6800
138517,FP-0700.5000
138517,JR-8400.1500
138517,LJ-8000.8500
138517,YF-5000.0500-600
138517,YF-5000.2100
138517,LJ-5000.6500
138517,JD
138517,LF-4900.2050
138517,YF-3200
138517,YF-3000.3520
138517,YF-3000.3280
138517,YF-3000.1480-150
138517,PH-6200.8400
138517,YF-3000.1480-120
138517,PX
138517,PD
138517,NT
138517,PD-9000.7000
138517,RX
138517,RX-8250
138517,RX-8450.7900
138517,YF-5000.5050-170.50
138517,RP-1400.8000-675
138517,RX-8500
138517,TE-1000.1000
138517,RP-6400.8000-620
138517,RP-5000.1500
138517,RP-1400.8000-070
138517,RX-0400.1500
138517,RX-8450.8100
138517,RP-1400.8000-020.15
138517,YJ-4850
138623,TJ-3200
138212,YL-3300.4500
138212,BD-1800.2000
137592,FP-0500
137592,TJ-3000
137592,ND-2000.6500-360
137592,ND-3500.3600
137592,ND-2000.1500-160
137592,PX
137592,HH-0500.2500-250
137592,ND-2000.3500
138393,BH-8300
138393,BH-3700.3000
138393,FP-4500
138393,TB-7000.6000
138393,PX
138393,BH-3000.3550
138393,YL-3300.4500
138393,BH
138393,YB-8000
138393,TJ-3000
138393,BH-3900.3050
138393,D
138393,BH-3900.7500
138393,DM-1800.5000
137832,YL-3300.4500
137832,BD-1800.2000
137832,BD-1800
137840,TJ-6500.6300
137840,YF-8000.1800
137840,YF-8000.0500
137840,PX
137840,BD-1800.2000
137840,YL-3300.4500
137840,YB-8000
137840,HH-0500.2500-250
137840,PH-1400
137840,RX
137840,PN-8100.0500
137908,YL-3300.4500
137908,BD-1800.2250
137908,BD-1800.2000
139271,YB-9500.1500
139271,PS-9800
139271,HH-0500.2500-250
139271,PX
139271,YB-9500.0500
139271,PL-6400.1500
139271,PL-6400.1500-180
139271,HH-4500
139271,PH-1250.1800
139807,RM-6500
139807,RF-3300
139807,RF-2500
139807,RF-2000
139807,PH-6100
139807,RP-1400.8000-070
139807,RP-5000
137975,TJ-6500
137975,RX-8450.8000
137975,RX-1750
137975,RX-8250.0500
137975,RX-8250.0550
137975,RX-0400
137975,RX-8250.1700
137975,RX-8450.8100
139316,YH-6000.6000
139316,PH-1000
139316,BT
139316,BT-4500.6500-500
139316,BT-4500.6500-800
139316,R
139316,RF-3300
139316,RF-2000
139316,YF-5000
139316,TJ-3000
139316,L
139316,LH-2600
139316,YF-8000.0500
139316,YF-8000.1800
139316,RP-6400.8000-600
139316,RX
139316,RX-8450.8000
137709,HH-4500
137709,TI-1800.8100
137709,ND-9200
137709,TJ-6500
138298,YF-1800
138298,YF-1800.5000
138298,LR-3200
138298,PH-6200.1500
138298,PX
138298,TI
138298,DM
138298,PH-2950.3050
138399,YF-8000.0500
138399,YF-8000.1800
138399,TJ-6500.6300
138399,LV-1600
138399,R
138399,RF-3300
138399,TP
138399,LV-1600.5000
138399,RX
138399,RX-8450.8000
138399,PN-8100.0500-070
139331,TJ-3000
139331,YZ-9800
139331,R
139331,RP-1400.8000
139108,BD-5000.8300
139108,YL-3300.4500
139108,BM-6500.1500
139108,TI
137787,FN-1900
137787,FL
137787,FP
137787,PX
137787,YJ-9000
137787,YX
137787,FT-3000.1600
137787,FT-1500
137787,YX-0300.0150
137787,YX-0300.0190
139384,FT-3500
139384,FT-3550
138903,BM-6500.1500
138903,BD-1800.2000
138903,ND-9200
137704,RP-1500
137704,RP-1500.3400
137704,BH-1800.1500
137704,TJ-3000.8000
139117,BD-1800.2000
139117,YL-3300.4500
139117,PX
139109,YB-8000
139109,PH-1400
139109,BT-4500.6500-800
139109,PH-3300.3220
139109,PH-7000
139109,HL-8120.7980-700
139763,DT-8800.9300
139763,DT-8800
139763,DT-8700
137914,YL-3300.4500
137914,BD-1800.2000
139445,FN-1900
139445,YP
139445,FP-4500
139445,FT-1500
139445,FL
139445,YX
138449,YR-3500
138449,YF-3000.8400
138449,TJ-3000
138306,RX-8500
139822,ND-9200
139822,RX-8450.7000
139712,LT-2800
139712,PH-3300.6500
139712,PH-1400.1900-230
137741,YB-9500.1500
137741,YP-3500
137741,YF-5000
137741,YB-9500.0500
137741,PX
137741,BH-8400
137741,PH-2950.3050
138604,YF-8000.0500
138604,YJ-1550
138604,PL-7000.4300
138604,YF-5000.2150
138604,RX
138604,YF-5000.2150-050
138604,PN-8100
138428,YL-3300.4500
138428,PX
138428,BD-1800.2000
138428,BM-6500.1550
138428,TI
138428,TI-1800.2000
138012,LH-2700
138012,TJ-3000
137685,YB-8000
137685,PL-6400.1500
137685,YF-1800
137685,YF-6500
137685,PL-6600
137685,PL-7000
137685,PL-6400.1500-180
137685,PL-6400.1500-850
137685,YF-1800.5000
137685,PX
137685,PH-1250.1800
138754,FP-0500
138754,PL-6400.1500
138754,TD-1200
138754,YF-3000.0920
138754,LH-2700
138754,PX
138754,PL-6400.1500-850
138754,TJ-6500.8000
138754,JP
138754,YB-9500.0500
138754,YB-9500.1500
138754,FT-6200
138754,JD
138754,YH-6000.3100
138754,RX-8450.7900
137829,YF-1800.5000
137829,YF-1800
137829,LR-3100.1800
137829,PH-0320
139372,BD-1800.2000
139372,BM-8500
139372,TI-1800.1500
139372,TI-1800.4500-900
138139,YV-3000.3050
138139,PX
138139,YP
138139,BH-8600
138139,TJ-6500.8000
138139,RX-8500
138139,RX
138526,BM-6500.1500
138526,YV-3000.3050
138526,YL-3300.4500
138526,BD-5000.8300
138526,PH-2950
138526,PH-2950.8500
138672,FP-0500
138672,YX
138672,FN-1900
138672,TJ-3000
138672,PX
138672,TJ-4500.4400
138672,FN-1900.0500
138672,YX-1500
138672,TJ-6500.8000
138672,PN-8100
138672,RP-1400.8000-160
138729,YK-6500.6600
138729,YK-6500.6600-550
138729,LJ-5000.1000
138729,LJ-5000.1500
138729,LJ-5000.1500-650
137633,LH-2700.2000
137633,TH-2600
137633,RF-3300
137633,TH-1500.1700
137633,TH-2300
137633,TH-2900.1780
137633,JR-8200.2500
137633,LH-0500.0900
137633,ND-9200
137633,NT-8900
137633,RP-1400.8000-325
139697,PX-1800.9000
139697,YY
139697,YF-5000.1700-100
139697,YF-1800
139697,LR-3100.1800-190
139697,YF-6500
139697,LR-6600
139697,YF-5000
139697,YF-1800.5000
139697,PX
139212,YB-9500.0500
139212,PX
139212,PS-9800
139212,H
139212,TP
139212,PH-1400.5000-100
139212,TP-3000.8000
139212,PH-6200.8600
139212,PH-6200.4500
139413,YF-3000.1480-680
139413,YS-5000
139413,YH-6000.0250
139413,LF
139413,LH-2700
139413,YF-3000.1480
139413,LV-8300.9000
139413,TJ-3000
139413,LH-2600
139264,TJ-3000
139264,YV-3000.3050
139264,YF-8000.1800
139264,YF-8000.0500
139264,TI
139264,YF-3000.0270
138007,YL-3300.4500
138007,BD-1800.8200-250
138007,BD-1800.2000
138007,BD-1800.8200-400
137795,YL-3300.4500
137795,BD-5000.8300
137795,YV-3000.3050
137600,TJ-3000
137600,PX
137600,YK-8000.0500
137600,PH-0300.0400
137600,PH-0300
137600,PH-0300.0600
137600,YK-6500.0500
138747,LR-6200
138747,LR-6600
138747,LT-2800
138747,LH-2700.6000
138747,LR-8000.8000
138573,YL-3300.4500
138573,BD-1800.2000
138573,YV-3000
138573,FT-4500.1800
138573,NT
139364,YF-8000.0500
139364,YF-5000.2100
