current_parent_categories,name,id,location_name,new_category,new_subcategory,clear_categories
"Food, Goods",Church of the Guardian Angel Pantry,140068,Church of the Guardian Angel Pantry,Food,Food Pantry ,
"Food, Goods",Lansdowne Church of God,141960,Lansdowne Church of God,Food,Food Pantry ,
"Food, Goods, Age Group",Food and Clothing Pantry,144543,Abbott Memorial Presbyterian Church,Food,Food Pantry ,
"Food, Goods, Age Group, Race/Ethnicity",Food Pantry and Clothing (Alimentos y ropa),139923,Assisi House,Food,Food Pantry ,
"Food, Goods, Health, Age Group, Health Specialties","Baltimore City Health Dept., WIC - Bon Secours Community Center",143792,"Baltimore City Health Dept., WIC - Bon Secours Community Center",Food,WIC,
"Food, Goods, Health, Age Group, Health Specialties","Baltimore City Health Dept., WIC - Harford Clinic",143791,"Retired and Senior Volunteer Program, Baltimore City",Food,WIC,
"Food, Goods, Health, Age Group, Health Specialties","Baltimore City Health Dept., WIC",142771,Dunbar Day Care Center,Food,WIC,
"Food, Goods, Health, Age Group, Health Specialties","Baltimore City Health Dept., WIC Express",143793,"Baltimore City Health Dept., WIC Express",Food,WIC,
"Food, Health",Meal Delivery (Entrega de Comida),144925,Meals on Wheels (Se Habla Español),Food,Food Delivery,
"Food, Health",Medical Nutrition Therapy (Terapia de nutrición médica),145168,Moveable Feast (Se Habla Español),Food,Food Delivery,
"Food, Housing",Room and Board (Alojamiento y Comida),145156,"Triage, Respite, and Isolation Center at The Lord Baltimore Hotel (Se Habla Español)",Substance Use,Harm Reduction Treatment,
"Food, Housing",Earl's Place Baltimore,144374,Earl's Place Transitional Housing,Housing,Transitional Housing,
"Food, Housing, Care, Age Group, Armed Forces, Disability, Gender & Sexuality",Emergency Shelter,144882,Weinberg Housing Resource Center,Housing,Transitional Housing,
"Food, Housing, Care, Family Friendly",Baltimore City Nurse Family Partnership,145329,Baltimore City Nurse Family Partnership,Health,General Population,
"Food, Housing, Health, Age Group, Housing",Beans and Bread,141495,Beans and Bread,Food,Food Pantry ,
"Food, Housing, Health, Education, Work, Age Group, Armed Forces, Criminal History, Disability, Gender & Sexuality, Health Specialties, Languages, Race/Ethnicity",Occupational Therapy,144247,"Mosaic Community Services, Baltimore City",Substance Use,Treatment Centers,
"Food, Housing, Health, Work, Age Group, Citizenship, Criminal History, Disability, Employment, Gender & Sexuality, Income, Insurance Accepted, Languages, Race/Ethnicity, Documents Needed",Psychiatric Rehabilitation Program (PRP),144246,"Mosaic Community Services, Baltimore City",Substance Use,Inpatient,
"Food, Transit",Application (Solicitud),145167,Moveable Feast (Se Habla Español),Food,Food Delivery,
"Gender & Sexuality, Family Friendly",Counseling and Case Management,144220,Marian House (substance treatment center),Substance Use,Treatment Centers,
Goods,Ruth's Closet,145231,House of Ruth,Goods,Clothing + Clothing for Jobs,
Goods,Surprise Shop,140640,Surprise Shop,,,clear
Goods,Monthly Clothing Closet,144567,The Pride Center of Maryland,Goods,Clothing + Clothing for Jobs,
"Goods, Age Group",Attire-4-Hire,144722,Franciscan Center,Goods,Clothing + Clothing for Jobs,
"Goods, Age Group",Clothing & Toiletries,144723,Franciscan Center,Goods,Clothing + Clothing for Jobs,
"Goods, Age Group",Free Hygiene Products,144917,Parts of Peace,Goods,Hygiene Items,
"Goods, Age Group",Thrift Store,144367,"Goodwill Industries of the Chesapeake, Inc.",Goods,Clothing + Clothing for Jobs,
"Goods, Health","Women, Infants & Children (Mujeres, Bebés y Niños)",144935,Baltimore City Health Department Maternal and Child Health Services (Se Habla Español),Goods,Baby Supplies,
Health,Mental Health/Co-Occurring Services,144128,"Gaudenzia, Inc.",,,
Health,General Services,144799,St. Agnes,,,
Health,General Services,144801,Highlandtown,,,
Health,General Services,144800,Belair Edison,,,
Health,General Services,144804,Reisterstown Road Plaza,,,
Health,General Services,144802,Belvedere Avenue,,,
Health,Wellness Sessions,145136,Baltimore Harm Reduction Coalition,,,
Health,Community Health,144736,Centro SOL,,,
Health,Dental Referrals and Support,145145,Franciscan Center,,,
Health,Free Medication Delivery,145016,Medstar Union Memorial Pharmacy,,,
Health,Free Medication Delivery (Entrega de Medicamentos Gratis),145015,Johns Hopkins Hospital Pharmacy (SALUD -- Se Habla Español),,,
Health,Mental Healthcare,144866,COVID-19 -- Thrive,,,
Health,Healthy Teens & Young Adults (Adolescentes Sanos y Adultos Jóvenes),144934,Baltimore City Health Department Maternal and Child Health Services (Se Habla Español),,,
Health,Healthcare (Cuidado de la Salud),145157,"Triage, Respite, and Isolation Center at The Lord Baltimore Hotel (Se Habla Español)",,,
Health,"Total Health Care Inc., Substance Abuse Program",140652,"Total Health Care, Inc.: Saratoga Street",,,
Health,Online Mental Health Screenings (Exámenes de Salud Mental En Línea),145090,Mental Health America (Se habla español),,,
Health,Health (Salud),144857,Centro SOL (Se Habla Español),,,
Health,Therapy Directory,145093,Therapy for Black Girls,,,
Health,Crisis Stabalization,145273,Tuerk House Main Campus,,,
Health,Partial Hospitalization,145275,Tuerk House Main Campus,,,
Health,Medication-Assisted Treatment,145277,Tuerk House Main Campus,,,
Health,Residential Treatment,145278,Howard House for Men,,,
Health,Residential Treatment,145279,Nilsson House for Women,,,
Health,Medication-Assisted Treatment,145285,Weisman- Kaplan House (Men),,,
Health,Medication-Assisted Treatment,145286,"Sister Augusta Reilly, R.S.N. Home for Women in Recovery (Coming soon)",,,
Health,Medication-Assisted Treatment,145287,Howard House for Men,,,
Health,Medication-Assisted Treatment,145288,Nilsson House for Women,,,
Health,Virtual Grief Counseling,145295,Virtual Bereavement Group,,,
Health,Methadone Administration,144149,Belair Health Solutions,,,
Health,DBSA Support Groups (Grupos de Apoyo),145017,Depression and Bipolar Support Alliance (Se habla español),,,
Health,Eyeglass Support Services,145137,Franciscan Center,,,
Health,Drug Court 3.1 and 3.3,144083,"A Step Forward, Inc.",,,
Health,Prescription Support Services,145144,Franciscan Center,,,
Health,TB & Pregnancy Tests,144153,Belair Health Solutions,,,
Health,Emergency Dental Care (Cuidado dental de emergencia),144936,Baltimore City Health Department Clinical Services (SALUD -- Se Habla Español),,,
Health,Sexual Health Clinics (Clínica de ETS),144937,Baltimore City Health Department Clinical Services (SALUD -- Se Habla Español),,,
Health,OUTPATIENT MENTAL HEALTH CLINIC,144053,"All Walks of Life, LLC",,,
Health,WARMLine,145316,Maryland Volunteer Lawyers Services,,,
Health,Overdose Prevention,144163,"Bon Secours, New Hope Treatment Center",,,
Health,PSYCHIATRIC REHABILITATION SERVICES,144072,"All Walks of Life, LLC",,,
Health,"Baltimore City DSS, Public Assistance to Adults (PAA)",143525,"Baltimore City DSS, HEESU",,,
Health,"Baltimore City DSS, Temporary Disability Assistance Prog. (TDAP)",141317,"Baltimore City DSS, HEESU",,,
Health,Primary Care,144180,"Bon Secours, Adapt Cares",,,
Health,Methadone Maintenance Treatment (MMT),144181,"B.N.J. Health Services, LLC",,,
Health,Intensive Outpatient Therapy,144182,"B.N.J. Health Services, LLC",,,
Health,Outpatient Program,144183,"B.N.J. Health Services, LLC",,,
Health,Substance Use Disorder,144185,"Bridging The Gap Services, LLC",,,
Health,Medication Assisted Therapy,144186,"Bridging The Gap Services, LLC",,,
Health,Narcotics Anonymous (NA) - 12 Step Program,144189,"Bridging The Gap Services, LLC",,,
Health,Outpatient Program (OP),144192,"By Grace, Inc (counseling services)",,,
Health,Intensive Outpatient Program (IOP),144191,"By Grace, Inc (counseling services)",,,
Health,Community-Based Education and Training,144425,Community Asthma Program,,,
Health,"Baltimore City Health Department, Administration",142579,"Baltimore City Health Department, Administration",,,
Health,Medicated Assisted Treatment,144199,"CCG Brooklyn, MD Treatment Center Location",,,
Health,Medicated Assisted Treatment,144201,"CCG Frederick, MD Treatment Center",,,
Health,Medicated Assisted Treatment,144202,"CCG Brooklyn, MD Treatment Center Location",,,
Health,Psychiatric Rehabilitation Program,144433,Changing Lives at Home,,,
Health,Substance Abuse Outpatient Treatment (OP),144111,"BACHS Healthcare, LLC - Baltimore",,,
Health,"Complete Wellness, Inc",144205,The Complete Wellness Mission,,,
Health,Suboxone,144434,Changing Lives at Home,,,
Health,Medication Management,144435,Changing Lives at Home,,,
Health,MEDICATION ASSISTED THERAPY,144207,"Omnis Health Life, LLC",,,
Health,Outpatient Mental Health Care,144436,Changing Lives at Home,,,
Health,Substance Use Treatment,144437,"Chase Brexton Health Services, Inc., Baltimore",,,
Health,Substance Abuse Treatment,144085,ABA Health Services,,,
Health,Outpatient Programs (OP),144262,"Mountain Manor Treatment Center, Highlandtown",,,
Health,Intensive Outpatient Programs (IOP),144263,"Mountain Manor Treatment Center, Highlandtown",,,
Health,Dental Care,144270,"Native American Lifelines, Inc.",,,
Health,Health Promotion/Disease Prevention,144271,"Native American Lifelines, Inc.",,,
Health,Back to School Dental Day,144282,"Native American Lifelines, Inc.",,,
Health,Methadone Treatment,144294,Northern Parkway Treatment Services,,,
Health,Intensive Outpatient Program (IOP),144308,"Organization of Hope, Inc.",,,
Health,Intensive Outpatient Program (IOP),144323,Port Recovery,,,
Health,Medical Care,144329,"Health Care for the Homeless, Inc., Baltimore City",,,
Health,Dental Care,144330,"Health Care for the Homeless, Inc., Baltimore City",,,
Health,Outpatient Program (OP),144344,"Healthy Lives, LLC",,,
Health,Outpatient Program (OP),144347,House of Change Behavioral Health,,,
Health,Intensive Outpatient Program (IOP),144343,"Healthy Lives, LLC",,,
Health,Intensive Outpatient Programs (IOP),144346,House of Change Behavioral Health,,,
Health,Onsite PRP Partnerships,144355,House of Change Behavioral Health,,,
Health,Intensive Outpatient Program (IOP),144359,Huber Rehabilitation Services,,,
Health,Outpatient Program (OP),144358,Huber Rehabilitation Services,,,
Health,Intensive Outpatient Program (IOP),144370,Johns Hopkins Bayview Medical Center - Community Psychiatry Program,,,
Health,Intensive Outpatient Program (IOP),144232,"MISHA House, LLC",,,
Health,Outpatient Program (OP),144234,"MISHA House, LLC",,,
"Health, Age Group",Free Medication Delivery,145014,CVS Pharmacy,Health,Access to Care (Insurance/ Prescription Assistance),
"Health, Age Group",NAMI Connection Metropolitan Baltimore Virtual Health Events,145018,National Alliance on Mental Illness,Mental Health,Crisis,
"Health, Age Group",Connect With a Therapist,145102,Black Mental Health Alliance,Mental Health,Counseling Services ,
"Health, Age Group",Medical Services,144442,"Family Health Centers of Baltimore, Cherry Hill Center",Health,General Population,
"Health, Age Group",Intensive Outpatient Program (IOP),144287,New Vision House of Hope,Substance Use,Outpatient,
"Health, Age Group, Disability, Health Specialties",Outpatient Mental Health,142752,"Affiliated Sante Group, Montgomery County",Substance Use,Outpatient,
"Health, Age Group, Disability, Health Specialties, Race/Ethnicity, Substance Use Treatment Preferences",Sheppard Pratt at Howard County,142309,Way Station at Howard County,,,clear
"Health, Age Group, Gender & Sexuality, Health Specialties, Housing, Documents Needed, Substance Use Treatment Preferences",Spritual Recovery Program,145335,Helping Up Mission,Substance Use,Treatment Centers,
"Health, Care, Health Specialties",Hotline,144586,Alzheimer's Association: Greater Maryland Chapter,,,clear
"Health, Insurance Accepted, Substance Use Treatment Preferences",Mental Health Services,144081,"A Step Forward, Inc.",Mental Health,Counseling Services ,
Housing,Transitional Housing,144315,"Organization of Hope, Inc.",,,
Housing,Residential Inpatient,144317,"Organization of Hope, Inc.",,,
Housing,Help Securing Temporary and Permanent Housing,144334,"Health Care for the Homeless, Inc., Baltimore City",,,
"Housing, Age Group",Housing,144071,Catholic Charities Basilica Place,Housing,Transitional Housing,
"Housing, Age Group",Emergency Shelter,144821,House of Ruth,Housing,Transitional Housing,
"Housing, Age Group",Low Income Senior Citizen Water Discount Program,144673,Southern Community Action Partnership Center,Utilities,Utility Assistance,
"Housing, Age Group",Low Income Water Assistance Program,144672,Southern Community Action Partnership Center,Utilities,Utility Assistance,
"Housing, Age Group",Office of Home Energy Programs,144674,Southern Community Action Partnership Center,Utilities,Utility Assistance,
"Housing, Age Group",Renters/Homeowners Tax Application Assistance,144675,Southern Community Action Partnership Center,Utilities,Utility Assistance,
"Housing, Age Group, Armed Forces",Transitional Housing,144716,Maryland Center for Veterans Education and Training,Housing,Transitional Housing,
"Housing, Age Group, Gender & Sexuality, Health Specialties, Housing",Transitional housing,145317,Earl's Place,Housing,Transitional Housing,
"Housing, Age Group, Gender & Sexuality, Housing",Supportive Housing,144421,Baltimore Outreach Services,Housing,Transitional Housing,
"Housing, Age Group, Health Specialties, Housing",Permanent Housing Program,144687,"At Jacob's Well, Inc.",,,clear
"Housing, Age Group, Housing",Day and Resource Center,144702,"Arundel House of Hope, Day and Resource Center",,,clear
"Housing, Age Group, Housing",Transitional Housing,143905,"Arundel House of Hope, The Fouse Center",,,clear
"Housing, Armed Forces, Criminal History, Housing",Subsidized permanent housing,144747,"Project PLASE, Inc.",Housing,Section 8 Or Public Housing Applications,
"Housing, Education",Rental assistance & Housing,145315,Un Nuevo Comienzo Program,Housing,Rental Assistance,
"Housing, Income, Documents Needed",Fuel Fund Assistance,144900,GEDCO CARES,Utilities,Utility Assistance,
"Housing, Legal, Age Group, Armed Forces, Criminal History, Housing, Income",Homeless Persons Representation Project,140265,Homeless Persons Representation Project,Legal,Reduced-Fee Services/ Legal Aid,
"Housing, Money",Eviction Prevention Program,145319,Eastern Community Action Partnership Center,Legal,Eviction,
"Housing, Money",Eviction Prevention Program,145320,Northwest Community Action Partnership Center,Legal,Eviction,
"Housing, Money",Eviction Prevention Program,145321,Southern Community Action Partnership Center,Legal,Eviction,
"Housing, Money",Eviction Prevention Program,145322,Northern Community Action Partnership Center,Legal,Eviction,
"Housing, Money",Eviction Prevention Program,145323,Southeast Community Action Partnership Center,Legal,Eviction,
Legal,Maryland Dept. of Veterans Affairs,140398,"U.S. Citizenship and Immigration Services, Baltimore Field Office",,,
Legal,Alternate Legal Service Providers (Provedores de Servicios Legales Alternativos),145225,Homeless Persons Representation Project (ALOJAMIENTO-- Se Habla Español),,,
Legal,Legal Information links,145227,Maryland Volunteer Lawyers Services,,,
Legal,Intake Services,144914,Maryland Volunteer Lawyers Services,,,
Legal,Legal Assistance,139867,"Alternative Directions, Inc.",,,
Legal,"Pro Se Project, Harford County",141170,"Pro Se Project, Harford County",,,
Money,Eviction Prevention,145296,Fransiscan Center of Baltimore,,,
Money,"Rental Allowance Program, Baltimore City",143857,"Rental Allowance Program, Baltimore City",,,
Substance Use Treatment Preferences,Substance Use Disorder Treatment,144426,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,Pediatric Health Care,144429,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,Psychiatric Evaluation and Care,144427,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,Obstetric Evaluation and Care,144428,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,Family Planning,144431,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,Overnight Stay Service,144430,Johns Hopkins Center for Addiction and Pregnancy (CAP),Substance Use,Treatment Centers,
Substance Use Treatment Preferences,"Baltimore City DSS, Family Support Services",143527,"Baltimore City DSS, Family Preservation Services",Safety,Children,
Transit,Transportation,144887,COVID-19 TRANSPORTATION/FOOD -- CountyRide,,,clear
Transit,Medical Transportation (Transporte médico),145166,Moveable Feast (Se Habla Español),Transportation,Medical Transportation Assistance,
Transit,Taxi Service,144904,MTA MobilityLink (Paratransit) Program,Transportation,Reduced Cost/ Free Transportation,
Transit,Transportation Services,144279,"Native American Lifelines, Inc.",Transportation,Reduced Cost/ Free Transportation,
Transit,Transportation,144318,Port Recovery,Transportation,Medical Transportation Assistance,
"Transit, Age Group, Disability",MobilityLink,144050,Maryland Transit Association,Transportation,,
"Transit, Age Group, Disability, Insurance Accepted, Documents Needed",Seniors Reduced Fare Card Program,144049,Maryland Transit Association,Transportation,,
"Transit, Health, Age Group",Mental Health Services,144729,Thrive Behavioral Health,Mental Health,,
"Transit, Health, Money, Work, Age Group, Armed Forces, Citizenship, Criminal History, Disability, Employment, Gender & Sexuality, Health Specialties, Family Friendly, Housing, Income, Insurance Accepted, Race/Ethnicity, Documents Needed, Special Hours",Vocational Services,144701,"Mosaic Community Services, Baltimore City",,,clear
Work,Employment Services,144756,"Abilities Network, Headquarters",,,clear
Work,"Jewish Community Services, Career Services",140928,Jewish Big Brother & Big Sister League and Jewish Addiction Srvs.,,,clear
Work,Workforce Reception Center,143167,Workforce Reception Center,,,clear
Work,Employment Services,144497,G. 1440 Staffing,,,clear
Work,"Baltimore Housing, Step-Up Program",142725,"Baltimore Housing, Home Ownership & Rehabilitation Services",,,clear
Work,Our Daily Bread Employment Services,143784,Christopher Place Employment Academy,,,clear
Work,Vocational Training and Employment Services,144310,"Organization of Hope, Inc.",,,clear
Work,Workforce Development,144356,House of Change Behavioral Health,,,clear
"Work, Age Group, Disability",Supported Employment Services,144657,The Arc Baltimore at Loch Ridge,,,clear
"Work, Age Group, Disability",Supported Employment Services,144660,The Arc Baltimore at Homeland,,,clear
"Work, Age Group, Disability",Supported Employment Services,144658,The Arc Baltimore at Seton Business Park,,,clear
"Work, Age Group, Disability",Supported Employment Services,144659,The Arc Baltimore at Dundalk,,,clear
"Work, Age Group, Disability",Supported Employment Services,144661,The Arc Baltimore Community Resource Center,,,clear
"Work, Age Group, Disability",Day Services,144650,The Arc Baltimore at Towson,,,clear
"Work, Age Group, Disability",Day Services,144651,The Arc Baltimore at Seton Business Park,,,clear
"Work, Age Group, Disability",Day Services,144652,The Arc Baltimore at Dundalk,,,clear
"Work, Age Group, Disability",Day Services,144648,The Arc Baltimore at Loch Ridge,,,clear
"Work, Age Group, Disability",Day Services,144649,The Arc Baltimore at Woodlawn,,,clear
"Work, Age Group, Disability",Day Services,144653,The Arc Baltimore at Homeland,,,clear
"Work, Age Group, Disability",Day Services,144654,The Arc Baltimore Community Resource Center,,,clear
"Work, Age Group, Disability",Supported Employment Services,144655,The Arc Baltimore at Woodlawn,,,clear
"Work, Age Group, Disability",Supported Employment Services,144656,The Arc Baltimore at Towson,,,clear
"Work, Age Group, Employment",Computer Classes & Job Readiness,144724,Franciscan Center,Employment,Job Training,
"Work, Armed Forces, Employment",Automotive Mechanic Training/ Automotive Painting,144743,Herbert J. Hoelter Vocational Training Center,,,clear
"Work, Criminal History, Employment",Job Placement,144619,America Works of Maryland,,,clear
"Work, Criminal History, Employment",Job Readiness,144620,America Works of Maryland,,,clear
"Work, Employment",CDL Class B License Training,144744,Herbert J. Hoelter Vocational Training Center,,,clear
"Work, Employment",HVAC Training,144745,Herbert J. Hoelter Vocational Training Center,,,clear
"Work, Employment",Drone Training,144746,Herbert J. Hoelter Vocational Training Center,,,clear
,Inpatient and Halfway House Services,144124,"Gaudenzia, Inc.",,,
,Outpatient Services and Assessment Sites,144125,"Gaudenzia, Inc.",,,
,Withdrawal Management/Detoxification/Medication Assisted Treatment (MAT),144127,"Gaudenzia, Inc.",,,
,Family Stability,144708,Center for Urban Families,,,
,Supportive Housing,144131,Grant House Women's Location,,,
,Independent living services,144789,"Abilities Network, Headquarters",,,
,"Baltimore City Police Department, Southeastern District",141213,"Baltimore City Police Department, Southeastern District",,,
,"Baltimore City Police Department, Northern District",141216,"Baltimore City Police Department, Northern District",,,
,"Baltimore City Police Department, Northwestern District",144641,"Baltimore City Police Department, Northwestern District",,,
,"Women, Pregnant Women and Women with Children's Services",144126,"Gaudenzia, Inc.",,,
,Housing,144130,"Gaudenzia, Inc.",,,
,B'More for Healthy Babies,144061,Baltimore City Health Department Maternal & Child Health,,,
,Senior Outreach Service,142168,Senior Outreach Service,,,
,Senior Services,139836,Action in Maturity,,,
,Addiction treatment,139868,"Alternatives to Dependency, Towson (Main Office)",,,
,Drug and alcohol screening,144582,"Alternatives to Dependency, Towson (Main Office)",,,
,South San Francisco Citadel Corps,17,Latrobe Homes,,,
,Community Living Services,144645,The Arc Baltimore at Dundalk,,,
,Prevention/Recovery Support Services,144129,"Gaudenzia, Inc.",,,
,Chemical Dependency Service,144422,University of Maryland Center for Addiction Medicine,,,
,Counseling,144583,"Alternatives to Dependency, Towson (Main Office)",,,
,Revitalization Sessions,144078,"A Step Forward, Inc.",,,
,"Lawyer Referral Service, Harford County",140939,Harford County Bar Foundation,,,
,Homeless Services Program,144066,Health Care Access Maryland,,,
,Infant Safe Sleep Program,144067,Health Care Access Maryland,,,
,Administrative Care Coordination (ACC) / Ombudsman Services,144068,Health Care Access Maryland,,,
,Residential Housing Programs,143206,"A Step Forward, Inc.",,,
,Substance Use Disorder Treatment,144418,"Apex Counseling Center, LLC",,,
,Community Living Services,144646,The Arc Baltimore at Homeland,,,
,Maryland Cancer Action Center,144791,"American Cancer Society, Baltimore",,,
,Patient Lodging Programs,144792,"American Cancer Society, Baltimore",,,
,Learning Bank Of Coil,140941,"COIL: Communities Organized to Improve Life, Inc.",,,
,Road to Recover,144790,"American Cancer Society, Baltimore",,,
,Undocumented Populations (Poblaciones Indocumentadas),145117,Our Daily Bread Employment Center (se habla español),,,
,Outdoor Activities,145211,Virtual Recreation Center,,,
,STEM Resources,145212,Virtual Recreation Center,,,
,Turnaround Tuesday East,144710,BUILD,,,
,HelpLine,144793,American Kidney Fund,,,
,Tobacco/smoking cessation,144938,Baltimore City Health Department Chronic Disease Prevention,,,
,COVID-19 Relief Fund (Fondo de ayuda COVID-19),144949,League of United Latin American Citizens (Se Habla Español),,,
,Family Services and Mental Health Services (Servicios Familiares y de Salud Mental),145116,Our Daily Bread Employment Center (se habla español),,,
,"Legal Aid Bureau, Inc., Northeastern Maryland Office",140344,Harford County Bar Foundation,,,
,Baltimore County Human Relations Commission,139939,Baltimore County Dept. of Recreation and Parks,,,
,Spring Grove Hospital Center,141041,Westside Emergency Shelter,,,
,Turnaround Tuesday West,144711,BUILD,,,
,General Services,144794,"Total Health Care, Inc.: Men's Health Center",,,
,Childbirth Education,145121,Pampers,,,
,Health Care,144712,Maryland Center for Veterans Education and Training,,,
,Case Management/Counseling,144713,Maryland Center for Veterans Education and Training,,,
,Education/Employment,144714,Maryland Center for Veterans Education and Training,,,
,"Division of Rehabilitation Services, Region I, Western Maryland",141780,"Division of Rehabilitation Services, Region I, Western Maryland",,,
,Substance Use Disorder/Mental Health,144719,Maryland Center for Veterans Education and Training,,,
,General Health Services,144795,"Total Health Care, Inc.: Open Gates Health Center",,,
,Support Groups and Classes,145120,The Womb Room,,,
,Buprenorphine Treatment,144028,MedMark Treatment Centers Essex,,,
,Emergency Housing,144715,Maryland Center for Veterans Education and Training,,,
,Single Room Occupancy,144718,Maryland Center for Veterans Education and Training,,,
,Drop-in Center,144721,Youth Empowered Society,,,
,General Health Services,144796,"Total Health Care, Inc.: West Side Health Center",,,
,Breastfeeding Support Groups,145124,B'more for Healthy Babies,,,
,OBGYN Services,144797,"Total Health Care, Inc.: West Side Health Center",,,
,General Services,144798,Orleans Square,,,
,General Services,144803,Men & Family Health Center,,,
,Employment Services (Servicios de Empleo),145118,Our Daily Bread Employment Center (se habla español),,,
,Virtual Resources,145216,Alzheimer's Association: Greater Maryland Chapter,,,
,Women's Growth Center,144038,Women's Growth Center,,,
,Community Living Services,144647,The Arc Baltimore at Seton Business Park,,,
,Narcotics Anonymous Meetings,145128,The Cheasapeake and Potamic Region of Narcotics Anonymous,,,
,Outpatient Services,144726,Powell Recovery Center,,,
,Psychiatric Rehabilitation Program,144728,Powell Recovery Center,,,
,Other Services,144806,"Community Crisis Center, Inc.",,,
,Withdrawal Management,144725,Powell Recovery Center,,,
,Residential Services,144727,Powell Recovery Center,,,
,Substance Use and Housing,144070,"Light of Truth Center, Inc.",,,
,Consumer Protection Project,145217,Maryland Volunteer Lawyers Services,,,
,"University of Maryland Medical Ctr., PACT",139835,"University of Maryland, Center for Infants & Child Loss",,,
,Maryland Re-Entry Partnership,143785,Christopher Place Employment Academy,,,
,Mom's Clubs,145123,B'more for Healthy Babies,,,
,"Baltimore City Health Dept., Bureau of Vector Control",140998,"Baltimore City Health Dept., Bureau of Vector Control",,,
,Volunteer Services,144814,Neighborhood Volunteer Services,,,
,Summer Engagement Program 2020,144733,Centro SOL,,,
,Supportive Housing,144132,Grant House Men's Location,,,
,HIV Education and Testing,144141,Glenwood Life Counseling Center,,,
,Medication Assisted Treatment (MAT),144145,Glenwood Life Counseling Center,,,
,Summer Scholars Program 2020,144732,Centro SOL,,,
,24/7 Substance Use/Mental Health Help,145133,B'more for Healthy Babies,,,
,Baltimore City Public Schools Child Find,145134,B'more for Healthy Babies,,,
,Intensive Outpatient (IOP),144133,Grant House Women's Location,,,
,Outpatient Treatment (OP),144135,Grant House Women's Location,,,
,DUI/DWI Education,144138,Grant House Men's Location,,,
,Black Mental Health Alliance,145135,B'more for Healthy Babies,,,
,"Hearts & Ears, Inc.",144041,"Hearts & Ears, Inc.",,,
,Recovery in Community,142952,Recovery in Community,,,
,24 Hour Parent Helpline,145132,B'more for Healthy Babies,,,
,Referral Services,144352,House of Change Behavioral Health,,,
,"Research, Policy, and Publications",144735,Centro SOL,,,
,"Police Athletic League (PAL), Dundalk",141181,"Police Athletic League (PAL), Dundalk",,,
,DWI/DUI Program,144076,"A Step Forward, Inc.",,,
,"Baltimore County DSS, District Office-Dundalk",141365,"Police Athletic League (PAL), Dundalk",,,
,Maryland Alcohol & Drug Abuse Administration,143539,Westside Emergency Shelter,,,
,Homeless Services,144824,Healthcare for the Homeless,,,
,Intensive Outpatient (IOP),144134,Grant House Men's Location,,,
,DUI/DWI Education,144137,Grant House Women's Location,,,
,Non-Food Related Emergency Needs,145112,Maryland Access Point,,,
,Outpatient Treatment (OP),144136,Grant House Men's Location,,,
,Harm Reduction Education,144742,Baltimore Harm Reduction Coalition,,,
,Dayspring Village,142614,Dayspring Village,,,
,Substance Abuse Treatment,144694,Baltimore Cares Inc,,,
,Legislative Advocacy,144740,Baltimore Harm Reduction Coalition,,,
,Support Services (Servicios de Apoyo),144941,Meals on Wheels (Se Habla Español),,,
,Mail Pick Up (Recogida de Correo),145138,Our Daily Bread Employment Center (se habla español),,,
,Dundalk Youth Service Center,140127,Dundalk Church of The Brethren Pantry,,,
,Drug Treatment,144829,COVID-19 HEALTH -- REACH Health Services,,,
,"U.S. Citizenship and Immigration Services, Baltimore Field Office",140921,"U.S. Citizenship and Immigration Services, Baltimore Field Office",,,
,Case Management,144830,SPARC Center,,,
,"District Court of Maryland, Civil Division",142542,"Baltimore City DSS, Eviction Prevention Program",,,
,Community Institute of Behavioral Services,140943,"Bon Secours, Adapt Cares",,,
,"Gay, Lesbian, & Straight Education Network (GLSEN)",144044,"Gay, Lesbian, & Straight Education Network (GLSEN) Maryland",,,
,Naloxone,144828,Power Inside,,,
,Grocery Boxes (Cajas de alimentos),145000,Grocery Boxes & Produce Boxes for All (Cajas de alimentos y cajas de productos agrícolas para todos),,,
,311 Baltimore City Resource Line,145219,COVID Telephonic Call Lines,,,
,"Head Start Program, Baltimore County",141917,"Police Athletic League (PAL), Dundalk",,,
,"Maryland Educational Opportunity Center, Main Office",140382,BCPS Child Find Unit,,,
,Temporary Housing,144750,"Project PLASE, Inc.",,,
,Treatment on Demand,142724,Powell Recovery Center,,,
,Family Stability and Shelter Diversion,144748,"Project PLASE, Inc.",,,
,Temporary Housing,144749,1814 Maryland Ave,,,
,CCAR Recovery Coach Academy,144754,3C Recovery Support Training Institute,,,
,TAP Primary Care Clinics (TAP Clínicas de Atención Primaria),145159,The Access Partnership (SALUD -- Se Habla Español),,,
,Senior Farmers' Market Nutrition Program,145142,2020 Senior Farmers' Market Nutrition Program,,,
,STAR TRACK Clinic,142860,Adolescent STAR TRACK Program at University of Maryland,,,
