id,location_id,attention,address_1,address_2,city,state_province,postal_code,country
454,138886,"Athelas Community Resource Center Angela Monroe, Director",9221 Rumsey Road,Suites 3 & 4,Columbia,MD,21045,US
455,137641,"American Rescue Workers Of Maryland, Inc.Captain Tony Bell, Director                  ",2441 West Baltimore Street,,Baltimore,MD,21223,US
456,138069,"Howard County Medical Society Mary Morin, Executive Director",Physicians Referral,714 Baltimore & Annapolis Boulevard,Severna Park,MD,21146,US
457,138715,"Atlantic General Hospital Michael Franklin, President/Ceo",9733 Healthway Drive,,Berlin,MD,21811,US
458,137704,"Baltimore Crisis Response, Inc.Edgar K. Wiggins, MHS Executive Director     ",5401 Loch Raven Blvd. 2Nd Fl.,,Baltimore,MD,21239,US
459,139782,"Southeast Community Development Corporation Chris Ryer, Director",3700 Eastern Avenue,,Baltimore,MD,21224,US
460,137699,"Police Athletic League (Pal), Hillendale Officer Wilson/Coordinator Alexander",1111 Halstead Road,,Parkville,MD,21234,US
461,137840,"Church Of The Redeemed Of The LordYvette Clark, Coordinator                    ",4321 Old York Road,,Baltimore,MD,21212-4727,US
462,138932,"Right Turn Of Maryland James C. Sanders, Program Director",10205 Jensen Lane,Suite 4,Owings Mills,MD,21117,US
463,138259,"The Family TreePatricia Cronin, Executive Director          ",2108 N. Charles Street,,Baltimore,MD,21218,US
464,139806,"Bereaved Parents Of The Usa, Metropolitan Are Jack Zanroden, President",P.O. Box 625,,Brooklandville,MD,21022-0625,US
465,138609,"Baltimore County Circuit CourtJohn Grason Turnbull, II, Circuit Admin. Judg",Courts Building,401 Bosley Avenue,Towson,MD,21204,US
466,139126,"New Life United Methodist Church Eric W. King, Minister",4400 Parkside Drive,,Baltimore,MD,21206,US
467,138170,"Pro Bono Resource Center Of MarylandSharon Goldsmith, ExecutiveDirector          ",520 West Fayette Street,,Baltimore,MD,21201,US
468,139331,"Family League Of Baltimore City, Inc.Janis Parks, Executive Director              ","2700 N. Charles Street, Suite 200",,Baltimore,MD,21218,US
469,138159,"Infants And Toddlers Program, Baltimore City Charles Baugh, Director",10 W. Eager Street,2Nd Floor,Baltimore,MD,21201,US
470,137896,"Door, The Mary Mcclinton, Chief Operating Officer",219 North Chester St.,,Baltimore,MD,21231,US
471,139280,"Mayor's Office Of Hispanic Affairs Christopher Kelly, Hispanic Liaison",3411 Bank Street,,Baltimore,MD,21224,US
472,139274,"America Work Of MarylandStephen Muirhead, General Manager            ",22 Light Street,,Baltimore,MD,21202,US
473,138936,"Y.A.N.A. Project (You Are Never Alone)Ms. Sid Ford, Executive Director             ",2013 West Pratt Street,,Baltimore,MD,21223,US
474,137790,Carroll Area Transit System,211 Greenwood Avenue,,Westminster,MD,21157,US
475,138152,"Healthchoice Enrollment Hotline James Vivian, Program Director",1 North Charles Street,6Th Floor,Baltimore,MD,21201,US
476,139815,"J&C Unity, Inc. Eartha L. Harris, Director",Po Box 361,,Joppa,MD,21085,US
477,137796,"Catonsville Emergency Food Ministry John Monck, Executive Director",25 Bloomsbury Avenue,,Catonsville,MD,21228,US
478,137683,"Baltimore Housing, Family Enhancement Unit Varnell Britt, Program Administrator",123 W. 29Th Street,2Nd Floor,Baltimore,MD,21218,US
479,137696,"Baltimore County Dss, Adoption Alice Bonner, Supervisor-Adoption",6401 York Road,,Baltimore,MD,21212,US
480,138761,"Planned Parenthood Of Maryland, Inc. John Nugent, President",330 North Howard Street,,Baltimore,MD,21201,US
481,138356,"Score-Counselors To America's Small Business Stephen L. Rosenstein, Chairman",10 S. Howard Street,6Th Floor,Baltimore,MD,21201,US
482,139366,"Newborn Holistic Ministries, Inc.C. W. Harris, Elder                          ",1928 Pennsylvania Avenue,,Baltimore,MD,21217,US
483,138431,St. Joseph Monastery Father William Murphy,251 S. Morely Street,,Baltimore,MD,21229,US
484,139021,"Bridge House Benjamin Toney, Executive Director",30 S. Broadway,,Baltimore,MD,21231,US
485,138719,"Yubi Head Start Program Rae L. Gay, Director",Beechfield United Methodist Church,541 S. Beechfield Avenue,Baltimore,MD,21229,US
486,138023,"Harford County Office On Aging Karen Winkowski, Administrator",145 N. Hickory Avenue,,Bel Air,MD,21014,US
487,137682,"Baltimore City Dental SocietyDeitra Davenport, Executive Director         ",720 Light Street,,Baltimore,MD,21230,US
488,139136,"Patrick Allison House, Inc. Howard Wicker, Program Manager",210 W. Madison Avenue,,Baltimore,MD,21201,US
489,139769,"Helping Other People Through Empowerment Thomas Hicks, Executive Director",1426 East Fairmount Ave,,Baltimore,MD,21231,US
490,138961,"Living Classrooms FoundationGenevieve Gwiazda, Development Associate     ",802 S. Caroline Street,,Baltimore,MD,21231,US
491,138171,"Division Of Rehabilitation Services , Region Ellen Olsen, Regional Director",113 Towsontown Boulevard,Suite A,Towson,MD,21286,US
492,137674,"Chana Nancy Aiken, Program Director",C/O The Associated,101 West Mount Royal Avenue,Baltimore,MD,21201,US
493,138218,"Mt. Zion A.M.E. ChurchSharon Miller, Coordinator                   ",12728 Manor Road,,Glen Arm,MD,21057,US
494,138099,"Pact: Helping Children With Special Needs Audrey Leviton, Executive Director",7000 Tudsbury Road,,Baltimore,MD,21244,US
495,139409,"Pathfinders For AutismLinda Pearl, Coordinator                     ",120 Allegheny Avenue,,Towson,MD,21204,US
496,139432,"All About You Health Care Service, Inc. Marie Johnson, Director",3610 Milford Mill Road,Suite 2D,Randallstown,MD,21244,US
497,138567,"Ymca, Family Support Center Janice Canon, Director",205 Baltimore Avenue,,Cumberland,MD,21502,US
498,138338,"Salvation Army Baltimore, Family Services Crystal White, Social Worker",814 Light Street,,Baltimore,MD,21230,US
499,137605,"Maryland Juvenile Justice Coalition Linda Heisner, Interim Director",8 Market Place,5Th Floor,Baltimore,MD,21202,US
500,137694,"Baltimore County Dept. Of AgingArnold Eppel, Director                       ",611 Central Avenue,,Towson,MD,21204,US
501,138038,"Health Care For The Homeless, Inc., Baltimore Jeff Singer, President & Ceo",111 Park Avenue,,Baltimore,MD,21201,US
502,138131,"Loyola College Dept. Of Speech/Language Path.Bernie Kramer, Contact Person                ",4501 N. Charles Street,,Baltimore,MD,21210,US
503,138719,"Metro Delta Head Start Program Rhonda Wilkes, Director",2001 Park Avenue,,Baltimore,MD,21217,US
504,138431,"St. Bernadine's Pantry Father Miller, Coordinator",3812 Edmondson Avenue,,Baltimore,MD,21229,US
505,139345,"Mainstreet Community Mental Health Center Pamala Sobol Ryan, R.N., Executive Director",37 Main Street,,Reisterstown,MD,21136,US
506,138629,"Harford County Government Roxanne Lynch, Dir. Of Govt/Comm Relations",220 S. Main Street,,Bel Air,MD,21014,US
507,139720,"Center For Community IntegrationLeon Indursky, CEO                           ",2147C Woodbox Lane,,Baltimore,MD,21209,US
508,137839,Church Of The Guardian Angel Pantry Dean Krebs-Pantry  & Sarah Chalk-Thrift Shop,2629 Huntingdon Ave. (Food Pantry),335 W. 27Th St. (Thrift Shop),Baltimore,MD,21211,US
509,139131,"Baltimore City Health Dept., Homeless Service Diane Glauber, President & Ceo",210 Guilford Avenue,,Baltimore,MD,21202,US
510,137742,John C. Tracey Group Home Austin M Freeman Program Manager,635 Maryland Avenue,,Rockville,MD,20850,US
511,137856,"Balto.City Commiss.On Aging & Retirement EducJohn P. Stewart, Executive Director          ",10 N. Calvert Street,Suite 300,Baltimore,MD,21202,US
512,139365,"Christus Victor Lutheran Church Charles Leight, Coordinator",9833 Harford Road,,Baltimore,MD,21234,US
513,138615,"Lupus Mid-Atlantic Diane O'connor, Executive Director",7400 York Road,Suite 308,Baltimore,MD,21204-7531,US
514,137913,"East Baltimore Community CorporationBruce Jennings, Deputy Director              ",301 N. Gay Street,,Baltimore,MD,21202,US
515,139463,"Global Healthcare Systems Michael Fowowe,Md, Mph, Director/President",1045 Taylor Avenue,Suite 104,Baltimore,MD,21286,US
516,139266,"Key Point Health Services, Inc. Linda Wilkens, Clinic Director",500 N. Rolling Road,,Catonsville,MD,21228,US
517,138431,"St. Ursula's Pantry Richard Keys, Coordinator",8801 Harford Road,,Baltimore,MD,21234,US
518,139777,"Assisi HouseJeanne Velez, Director                       ",Po Box 6076,,Baltimore,MD,21231,US
519,138493,"Evelyn Jordan Center, Lori Fantry, Md, Mph","Institute Of Human Virology, Clinical Center","16 S. Eutaw Street, Suite 100",Baltimore,MD,21202,US
520,138166,"Maryland SpcaAileen Gabbey, Executive Director            ",3300 Falls Road,,Baltimore,MD,21211,US
521,138712,"Maryland Rural Development Corporation R. Kevin Brooks, Executive Director",Po Box 739,,Greensboro,MD,21639,US
522,138517,"Washington County Health Department Earl E. Stoner, Health Officer",1302 Pennsylvania Avenue,,Hagerstown,MD,21742,US
523,138189,"Samaritan CommunitySharon Krieger, Program Director             ",1407 Bolton Street,,Baltimore,MD,21217,US
524,138623,"Baltimore City Dept. Of Communication Service B. Harriette Taylor, Interim Director",201 E. Baltimore St.,11Th Floor,Baltimore,MD,21202,US
525,139245,"Mosaic Community Services Jeff Richardson, Executive Director",1925 Greenspring Drive,,Timonium,MD,21093,US
526,138301,"Prologue, Inc.Sendy Rommel, Executive Director             ",3 Milford Mill Road,,Pikesville,MD,21208-4000,US
527,138212,"Mt. Hebron Baptist Church Ruth Fitts, President",2651 W.  North Avenue,,Baltimore,MD,21216,US
528,137592,"Afl-Cio Community Services Jay B. Smith, Assistant Director",2701 W. Patapsco Avenue,Suite 110,Baltimore,MD,21230-2797,US
529,138393,"St. Ambrose Housing Aid Center, Inc. Vincent P. Quayle, Executive Director",321 E. 25Th St.,,Baltimore,MD,21218,US
530,137832,"New Covenant Worship Center Barbara Jones Brown, Coordinator",700 Wildwood Parkway,,Baltimore,MD,21229,US
531,138171,"Maryland State Adult Literacy Resource Center Katherine Ira, Director",1000 Hilltop Circle,"Academic Iv-A Wing, Rm. 107",Catonsville,MD,21250,US
532,137696,"Baltimore County Dss, District Office Essex Rodney Palmer, Manager",439 Eastern Avenue,,Baltimore,MD,21221,US
533,137840,"Community Support Center Yvette Clark, Coordinator",4321 Old York Road,,Baltimore,MS,21212-4727,US
534,139005,Harlem Park Revitalization Corporation,1017 Edmondson Avenue,,Baltimore,MD,21223,US
535,138244,"Northwest Hospital CenterErik Wexler, President & CEO                 ",5401 Old Court Road,,Randallstown,MD,21133,US
536,137908,"Dundalk Church Of The Brethren Pantry Medie Mclaughlin, Pantry Coodinator",2660 Yorkway,,Baltimore,MD,21222-4432,US
537,139271,"Food For Thought Sister Mary Ann Hartnett, Director",1625 E. Baltimore Street,,Baltimore,MD,21231,US
538,139807,"Moving Forward Counseling Services Tanita Morris, Director",1055 Taylor Avenue,,Towson,MD,21286,US
539,138152,"Maryland Children's Health Prog., Balto. City Kathy Westcoat, President","Baltimore City Health Access, Inc.","201 E. Baltimore Street, Suite 920",Baltimore,MD,21202,US
540,138182,"Mayor's Office Of Employment DevelopmentKaren Sitnick, Director                      ",417 East Fayette Street,Suite 468,Baltimore,MD,21202,US
541,137627,"American Cancer SocietyGail Roddie-Hamlin, CEO                      ",8219 Towncenter Drive,,Baltimore,MD,21236-0025,US
542,137975,"Epoch Counseling Center George Knitt, Manager",800 Ingleside Avenue,,Catonsville,MD,21228,US
543,139269,"Baltimore Child Abuse CenterPeggy Mainor, Executive Director             ",2300 N. Charles St.,4Th Floor,Baltimore,MD,21218,US
544,139793,"Civil Justice, Inc.Phillip Robinson, Esq., Executive Director   ",520 W. Fayette Street,,Baltimore,MD,21201,US
545,139639,"Cherry Hill HomesShirley Foulks/Phil Gray, President/Counselor",2700 Spellman Road,,Baltimore,MD,21225,US
546,139316,"Native American Lifelines, Inc. Susan Roth, Executive Director",106 W. Clay Street,,Baltimore,MD,21201,US
547,139117,"Pillar Grounds Of Truth ChurchRev. Roger Johnson, Director                 ",360 S. Dukeland St.,,Baltimore,MD,21223,US
548,139814,"Camp Chapel United Methodist ChurchBarbara L. McCready, Community Assist. Admin ",5000 East Joppa Road,,Perry Hall,MD,21128,US
549,138240,"North Baltimore Center R. Terence Farrell, Executive Director",2225 N. Charles Street,,Baltimore,MD,21218,US
550,138356,"Score (Counselors To America's Small BusinessStephen Rosenstein, Chairman                 ",6Th Floor,10 S. Howard Street,Baltimore,MD,21201,US
551,137709,"Baltimore Reads, Inc. Patricia Edwards, Outreach And Intake Dir.",3 S. Frederick Street,Suite 801,Baltimore,MD,21202,US
552,138298,"Progress Unlimited, Inc. Mary Gatto, Executive Director",111431 Cronhill Drive,Suite C,Owings Mills,MD,21117,US
553,139052,"Corridor Transportation CorporationRay Ambrose, Transit Administrator           ",312 Marshall Avenue,Suite 104,Laurel,MD,20707-4824,US
554,138399,"St. Francis Neighborhood Center Father Tom Composto, Executive Director",2405 Linden Avenue,,Baltimore,MD,21217-3944,US
555,138090,"John Wesley ChurchBarbara Hayes, Coordinator                   ",3202 W. North Avenue,,Baltimore,MD,21216,US
556,139331,"Family League Of Baltimore City, Inc. Janis Parks, Executive Director","2700 N. Charles Street,",Suite 200,Baltimore,MD,21218,US
557,138171,Employed Individuals With Disabilities (Does Not Give Out Name Of Person In Charge.),201 West Preston Street,,Baltimore,MD,21201-2399,US
558,139108,"Brooklyn Seventh-Day Adventist Church Cliff Dawson, Contact Person",P.O. Box 3450,,Baltimore,MD,21225,US
559,138710,"Baltimore County Housing Opportunities PrograElizabeth S. Glenn, Chief                    ",Office Of Community Conservation,"6401 York Road, 2Nd Floor",Baltimore,MD,21212,US
560,137787,"Carroll County State's Attorney's Office Jerry F. Barnes, State's Attorney",55 N. Court Street,Suite 100,Westminster,MD,21157,US
561,139384,"U.S. Citizenship And Immigration Services Jonathan Scharfen, Acting Director",Fallon Federal Building,31 Hopkins Plaza,Baltimore,MD,21201,US
562,139414,"Whole Woman's HealthGloria Johnson, Executive Director           ",7648 Belair Road,,Baltimore,MD,21236,US
563,139044,"Eastside Community Development CorporationEmma Feehely, Office Manager                 ",7835 Eastern Avenue,Suite 302,Baltimore,MD,21224,US
564,138903,"First Emmanuel Baptist Pantry Reverend Eugene Belcher, Pastor",2209 Park Avenue,,Baltimore,MD,21217-4847,US
565,137704,"Baltimore Crisis Response, Inc. Linda Fauntleroy, Director Of Hotline Service",630 W. Fayette St.,,Baltimore,MD,21201,US
566,137689,"Baltimore City Police DepartmentFrederick Bealefeld, III , Commissioner      ",242 W. 29Th St.,,Baltimore,MD,21202,US
567,139117,"The Family Kitchen Pantry Greta Carter, Director",360 S. Dukeland St.,,Baltimore,MD,21223,US
568,139040,"New Song Arts And Media Michael Parker, Program Administrator",1601 N. Calhoun St.,,Baltimore,MD,21217,US
569,137723,"Better Business Bureau Of Greater MdAngie Barnett, President                     ",1414 Key Highway,Suite 100,Baltimore,MD,21230,US
570,138439,"Treatment Resources For Youth (Try)LaTavia Little, Director                     ",2517 N. Charles Street,,Baltimore,MD,21218,US
571,138069,"Howard County Medical SocietyMary Morin, Executive Director               ",714 Baltimore/Annapolis Boulevard,,Severna Park,MD,21146,US
572,139109,"Home Instead Senior Care, Baltimore County Deborah Wray, Coordinator",1200 E. Joppa Road,Suite B,Towson,MD,21286,US
573,139763,Seiu 1199 (Service Employees International Un Nichelle Mcgirt,611 North Eutaw Street,,Baltimore,MD,21201,US
574,137686,"Baltimore City Dss, Family Support Services",1900 N. Howard Street,,Baltimore,MD,21202,US
575,139382,"Neighborhoods Of Greater LauravilleLorrie Schoettler, Executive Director        ",3009 Montebello Terrace,,Baltimore,MD,21214,US
576,137793,"My Sister's Place Drop-In Center Tracy Pindell, Program Director",123 West Mulberry Street,,Baltimore,MD,21201,US
577,138492,"Maryland Cooperative Extension, Baltimore Co. David Martin, County Extension Director",1840 York Road,Suite J,Timonium,MD,21093,US
578,138747,"Vna Home Health Of MarylandNancy Jaffe, DOO/Administrator               ",7008 Security Blvd.,Suite 200,Baltimore,MD,21244,US
579,138092,"Johns Hopkins Hiv  Womens' Health Program Jean Anderson, Md, Assistant Professor",600 N. Wolfe Street,Phipps 249,Baltimore,MD,21287,US
580,137914,"Community Initiatives Academy Dorothy Hall, Coordinator",1401 E. Biddle St.,,Baltimore,MD,21213,US
581,139445,"Maryland State Criminal Injury Compensation Robin Woolford, Jr., Executive Director",Board,6776 Reisterstown Road  Suite 206,Baltimore,MD,21215,US
582,137700,"Baltimore County Public Library, Read Rover Beth Mcgraw-Wagner, Library Branch Manager",1716 Merritt Blvd.,,Baltimore,MD,21222-3295,US
583,139443,"Ebenezer Ame ChurchVernetta Butler, Coordinator                 ",20 W. Montgomery Street,,Baltimore,MD,2123O,US
584,138449,"Tay-Sachs Association Of Md Harold Brager, President",725 Mt. Wilson Lane,Apt# 211,Baltimore,MD,21208,US
585,138306,"Tuerk House Dr. John Hickey,  Executive Director",P.O. Box 31419,,Baltimore,MD,21216-6119,US
586,139290,"Glass Substance Abuse Program, Inc.Herman Jones, President                      ",821 Eutaw Street,,Baltimore,MD,21202,US
587,137631,"American Legion Department Of MarylandThomas L. Davis, Department Adjutant         ",101 North Gay Street,Room E,Baltimore,MD,21202,US
588,138194,"Middle River Assembly Of GodEmma Seehely, Director                       ",9620 Bird River Road,,Baltimore,MD,21220-1707,US
589,139822,"Jewish Recovery Houses Sylvia Berger, Administrator",3723 Old Court Road,Suite 206,Pikesville,MD,21208,US
590,139068,"Raven's Medical Adult Day CareEdna Evans, CEO                              ",1821 N. Smallwood Street,,Baltimore,MD,21216-7512,US
591,139712,"Abibank Home Care Services, Inc. Eunice Olusola Alabi-Oni, President",6423 Frederick Road,Suite B,Catonsville,MD,21228,US
592,137975,"Friends Research Institute, Inc.Patrick Bogan, President                     ",505 Baltimore Avenue,P.O. Box 10676,Baltimore,MD,21285,US
593,139438,"University Of Maryland School Of LawKaren H. Rothenberg, Dean                    ",500 W. Baltimore Street,,Baltimore,MD,21201,US
594,139087,"Eubie Blake National Jazz Institute AndTroy Burton, Executive Director              ",Cultural Center,847 N. Howard Street,Baltimore,MD,21201,US
595,138571,"Druid Heights Transitional Housing Willie Wilson, Program Director",1711 Mcculloh Street,,Baltimore,MD,21217,US
596,137741,"Boys Home Society, Inc., The Karen Allen, Executive Director",810 Park Avenue,,Baltimore,MD,21201-4888,US
597,138604,"Twelve Step Recovery Workshop Drew Leder, Contact Person",P.O. Box 26145,,Baltimore,MD,21210,US
598,138946,"20Th Street H.O.P.E. HouseDr. Mary J. Jenkins, Executive Director      ",108 E. 20Th Street,,Baltimore,MD,21218,US
599,139204,"Brain Injury Association Of MarylandDiane Triplett, Executive Director           ",2200 Kernan Avenue,,Baltimore,MD,21207,US
600,138428,St. Peter's Lutheran Church Pantry Bill And Martie Bisbee,7910 Belair Road,,Baltimore,MD,21236,US
601,138550,"Office Of The Maryland Wic ProgramKathleen Knolhoff, Director                  ",201 W. Preston Street,Room 103,Baltimore,MD,21201,US
602,138012,"Aids Info Florencia Nochello , Project Manager",P.O. Box 6303,,Rockville,MD,20849-6303,US
603,138803,"Senior ConnectionsWilliam Knott, Owner/President               ",11299 Owings Mills Blvd.,Suite 204,Owings Mills,MD,21117,US
604,139711,"Baltimore County Office Of Workforce DevelopmBarry F. Williams, Director                  ",105 W Chesapeake Ave,Suite 300,Towson,MD,21204,US
605,137605,"Advocates For Children And Youth Matthew Joseph, Executive Director",8 Market Place,5Th Floor,Baltimore,MD,21202,US
606,137685,"Madison Recreation Center Brandi Murphy, Director",1401 E. Biddle Street,,Baltimore,MD,21213,US
607,138754,"American Lung Association Of Maryland (Main) Stephen Peregoy, President & Ceo",11350 Mccormick Road,"Executive Plaza 1, Suite 600",Hunt Valley,MD,21031,US
608,137829,"Chimes Maryland Edward M. Hartman Ed. D, Coo",4814 Seton Drive,,Baltimore,MD,21215,US
609,139372,"Perry Hall United Methodist Church Outreach Beverly Shaffer, Outreach Director",9515 Belair Road,,Baltimore,MD,21236,US
610,137689,"Southwestern District Major Thomas J. Cassella, District Commander",C/O 242 West 29Th Street,,Baltimore,MD,21211-2908,US
611,137867,"St. Michael's Lutheran ChurchMark Coffman, Coordinator                    ",9534 Belair Road,,Baltimore,MD,21236,US
612,138139,"Marian House Katie Allston, Executive Director",949 Gorsuch Avenue,,Baltimore,MD,21218-3602,US
613,138526,"Wayland Baptist Soup Kitchen Gladys Saunders, Coordinator",3200 Garrison Boulevard,,Baltimore,MD,21216,US
614,138672,"Maryland Crime Victim's Resource Center, Inc Russell Butler,Executive Director",1001 Prince George's Blvd.,Suite 750,Upper Marlboro,MD,20774,US
615,139316,"Native American Lifelines, Inc.Susan Roth, Executive Director               ",106 W. Clay Street,,Baltimore,MD,21201,US
616,139746,"New Life Program For Ex Offender WomenRhonda S. White, Executive Director          ",1532 North Smallwood Street,,Baltimore,MD,21217,US
617,138019,"Harford Belair Community Mental Health Center Larry Alessi, M.D., Director",4308 Harford Road,,Baltimore,MD,21214-1895,US
618,138729,"Lamaze International Of Metropolitan Balt. Kathy Tomaszewski, Chairperson",5153 Bonnie Acres Drive,,Ellicott City,MD,21043,US
619,138157,"Maryland General HospitalSlyvia Smith Johnsonl, Interim President& CEO",827 Linden Avenue,,Baltimore,MD,21201,US
620,138268,"People's Church Of BaltimoreCalvin Pettigrew, Pantry Coordinator         ",1800 Penrose Avenue,230 N. Fulton Avemue,Baltimore,MD,21223,US
621,137633,"American Red Cross Of Central Md Frank Miller, Executive Director",Balto. City (Headquarters),4800 Mount Hope Drive,Baltimore,MD,21215-3231,US
622,139697,"Circle Of Hope Therapeutic Riding, Inc Lesley B. Shear",Po Box 463,,Barnesville,MD,20838,US
623,137871,"Consumer Credit Counseling Serv./Md & De IncNina Hick, Manager                           ",757 Frederick Road,2Nd Floor,Catonsville,MD,21228-3317,US
624,139212,"Baltimore Chesapeake Bay Outward Bound Center David Starnes, Executive Director",1900 Eagle Drive,,Baltimore,MD,21207,US
625,139413,"Comprehensive Care Practice Michael Fingerhood, Medical Director",5200 Eastern Avenue,"D-Building,  West Tower, 4Th Fl.",Baltimore,MD,21224,US
626,139264,"Churches United Against Aids Rev. Brenda Mcbride, Executive Director",Maryland Community Resource Center,2414 Frederick Avenue,Baltimore,MD,21223,US
627,139245,"Mosaic Community Services, Inc.Jeff Richardson, Executive Director          ",1925 Greenspring Drive,,Timonium,MD,21093,US
628,138004,"Greater Baltimore Center  For PregnancyCarol Clews, Director                        ",Concern,2418 St. Paul Street,Baltimore,MD,21218-5518,US
629,138141,"Martin Pollak Project, Inc.Richard L. Norman, CEO                       ",8 Market Place,Suite 408,Baltimore,MD,21202,US
630,138007,"Greater Zion Apostolic Church Sandra Lyons, Secretary",301 N. Gilmore Street,,Baltimore,MD,21223,US
631,137795,"Viva House Willa Bickham, Co-Founder",26 S. Mount Street,,Baltimore,MD,21223,US
632,139584,"Wells House, Inc.Charles Mooneyhan, Executive Director        ",124 East Baltimore Street,,Hagerstown,MD,21740,US
633,138395,"St. Cecilia Rcc Soup KitchenAngela McCusson, Coordinator                 ",3300 Clifton Avenue,,Baltimore,MD,21216,US
634,137600,"Adopt Minority Children Diane Tolson, Coordinator",9541 Pamploma Road,,Columbia,MD,21045-3920,US
635,138747,"Vna Home Health Of Maryland Nancy Jaffe, Administrator",7008 Security Blvd.,Suite 200,Baltimore,MD,21244,US
636,137697,"Baltimore County Health Department Gregory Wm. Branch, M.D, Acting Health Office",6401 York Road,3Rd Floor,Baltimore,MD,21212-2130,US
637,138403,"St. John Lutheran ChurchDoris Anderson, Ministry Assistant           ",226 Washburn Avenue,,Baltimore,MD,21225-2099,US
638,138573,"Zion Baptist Church Marshall F. Prentice, Pastor",1700 N. Caroline Street,,Baltimore,MD,21213,US
639,139212,"Outward Bound U.S.A.John Read, CEO                               ",100 Mystery Point Road,,Garrison,NY,10524,US
640,138056,"House Of Ruth, Shelter Program Janice Miller, Residential Clinical Director",2201 Argonne Drive,,Baltimore,MD,21218-1627,US
641,139707,"Johns Hopkins Children S CenterGeorge J. Dover, M.D.                        ",600 North Wolfe Street,,Baltimore,MD,21287,US
642,138893,"Hospice Of Howard County, Inc. Catherine Boyne, President",5537 Twin Knolls Road,Suite 433,Columbia,MD,21045,US
643,138116,"Legal Aid Bureau, Inc.Wilhelm H. Joseph, Jr., Esq., Exec. Director ",500 E. Lexington Street,,Baltimore,MD,21202-3560,US
644,138161,"World Trade Center Institute, TheDeb Kielty, Director                         ",401 E. Pratt Street,Suite 232,Baltimore,MD,21202,US
645,138450,"Total Health Care Inc., Saratoga Street Patricia Newman, Center Manager",1501 Division Street,,Baltimore,MD,21217,US
646,138531,"White Lung AssociationJames Fite, National Secretary               ",P.O. Box 1483,,Baltimore,MD,21203-1483,US
647,137793,"St. Elizabeth Rehabilitation & Nursing Center Christine Mour, Administrator",3320 Benson Avenue,,Baltimore,MD,21227,US
648,139320,"Tyrell's HousingTamika Tyrell, Owner/Director                ",3425 Chapman Road,,Randallstown,MD,21133,US
649,138152,"Office Of Health Care Quality, Dhmh Wendy Kronmiller, Director",Spring Grove Center,55 Wade Avenue,Catonsville,MD,21228,US
650,137851,"Colonial Baptist ChurchBrenda Greene, Secretary                     ",9411 Liberty Road,,Randallstown,MD,21133,US
651,137696,"Baltimore County Dss, Homeless Services Shelly Mccrae, Supervisor",6401 York Road,,Baltimore,MD,21212,US
652,139364,"Gaudenzia, Inc. At Park Heights Michael Hall, President/Ceo",4615 Park Heights Avenue,,Baltimore,MD,21215-6331,US
653,138748,"Anxiety & Stress Disorders Inst. Of Maryland Harold Steinitz/Sally Winston, Co-Directors",6525 N. Charles Street,Gibson Building,Towson,MD,21204,US
654,138388,"Spina Bifida Association Of Maryland, Inc. Sue Whelan, President",2416 Lampost Lane,,Baltimore,MD,21234,US
655,137857,"Coil: Communities Organized To Improve Life Stacey Smith, Ceo",Inc.,1200 W. Baltimore Street,Baltimore,MD,21223,US
656,137914,"East Baltimore Deliverance ChurchDottie Hall, Coordinator                     ",1401 E. Biddle Street,,Baltimore,MD,21213,US
657,138153,"One Church, One Child Adoption Program Nancy Blackwell, Program Manager",311 West Saratoga Street,5Th Floor,Baltimore,MD,21201,US
658,139377,"Volunteer Center Of Allegany CountyMarilyn McKenzie, Director                   ",Po Box 1308,,Cumberland,MD,21501-1308,US
659,139343,"Recovery Network Clark Hudak, Director",201 North Charles Street,Suite 200,Baltimore,MD,21201,US
660,137694,"Senior Info. & Asst. Betty Evans, Manager",611 Central Avenue,,Towson,MD,21204,US
661,138040,"Hearing And Speech Agency Of Metro. Baltimore Susan H. Glasgow, Executive Director",5900 Metro Drive,,Baltimore,MD,21215,US
662,137693,"Baltimore County InformationGary Schauber, Supervisor                    ",4423 Bucks Schoolhouse Road,,Baltimore,MD,21237,US
663,138719,"Head Start Program, Morgan State University Rhonda Jackson, Director",1600 Havenwood Road,,Baltimore,MD,21218,US
664,139043,"Home Partnership, Inc. Frank Hodgetts, President",626 Towne Center Dr.,Suite 301,Joppatowne,MD,21085,US
665,138395,"St. Cecilia Rcc Soup Kitchen Angela Mccusson, Coordinator",3300 Clifton Avenue,,Baltimore,MD,21216,US
666,137739,"Boy Scouts Of America, Baltimore Area CouncilEthan Draddy, CEO & Scout Executive          ",701 Wyman Park Drive,,Baltimore,MD,21211-2899,US
667,138136,"Manna House, Inc.Esther Reaves, Executive Director            ",435 E. 25Th Street,,Baltimore,MD,21218,US
668,138423,St. Paul Evangelical Lutheran ChurchReverend Strahan                             ,3909 Pennington Avenue,,Baltimore,MD,21226-1211,US
669,138092,"Johns Hopkins Hospital Ronald Peterson, President",600 North Wolfe Street,,Baltimore,MD,21287,US
670,138547,"The Women's Growth Center Ilene Toller, Director",5209 York Road,Suite B-12,Baltimore,MD,21212,US
671,138589,"At Jacob's Well, Inc.Albert K. Roach, Executive Director          ",323 East 25Th Street,,Baltimore,MD,21218-5303,US
672,139048,"Acorn County Linda Lee, Office Director",7701 Dunmanway,,Baltimore,MD,21222,US
